Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6240|P6250|P6260|P6270|P6280|P6300|P6310|P7430|P6330|P6340|P6351
3457066|1|2|2|233.61814376|34570661|1||||||||||
3457066|1|3|3|233.61814376|34570661|1||||||||||
3457066|1|4|4|233.61814376|34570661|2|2|2|2|1||||||1
3457067|1|1|1|432.68767381|34570671|1||||||||||
3457068|1|1|1|687.66750703|34570681|3|1|||||||||
3457069|1|1|1|537.07875259|34570691|1||||||||||
3457069|1|2|2|537.07875259|34570691|6|2|2|2|2|2|||||
3457077|1|1|1|673.42390361|34570771|1||||||||||
3457077|1|2|2|673.42390361|34570771|1||||||||||
3457077|1|3|3|673.42390361|34570771|3|2|2|2|2|2|||||
3457091|1|1|1|213.32105301|34570911|1||||||||||
3457091|1|2|2|213.32105301|34570911|1||||||||||
3457091|1|3|3|213.32105301|34570911|3|2|2|2|2|2|||||
3457091|1|4|4|213.32105301|34570911|3|2|2|2|2|2|||||
3457092|1|1|1|165.8870987|34570921|1||||||||||
3457092|1|2|2|165.8870987|34570921|2|2|2|2|1||||||1
3457095|1|1|1|191.61999777|34570951|1||||||||||
3457095|1|2|2|191.61999777|34570951|3|2|2|2|2|2|||||
3457095|1|3|3|191.61999777|34570951|3|2|2|2|2|2|||||
3457100|1|1|1|277.68427933|34571001|1||||||||||
3457100|1|2|2|277.68427933|34571001|4|2|2|2|2|2|||||
3457100|1|3|3|277.68427933|34571001|4|2|2|2|2|2|||||
3457102|1|1|1|223.6104556|34571021|1||||||||||
3457102|1|2|2|223.6104556|34571021|1||||||||||
3457102|1|3|3|223.6104556|34571021|3|2|2|2|2|2|||||
3457102|1|4|4|223.6104556|34571021|3|2|2|2|2|2|||||
3457104|1|1|1|119.46267773|34571041|1||||||||||
3457104|1|2|2|119.46267773|34571041|4|2|2|2|1||||||1
3457111|1|1|1|218.01552262|34571111|3|1|||||||||
3457113|1|1|1|92.857528213|34571131|1||||||||||
3457116|1|1|1|240.7661295|34571161|1||||||||||
3457116|1|2|2|240.7661295|34571161|1||||||||||
3457116|1|3|3|240.7661295|34571161|3|2|2|2|2|2|||||
3457117|1|1|1|196.50056155|34571171|1||||||||||
3457117|1|2|2|196.50056155|34571171|3|2|2|2|2|2|||||
3457120|1|1|1|350.66180541|34571201|1||||||||||
3457120|1|2|2|350.66180541|34571201|3|2|2|2|2|2|||||
3457120|1|3|3|350.66180541|34571201|4|2|2|2|2|2|||||
3457121|1|1|1|577.63179223|34571211|1||||||||||
3457121|1|2|2|577.63179223|34571211|1||||||||||
3457122|1|1|1|512.03458201|34571221|1||||||||||
3457122|1|2|2|512.03458201|34571221|1||||||||||
3457122|1|3|3|512.03458201|34571221|1||||||||||
3457122|1|4|4|512.03458201|34571221|1||||||||||
3457123|1|1|1|359.06482977|34571231|4|2|2|2|2|2|||||
3457124|1|1|1|1545.5479926|34571241|1||||||||||
3457124|1|2|2|1545.5479926|34571241|1||||||||||
3457124|1|3|3|1545.5479926|34571241|3|2|2|2|2|2|||||
3457125|1|1|1|2232.9781419|34571251|1||||||||||
3457125|1|2|2|2232.9781419|34571251|1||||||||||
3457126|1|1|1|1069.6832853|34571261|1||||||||||
3457126|1|2|2|1069.6832853|34571261|1||||||||||
3457127|1|1|1|1298.3548876|34571271|1||||||||||
3457128|1|1|1|1016.7874989|34571281|4|1|||||||||
3457128|1|2|2|1016.7874989|34571281|1||||||||||
3457128|1|3|3|1016.7874989|34571281|3|2|2|2|2|2|||||
3457129|1|1|1|2438.8449597|34571291|1||||||||||
3457129|1|2|2|2438.8449597|34571291|1||||||||||
3457132|1|1|1|27.732973047|34571321|1||||||||||
3457132|1|2|2|27.732973047|34571321|1||||||||||
3457137|1|1|1|33.616975301|34571371|1||||||||||
3457137|1|2|2|33.616975301|34571371|1||||||||||
3457137|1|3|3|33.616975301|34571371|3|2|2|2|2|2|||||
3457139|1|1|1|23.190195327|34571391|1||||||||||
3457140|1|1|1|23.190195327|34571401|1||||||||||
3458760|1|1|1|3487.2997613|34587601|1||||||||||
3458760|1|2|2|3487.2997613|34587601|1||||||||||
3458761|1|1|1|5001.4832582|34587611|1||||||||||
3458761|1|2|2|5001.4832582|34587611|1||||||||||
3458761|1|3|3|5001.4832582|34587611|1||||||||||
3458761|1|4|4|5001.4832582|34587611|1||||||||||
3458762|1|1|1|4562.5508714|34587621|1||||||||||
3458762|1|2|2|4562.5508714|34587621|1||||||||||
3458762|1|3|3|4562.5508714|34587621|3|2|2|2|2|2|||||
3458762|1|5|5|4562.5508714|34587621|4|2|2|2|2|2|||||
3458763|1|1|1|2256.4296403|34587631|1||||||||||
3458763|1|2|2|2256.4296403|34587631|1||||||||||
3458764|1|1|1|4614.6016111|34587641|1||||||||||
3458764|1|2|2|4614.6016111|34587641|1||||||||||
3458764|1|3|3|4614.6016111|34587641|3|2|2|2|2|2|||||
3458764|1|4|4|4614.6016111|34587641|3|2|2|2|2|2|||||
3458765|1|1|1|5063.7183161|34587651|1||||||||||
3458765|1|2|2|5063.7183161|34587651|3|2|2|2|2|2|||||
3458769|1|1|1|1319.0131186|34587691|1||||||||||
3458769|1|2|2|1319.0131186|34587691|4|2|2|2|2|1|7|2||2|
3458769|1|3|3|1319.0131186|34587691|3|2|2|2|2|2|||||
3458769|1|4|4|1319.0131186|34587691|3|2|2|2|2|2|||||
3458770|1|1|1|1632.0579059|34587701|1||||||||||
3458773|1|1|1|5051.1833973|34587731|4|2|2|2|2|2|||||
3458773|1|2|2|5051.1833973|34587731|1||||||||||
3458773|1|3|3|5051.1833973|34587731|3|2|2|2|2|2|||||
3458773|1|4|4|5051.1833973|34587731|3|2|2|2|2|2|||||
3458773|1|5|5|5051.1833973|34587731|3|2|2|2|2|2|||||
3458786|1|1|1|10602.483157|34587861|1||||||||||
3458786|1|2|2|10602.483157|34587861|1||||||||||
3458789|1|1|1|3333.1360714|34587891|4|2|2|2|2|2|||||
3458789|1|2|2|3333.1360714|34587891|4|2|2|2|2|2|||||
3458791|1|1|1|7504.8640045|34587911|1||||||||||
3458792|1|1|1|6362.9260348|34587921|1||||||||||
3458792|1|2|2|6362.9260348|34587921|4|2|2|2|2|2|||||
3458792|1|3|3|6362.9260348|34587921|3|2|2|2|2|2|||||
3458793|1|1|1|9001.6058274|34587931|1||||||||||
3458793|1|2|2|9001.6058274|34587931|4|2|2|2|2|2|||||
3458793|1|3|3|9001.6058274|34587931|1||||||||||
3458793|1|4|4|9001.6058274|34587931|3|2|2|2|2|2|||||
3458800|1|1|1|7899.8568468|34588001|1||||||||||
3458802|1|1|1|7050.8666271|34588021|1||||||||||
3458802|1|2|2|7050.8666271|34588021|1||||||||||
3458809|1|1|1|4867.3962593|34588091|4|2|2|2|2|2|||||
3458809|1|2|2|4867.3962593|34588091|1||||||||||
3458809|1|3|3|4867.3962593|34588091|1||||||||||
3458810|1|2|2|436.85617866|34588101|4|2|2|2|2|2|||||
3458810|1|3|3|436.85617866|34588101|3|2|2|2|2|2|||||
3458810|1|4|4|436.85617866|34588101|3|2|2|2|2|2|||||
3458810|1|1|1|436.85617866|34588101|1||||||||||
3458811|1|1|1|639.47094293|34588111|1||||||||||
3458811|1|2|2|639.47094293|34588111|1||||||||||
3458811|1|3|3|639.47094293|34588111|3|2|2|2|2|2|||||
3458812|1|1|1|680.57983002|34588121|1||||||||||
3458812|1|2|2|680.57983002|34588121|1||||||||||
3458813|1|1|1|723.44654771|34588131|4|2|2|2|2|2|||||
3458813|1|2|2|723.44654771|34588131|1||||||||||
3458813|1|3|3|723.44654771|34588131|2|1|||||||||
3458813|1|4|4|723.44654771|34588131|4|2|2|2|2|2|||||
3458814|1|1|1|765.1227229|34588141|4|2|2|2|2|2|||||
3458814|1|2|2|765.1227229|34588141|4|1|||||||||
3458814|1|3|3|765.1227229|34588141|3|2|2|2|2|2|||||
3458823|1|1|1|110.47146289|34588231|4|2|2|2|2|2|||||
3458823|1|2|2|110.47146289|34588231|6|2|2|2|2|2|||||
3458825|1|1|1|147.69608948|34588251|3|1|||||||||
3458849|1|1|1|722.21812727|34588491|6|2|1||||||||
3458849|1|2|2|722.21812727|34588491|1||||||||||
3458851|1|1|1|77.758031713|34588511|1||||||||||
3458851|1|2|2|77.758031713|34588511|3|2|2|1|||||||
3458851|1|3|3|77.758031713|34588511|3|2|2|2|2|2|||||
3458851|1|4|4|77.758031713|34588511|3|2|2|2|2|2|||||
3458852|1|1|1|83.860924863|34588521|1||||||||||
3458876|1|1|1|429.68567576|34588761|1||||||||||
3458876|1|2|2|429.68567576|34588761|1||||||||||
3458876|1|3|3|429.68567576|34588761|3|1|||||||||
3458877|1|1|1|232.67114263|34588771|1||||||||||
3458877|1|2|2|232.67114263|34588771|3|2|2|2|2|2|||||
3458877|1|3|3|232.67114263|34588771|3|2|2|2|2|2|||||
3458877|1|4|4|232.67114263|34588771|3|2|2|2|2|2|||||
3458897|1|1|1|480.78786718|34588971|1||||||||||
3458897|1|2|2|480.78786718|34588971|1||||||||||
3458897|1|4|4|480.78786718|34588971|1||||||||||
3458898|1|1|1|204.64891989|34588981|1||||||||||
3458898|1|2|2|204.64891989|34588981|1||||||||||
3458898|1|3|3|204.64891989|34588981|4|2|2|2|2|2|||||
3458899|1|1|1|150.24385032|34588991|1||||||||||
3458899|1|2|2|150.24385032|34588991|4|2|2|2|2|2|||||
3458899|1|3|3|150.24385032|34588991|5||||||||||
3458905|1|2|2|410.38849401|34589051|1||||||||||
3458905|1|3|3|410.38849401|34589051|4|1|||||||||
3458905|1|1|1|410.38849401|34589051|1||||||||||
3458906|1|1|1|121.68989915|34589061|1||||||||||
3458906|1|2|2|121.68989915|34589061|1||||||||||
3458906|1|3|3|121.68989915|34589061|4|2|2|2|2|2|||||
3458906|1|5|5|121.68989915|34589061|6|2|2|2|2|2|||||
3458906|1|6|6|121.68989915|34589061|4|2|2|2|2|2|||||
3458908|1|1|1|87.627332975|34589081|4|1|||||||||
3458908|1|2|2|87.627332975|34589081|3|2|2|2|2|2|||||
3458908|2|1|1|87.627332975|34589082|1||||||||||
3458908|2|2|2|87.627332975|34589082|4|2|2|2|2|2|||||
3458908|2|3|3|87.627332975|34589082|1||||||||||
3458908|2|4|4|87.627332975|34589082|3|2|2|2|2|2|||||
3458908|2|5|5|87.627332975|34589082|3|2|2|2|2|2|||||
3458909|1|1|1|116.27473029|34589091|3|2|2|2|2|2|||||
3458909|1|2|2|116.27473029|34589091|3|2|2|2|2|2|||||
3458910|1|1|1|111.21930724|34589101|4|1|||||||||
3458910|1|2|2|111.21930724|34589101|1||||||||||
3458910|1|3|3|111.21930724|34589101|1||||||||||
3458910|1|4|4|111.21930724|34589101|4|2|2|2|2|2|||||
3458911|1|1|1|111.21930724|34589111|1||||||||||
3458911|1|2|2|111.21930724|34589111|1||||||||||
3458912|1|1|1|111.21930724|34589121|1||||||||||
3458912|1|2|2|111.21930724|34589121|3|2|2|2|2|2|||||
3458912|1|3|3|111.21930724|34589121|3|2|2|2|2|2|||||
3458913|1|1|1|111.21930724|34589131|4|2|2|2|2|2|||||
3458913|1|2|2|111.21930724|34589131|1||||||||||
3458913|1|3|3|111.21930724|34589131|3|2|2|2|2|2|||||
3458913|1|4|4|111.21930724|34589131|3|2|2|2|2|2|||||
3458913|1|5|5|111.21930724|34589131|3|2|2|2|2|2|||||
3458914|1|1|1|336.11581653|34589141|1||||||||||
3458915|1|1|1|368.6532104|34589151|4|2|2|2|2|2|||||
3458915|1|2|2|368.6532104|34589151|1||||||||||
3458915|1|3|3|368.6532104|34589151|1||||||||||
3458915|1|4|4|368.6532104|34589151|3|2|2|2|2|2|||||
3458915|1|5|5|368.6532104|34589151|3|2|2|2|2|2|||||
3458917|1|1|1|165.01637942|34589171|6|2|2|2|2|2|||||
3458917|1|2|2|165.01637942|34589171|1||||||||||
3458917|1|3|3|165.01637942|34589171|1||||||||||
3458917|1|4|4|165.01637942|34589171|3|2|2|2|2|2|||||
3458917|1|5|5|165.01637942|34589171|1||||||||||
3458918|1|1|1|342.6790802|34589181|4|2|2|2|2|2|||||
3458918|1|2|2|342.6790802|34589181|1||||||||||
3458918|1|3|3|342.6790802|34589181|2|2|2|2|1||||||1
3458918|1|4|4|342.6790802|34589181|1||||||||||
3458919|1|1|1|107.8490252|34589191|1||||||||||
3458919|1|2|2|107.8490252|34589191|1||||||||||
3458919|1|3|3|107.8490252|34589191|3|2|2|2|2|2|||||
3458919|1|4|4|107.8490252|34589191|2|2|2|2|1||||||1
3458920|1|1|1|151.64333231|34589201|4|2|2|2|1||||||1
3458920|1|2|2|151.64333231|34589201|3|2|2|2|2|2|||||
3458920|1|4|4|151.64333231|34589201|4|2|2|2|1||||||1
3458921|1|1|1|67.67816504|34589211|6|2|2|2|1||||||1
3458923|1|1|1|316.73901389|34589231|1||||||||||
3458923|1|2|2|316.73901389|34589231|1||||||||||
3458924|1|1|1|100.73588264|34589241|3|2|2|1|||||||
3458924|1|2|2|100.73588264|34589241|3|2|2|2|2|2|||||
3458924|1|3|3|100.73588264|34589241|3|2|2|2|2|2|||||
3458925|1|1|1|354.54893019|34589251|1||||||||||
3458925|1|2|2|354.54893019|34589251|3|2|2|2|2|2|||||
3458928|1|1|1|126.32159794|34589281|1||||||||||
3458928|1|2|2|126.32159794|34589281|1||||||||||
3458928|1|3|3|126.32159794|34589281|3|2|2|2|2|2|||||
3458928|1|4|4|126.32159794|34589281|3|2|2|2|2|2|||||
3458928|1|5|5|126.32159794|34589281|3|2|2|2|2|2|||||
3458929|1|1|1|126.32159794|34589291|1||||||||||
3458929|1|2|2|126.32159794|34589291|4|2|2|2|2|2|||||
3458929|1|3|3|126.32159794|34589291|3|2|2|2|2|2|||||
3458929|1|4|4|126.32159794|34589291|3|2|2|2|2|2|||||
3458929|1|5|5|126.32159794|34589291|3|2|2|2|2|2|||||
3458930|1|1|1|65.115102895|34589301|1||||||||||
3458930|1|2|2|65.115102895|34589301|3|2|2|2|2|2|||||
3458934|1|1|1|102.28370679|34589341|1||||||||||
3458934|1|2|2|102.28370679|34589341|4|1|||||||||
3458934|1|3|3|102.28370679|34589341|4|2|2|2|2|1|2|2||2|
3458934|1|4|4|102.28370679|34589341|4|2|2|2|2|2|||||
3458937|1|1|1|103.43888797|34589371|1||||||||||
3458937|1|2|2|103.43888797|34589371|1||||||||||
3458937|1|3|3|103.43888797|34589371|3|2|2|2|2|1|12||||
3458937|1|4|4|103.43888797|34589371|3|2|2|2|1||||||1
3458938|1|1|1|475.5894056|34589381|1||||||||||
3458938|1|2|2|475.5894056|34589381|4|2|2|2|2|2|||||
3458939|1|1|1|544.89339052|34589391|1||||||||||
3458939|1|2|2|544.89339052|34589391|1||||||||||
3458939|1|3|3|544.89339052|34589391|1||||||||||
3458939|1|4|4|544.89339052|34589391|1||||||||||
3458940|1|1|1|379.10050004|34589401|1||||||||||
3458940|1|2|2|379.10050004|34589401|1||||||||||
3458941|1|1|1|566.87723921|34589411|1||||||||||
3458941|1|2|2|566.87723921|34589411|1||||||||||
3458942|1|1|1|560.41316815|34589421|1||||||||||
3458942|1|2|2|560.41316815|34589421|1||||||||||
3458943|1|1|1|315.8897002|34589431|1||||||||||
3458947|1|1|1|380.21291966|34589471|4|2|2|2|2|2|||||
3458947|1|2|2|380.21291966|34589471|1||||||||||
3458947|1|3|3|380.21291966|34589471|3|2|2|2|2|2|||||
3458952|1|1|1|213.71333279|34589521|1||||||||||
3458954|1|1|1|158.12237396|34589541|1||||||||||
3458954|1|2|2|158.12237396|34589541|1||||||||||
3458954|1|3|3|158.12237396|34589541|1||||||||||
3458958|1|1|1|259.70601223|34589581|1||||||||||
3458958|1|2|2|259.70601223|34589581|4|2|2|2|2|2|||||
3458959|1|1|1|297.906698|34589591|6|1|||||||||
3458959|1|2|2|297.906698|34589591|3|2|2|2|2|2|||||
3458959|1|3|3|297.906698|34589591|6|1|||||||||
3458960|1|1|1|239.26682053|34589601|1||||||||||
3458960|1|2|2|239.26682053|34589601|1||||||||||
3458960|1|3|3|239.26682053|34589601|3|2|2|2|2|2|||||
3458970|1|1|1|324.62784727|34589701|1||||||||||
3458971|1|1|1|280.86536011|34589711|1||||||||||
3458972|1|1|1|327.21021719|34589721|1||||||||||
3458972|1|2|2|327.21021719|34589721|1||||||||||
3458974|1|1|1|292.16926376|34589741|1||||||||||
3458974|1|2|2|292.16926376|34589741|1||||||||||
3459004|1|1|1|322.00334586|34590041|1||||||||||
3459004|1|2|2|322.00334586|34590041|4|2|2|2|2|2|||||
3459004|1|3|3|322.00334586|34590041|1||||||||||
3459005|1|1|1|223.41273873|34590051|2|2|2|2|1||||||1
3459005|1|2|2|223.41273873|34590051|2|2|2|2|1||||||1
3459005|1|3|3|223.41273873|34590051|4|2|2|2|2|2|||||
3459005|1|4|4|223.41273873|34590051|3|2|2|2|2|2|||||
3459006|1|1|1|336.74993704|34590061|1||||||||||
3459006|1|2|2|336.74993704|34590061|4|2|2|2|2|2|||||
3459006|1|3|3|336.74993704|34590061|3|2|2|2|2|2|||||
3459009|1|2|2|610.55731472|34590091|5||||||||||
3459009|1|1|1|610.55731472|34590091|1||||||||||
3459010|1|1|1|343.12974826|34590101|1||||||||||
3459010|1|2|2|343.12974826|34590101|4|1|||||||||
3459010|1|3|3|343.12974826|34590101|3|2|2|2|2|2|||||
3459010|1|4|4|343.12974826|34590101|3|2|2|2|2|2|||||
3459011|1|1|1|423.36872017|34590111|1||||||||||
3459011|1|2|2|423.36872017|34590111|1||||||||||
3459011|1|3|3|423.36872017|34590111|1||||||||||
3459012|1|1|1|365.16585916|34590121|1||||||||||
3459012|1|2|2|365.16585916|34590121|1||||||||||
3459012|1|3|3|365.16585916|34590121|3|2|1||||||||
3459013|1|1|1|514.62918677|34590131|1||||||||||
3459013|1|2|2|514.62918677|34590131|3|2|2|2|2|2|||||
3459016|1|1|1|472.41012176|34590161|1||||||||||
3459016|1|2|2|472.41012176|34590161|4|2|2|2|1||||||1
3459016|1|3|3|472.41012176|34590161|3|2|2|2|2|2|||||
3459020|1|1|1|532.74789169|34590201|1||||||||||
3459020|1|2|2|532.74789169|34590201|1||||||||||
3459021|1|1|1|591.20395523|34590211|2|1|||||||||
3459022|1|1|1|439.90610387|34590221|1||||||||||
3459022|1|2|2|439.90610387|34590221|1||||||||||
3459022|1|3|3|439.90610387|34590221|3|2|2|2|2|2|||||
3459023|1|1|1|611.50632076|34590231|1||||||||||
3459023|1|2|2|611.50632076|34590231|5||||||||||
3459023|1|3|3|611.50632076|34590231|3|2|2|2|2|2|||||
3459025|1|1|1|934.62474227|34590251|1||||||||||
3459025|1|2|2|934.62474227|34590251|1||||||||||
3459026|1|1|1|616.64847721|34590261|1||||||||||
3459026|1|2|2|616.64847721|34590261|1||||||||||
3459027|1|1|1|1095.4605571|34590271|1||||||||||
3459027|1|2|2|1095.4605571|34590271|1||||||||||
3459028|1|1|1|906.73247177|34590281|6|2|2|2|2|2|||||
3459028|1|2|2|906.73247177|34590281|1||||||||||
3459029|1|1|1|202.01918951|34590291|4|2|2|2|2|2|||||
3459029|1|2|2|202.01918951|34590291|1||||||||||
3459030|1|1|1|225.4640411|34590301|1||||||||||
3459031|1|1|1|320.9627636|34590311|1||||||||||
3459031|1|3|3|320.9627636|34590311|3|2|2|2|2|2|||||
3459031|1|4|4|320.9627636|34590311|3|2|2|2|2|2|||||
3459031|1|5|5|320.9627636|34590311|1||||||||||
3459031|1|2|2|320.9627636|34590311|1||||||||||
3459042|1|2|2|435.33949762|34590421|1||||||||||
3459042|1|1|1|435.33949762|34590421|1||||||||||
3459046|1|1|1|269.75529784|34590461|1||||||||||
3459046|1|2|2|269.75529784|34590461|2|2|2|2|1||||||1
3459046|1|3|3|269.75529784|34590461|3|2|2|2|2|1|12||||
3459046|1|4|4|269.75529784|34590461|3|2|2|2|2|2|||||
3459053|1|2|2|538.01209496|34590531|3|2|2|2|2|2|||||
3459053|1|1|1|538.01209496|34590531|1||||||||||
3459055|1|1|1|1960.1755498|34590551|1||||||||||
3459058|1|1|1|1857.0964152|34590581|4|1|||||||||
3459058|1|2|2|1857.0964152|34590581|1||||||||||
3459064|1|1|1|1562.7903135|34590641|6|2|2|2|2|2|||||
3459064|1|2|2|1562.7903135|34590641|1||||||||||
3459065|1|1|1|2954.9915297|34590651|1||||||||||
3459065|1|2|2|2954.9915297|34590651|1||||||||||
3459076|1|1|1|1700.888488|34590761|1||||||||||
3459076|1|2|2|1700.888488|34590761|4|2|2|2|1||||||1
3459076|1|3|3|1700.888488|34590761|6|2|2|2|2|2|||||
3459079|1|1|1|2878.7038505|34590791|1||||||||||
3459079|1|2|2|2878.7038505|34590791|1||||||||||
3459079|1|3|3|2878.7038505|34590791|4|2|2|2|2|1|10||||
3459263|1|1|1|479.91124403|34592631|1||||||||||
3459263|1|2|2|479.91124403|34592631|4|2|2|2|2|2|||||
3459263|1|3|3|479.91124403|34592631|1||||||||||
3459263|1|4|4|479.91124403|34592631|2|2|2|2|1||||||1
3459265|1|2|2|576.29343995|34592651|1||||||||||
3459265|1|3|3|576.29343995|34592651|3|2|2|2|2|2|||||
3459265|1|1|1|576.29343995|34592651|1||||||||||
3459266|1|1|1|629.86359912|34592661|3|1|||||||||
3459266|1|2|2|629.86359912|34592661|3|2|2|2|2|2|||||
3459269|1|1|1|470.29815401|34592691|3|1|||||||||
3459269|1|2|2|470.29815401|34592691|1||||||||||
3459270|1|3|3|526.46194024|34592701|3|2|2|2|2|2|||||
3459270|1|4|4|526.46194024|34592701|3|2|2|2|2|2|||||
3459270|1|1|1|526.46194024|34592701|1||||||||||
3459270|1|2|2|526.46194024|34592701|1||||||||||
3459365|1|1|1|239.12112281|34593651|1||||||||||
3459368|1|1|1|185.39054751|34593681|1||||||||||
3459368|1|2|2|185.39054751|34593681|3|2|2|2|1||||||2
3459428|1|1|1|132.47898556|34594281|4|2|2|2|2|2|||||
3459429|1|1|1|171.89680483|34594291|1||||||||||
3459429|1|2|2|171.89680483|34594291|4|2|2|2|2|2|||||
3459429|1|3|3|171.89680483|34594291|3|2|2|2|2|2|||||
3459429|1|4|4|171.89680483|34594291|3|2|2|2|2|2|||||
3459430|1|4|4|143.73092455|34594301|3|2|2|2|2|2|||||
3459430|1|1|1|143.73092455|34594301|1||||||||||
3459430|1|2|2|143.73092455|34594301|1||||||||||
3459430|1|3|3|143.73092455|34594301|1||||||||||
3459431|1|1|1|1078.1650539|34594311|1||||||||||
3459432|1|1|1|24.842960052|34594321|5||||||||||
3459432|1|2|2|24.842960052|34594321|1||||||||||
3459433|1|1|1|30.034026331|34594331|5||||||||||
3459433|1|2|2|30.034026331|34594331|1||||||||||
3459434|1|1|1|92.760781309|34594341|1||||||||||
3459435|1|1|1|17.779149751|34594351|4|2|2|2|2|2|||||
3459435|1|2|2|17.779149751|34594351|1||||||||||
3459436|1|2|2|22.336111106|34594361|4|2|2|2|2|2|||||
3459436|1|3|3|22.336111106|34594361|3|2|2|2|2|2|||||
3459436|1|1|1|22.336111106|34594361|1||||||||||
3459437|1|1|1|59.925498762|34594371|1||||||||||
3459437|1|2|2|59.925498762|34594371|4|2|2|2|2|2|||||
3459437|1|3|3|59.925498762|34594371|3|2|2|2|2|2|||||
3459437|1|4|4|59.925498762|34594371|3|2|2|2|2|2|||||
3459439|1|5|5|2917.3882964|34594391|6|2|2|2|2|2|||||
3459439|1|6|6|2917.3882964|34594391|6|2|2|2|2|2|||||
3459439|1|1|1|2917.3882964|34594391|4|2|2|2|2|2|||||
3459439|1|2|2|2917.3882964|34594391|4|2|2|2|2|2|||||
3459439|1|3|3|2917.3882964|34594391|1||||||||||
3459439|1|4|4|2917.3882964|34594391|4|2|2|2|2|2|||||
3459440|1|1|1|1397.465647|34594401|1||||||||||
3459440|1|2|2|1397.465647|34594401|4|2|2|2|2|2|||||
3459440|1|3|3|1397.465647|34594401|2|2|2|2|1||||||1
3459441|1|1|1|2918.7819803|34594411|4|2|2|2|2|2|||||
3459441|1|2|2|2918.7819803|34594411|1||||||||||
3459441|1|3|3|2918.7819803|34594411|1||||||||||
3459441|1|4|4|2918.7819803|34594411|3|2|2|2|2|2|||||
3459441|1|5|5|2918.7819803|34594411|3|2|2|2|2|2|||||
3459442|1|3|3|1397.465647|34594421|3|2|2|2|2|2|||||
3459442|1|1|1|1397.465647|34594421|1||||||||||
3459442|1|2|2|1397.465647|34594421|1||||||||||
3459443|1|1|1|3524.7823182|34594431|4|2|2|2|2|2|||||
3459443|1|2|2|3524.7823182|34594431|1||||||||||
3459443|1|3|3|3524.7823182|34594431|2|2|2|2|1||||||1
3459443|1|4|4|3524.7823182|34594431|1||||||||||
3459444|1|1|1|3823.6785842|34594441|1||||||||||
3459444|1|2|2|3823.6785842|34594441|1||||||||||
3459445|1|1|1|1990.803494|34594451|1||||||||||
3459446|1|1|1|2161.0382178|34594461|4|1|||||||||
3459446|1|2|2|2161.0382178|34594461|2|2|2|2|1||||||1
3459446|1|3|3|2161.0382178|34594461|1||||||||||
3459447|1|1|1|2628.9895631|34594471|1||||||||||
3459447|1|2|2|2628.9895631|34594471|4|2|2|2|2|2|||||
3459447|1|4|4|2628.9895631|34594471|4|2|2|2|2|2|||||
3459447|1|5|5|2628.9895631|34594471|1||||||||||
3459448|1|1|1|1476.7329588|34594481|1||||||||||
3459448|1|2|2|1476.7329588|34594481|1||||||||||
3459448|1|3|3|1476.7329588|34594481|1||||||||||
3459448|1|4|4|1476.7329588|34594481|1||||||||||
3459449|1|1|1|2576.918849|34594491|1||||||||||
3459449|1|2|2|2576.918849|34594491|4|2|2|2|2|2|||||
3459450|1|1|1|1918.7316012|34594501|4|2|2|2|2|2|||||
3459450|1|2|2|1918.7316012|34594501|4|2|2|2|2|2|||||
3459450|1|3|3|1918.7316012|34594501|1||||||||||
3459450|1|4|4|1918.7316012|34594501|1||||||||||
3459450|1|5|5|1918.7316012|34594501|1||||||||||
3459450|1|6|6|1918.7316012|34594501|1||||||||||
3459450|1|7|7|1918.7316012|34594501|1||||||||||
3459450|1|8|8|1918.7316012|34594501|1||||||||||
3459451|1|1|1|2867.9682749|34594511|1||||||||||
3459451|1|2|2|2867.9682749|34594511|1||||||||||
3459451|1|3|3|2867.9682749|34594511|3|2|2|2|2|2|||||
3459452|1|1|1|1991.9134877|34594521|4|2|2|2|2|2|||||
3459452|1|2|2|1991.9134877|34594521|5||||||||||
3459452|1|3|3|1991.9134877|34594521|1||||||||||
3459453|1|1|1|1835.0014815|34594531|1||||||||||
3459454|1|1|1|3248.9297889|34594541|4|2|2|2|2|2|||||
3459454|1|2|2|3248.9297889|34594541|4|2|2|2|2|2|||||
3459454|1|3|3|3248.9297889|34594541|1||||||||||
3459454|1|4|4|3248.9297889|34594541|1||||||||||
3459455|1|1|1|2375.2469391|34594551|4|1|||||||||
3459455|1|2|2|2375.2469391|34594551|4|2|2|2|2|2|||||
3459456|1|1|1|2375.2469391|34594561|1||||||||||
3459456|1|2|2|2375.2469391|34594561|4|2|2|2|2|2|||||
3459457|1|1|1|2424.3298783|34594571|4|2|2|2|2|2|||||
3459457|1|2|2|2424.3298783|34594571|1||||||||||
3459457|1|3|3|2424.3298783|34594571|1||||||||||
3459458|1|1|1|1991.9134877|34594581|1||||||||||
3459458|1|2|2|1991.9134877|34594581|1||||||||||
3459458|1|3|3|1991.9134877|34594581|1||||||||||
3459459|1|1|1|3190.996781|34594591|4|2|2|2|2|2|||||
3459460|1|1|1|1835.0014815|34594601|1||||||||||
3459461|1|1|1|1781.7550169|34594611|1||||||||||
3459461|1|2|2|1781.7550169|34594611|2|2|2|2|1||||||1
3459462|1|1|1|4600.8986693|34594621|1||||||||||
3459462|1|2|2|4600.8986693|34594621|1||||||||||
