Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P36|P36S1|P6007|P6007S1|P543|P544S1|P544S2|P544S3|P544S4|P544S5|P544S6|P544S7|P544S8|P544S9|P545|P546|P547
3454218|1|1|1|70.422311463|34542181|2||2||1|1|1|2|2|2|2|2|2||1||2000000
3454219|1|1|1|130.06801262|34542191|2||2||1|2|1|2|2|2|2|2|1||8||400000
3454220|1|1|1|171.44989191|34542201|2||2||1|1|1|2|2|2|2|2|2||1||1500000
3454221|1|1|1|120.78607828|34542211|2||2||1|1|2|2|2|2|2|2|1||1||2300000
3454222|1|1|1|124.73598813|34542221|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3454223|1|1|1|130.04802457|34542231|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454224|1|1|1|94.023384126|34542241|2||2||1|2|2|2|1|2|2|2|1||8||600000
3454225|1|1|1|94.343540471|34542251|2||1|3|1|2|2|2|2|2|2|2|1||8||800000
3454226|1|1|1|62.778583094|34542261|2||2||1|1|2|2|2|2|2|2|2||1||1700000
3454227|1|1|1|59.092735428|34542271|2||2||1|1|2|2|2|2|2|2|2||1||700000
3454228|1|1|1|84.124340717|34542281|2||2||1|1|2|2|2|2|2|2|2||1||700000
3454229|1|1|1|109.79304313|34542291|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454230|1|1|1|145.83767162|34542301|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3454231|1|1|1|159.92699526|34542311|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454232|1|1|1|147.42616258|34542321|2||2||1|1|2|2|2|2|2|2|1||1||1500000
3454233|1|1|1|155.03663069|34542331|2||2||1|1|2|2|2|2|1|2|2||1||1700000
3454234|1|1|1|65.010164318|34542341|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454235|1|1|1|161.03658706|34542351|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454236|1|1|1|105.33911661|34542361|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454237|1|1|1|118.2057869|34542371|2||2||1|1|2|2|2|2|2|2|1||8||700000
3454238|1|1|1|75.978995944|34542381|2||2||1|1|2|2|2|2|2|2|2||1||800000
3454239|1|1|1|102.40707681|34542391|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454240|1|1|1|90.939905216|34542401|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454241|1|1|1|104.94273256|34542411|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3454242|1|1|1|174.88456772|34542421|2||2||1|1|2|2|2|2|2|2|2||1||800000
3454243|1|1|1|170.34953488|34542431|2||2||1|2|2|2|2|2|2|1|1||7||1500000
3454244|1|1|1|235.41877934|34542441|2||2||1|1|1|2|2|2|2|2|2||1||1200000
3454245|1|1|1|163.78054059|34542451|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454246|1|1|1|161.59271046|34542461|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454247|1|1|1|168.55460712|34542471|2||2||1|1|2|2|2|2|2|2|2||1||2400000
3454247|1|2|2|168.55460712|34542472|2||2||1|1|1|2|2|2|2|2|2||1||1500000
3454248|1|1|1|189.77964303|34542481|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454249|1|1|1|161.59271046|34542491|2||2||1|1|2|2|2|2|2|2|2||1||1900000
3454250|1|1|1|191.03316812|34542501|2||2||1|1|2|2|2|2|2|2|1||1||1000000
3454251|1|1|1|103.91524199|34542511|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454252|1|1|1|293.10725487|34542521|2||2||1|2|2|1|2|2|2|2|1||3||1900000
3454253|1|1|1|291.9171575|34542531|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454254|1|1|1|260.26307481|34542541|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454255|1|1|1|299.68855468|34542551|2||2||1|1|2|2|2|2|2|2|2||1||2800000
3454256|1|1|1|260.26307481|34542561|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454257|1|1|1|209.72702011|34542571|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454258|1|1|1|184.20227741|34542581|2||2||1|1|2|2|2|2|2|2|1||8||1500000
3454259|1|1|1|295.02314785|34542591|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454260|1|1|1|260.26307481|34542601|2||2||1|1|2|2|2|2|2|2|1||1||1600000
3454261|1|1|1|190.78316478|34542611|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454262|1|1|1|153.69109496|34542621|2||2||1|1|1|2|2|2|2|2|2||1||4000000
3454263|1|1|1|171.33564832|34542631|2||2||1|1|1|2|2|2|2|2|1||8||900000
3454264|1|1|1|90.092461988|34542641|2||2||1|1|2|2|2|2|2|2|1||1||2300000
3454265|1|1|1|165.68471606|34542651|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454266|1|1|1|193.2897516|34542661|2||2||2|1|2|2|2|2|2|2|2||1||1700000
3454267|1|1|1|186.5934779|34542671|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454268|1|1|1|209.02809743|34542681|2||2||2|1|2|2|2|2|2|2|2||1||1200000
3454269|1|1|1|117.13910428|34542691|2||2||1|1|2|2|2|2|2|2|1||1||1600000
3454270|1|1|1|193.07786873|34542701|2||2||1|1|2|2|2|2|2|2|2||1||1700000
3454271|1|1|1|197.37003254|34542711|2||2||1|2|1|2|2|2|2|2|1||8||800000
3454272|1|1|1|333.28774831|34542721|2||2||1|1|2|2|2|2|2|2|1||1||2400000
3454273|1|1|1|294.16060009|34542731|2||2||2|1|2|2|2|2|2|2|2||1||2000000
3454274|1|1|1|99.101708187|34542741|2||2||2|1|1|2|2|2|2|2|2||1||1200000
3454275|1|1|1|292.43057267|34542751|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454276|1|1|1|216.07750675|34542761|2||2||1|1|1|2|2|2|2|1|2||1||900000
3454277|1|1|1|211.78534293|34542771|2||2||1|1|2|2|2|2|2|2|2||1||98
3454278|1|1|1|112.20684167|34542781|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454279|1|1|1|396.67306063|34542791|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454280|1|1|1|272.90083369|34542801|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454281|1|1|1|275.86676612|34542811|2||2||2|1|2|2|2|2|2|2|2||1||2100000
3454282|1|1|1|154.14367931|34542821|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454282|1|2|2|154.14367931|34542822|2||2||1|1|2|2|2|2|2|2|2||1||700000
3454283|1|1|1|245.14863726|34542831|2||2||1|1|1|2|2|2|2|2|2||1||2300000
3454284|1|1|1|318.91606992|34542841|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454285|1|1|1|274.73033362|34542851|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454286|1|1|1|190.61515508|34542861|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3454287|1|1|1|268.03538162|34542871|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454288|1|1|1|286.17474718|34542881|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454289|1|1|1|242.67412343|34542891|2||2||2|1|2|2|2|2|2|2|2||1||1200000
3454290|1|1|1|382.33542286|34542901|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454291|1|1|1|296.48064549|34542911|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454292|1|1|1|279.89021685|34542921|2||2||1|2|2|1|2|2|2|2|2||3||1200000
3454293|1|1|1|287.30909693|34542931|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3454294|1|1|1|218.64869374|34542941|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454295|1|1|1|225.30681758|34542951|2||2||1|2|2|2|2|2|2|2|2|1||98|
3454296|1|1|1|215.39013088|34542961|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3454297|1|1|1|229.16784393|34542971|2||2||1|1|2|2|2|2|2|2|2||1||8000000
3454298|1|1|1|241.5866131|34542981|2||2||2|1|2|2|2|2|2|2|2||1||3000000
3454299|1|1|1|152.44326407|34542991|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454300|1|1|1|244.15708787|34543001|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454301|1|1|1|152.44326407|34543011|2||2||1|2|2|2|2|2|1|2|1||8||1000000
3454302|1|1|1|117.12020058|34543021|2||2||1|1|2|2|2|2|2|2|2||1||3500000
3454303|1|1|1|248.01811422|34543031|2||2||1|2|2|2|2|2|2|2|1||8||900000
3454304|1|1|1|244.15708787|34543041|2||2||1|2|1|2|2|2|2|2|1||8||1100000
3454305|1|1|1|155.05540607|34543051|2||2||2|1|2|1|2|2|2|2|2||1||3500000
3454306|1|1|1|116.85014624|34543061|2||2||2|1|2|2|2|2|2|2|2||1||5000000
3454307|1|1|1|113.78874074|34543071|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3454308|1|1|1|314.79296456|34543081|2||2||1|1|2|2|2|2|2|2|2||1||2800000
3454309|1|1|1|120.09124078|34543091|2||2||1|1|2|2|2|2|2|2|2||1||98
3454310|1|1|1|192.63138838|34543101|2||2||1|1|2|2|2|2|2|2|2||1||8000000
3454311|1|1|1|196.65341601|34543111|2||2||1|1|2|2|2|2|2|2|2||1||3500000
3454312|1|1|1|139.65944942|34543121|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454313|1|1|1|120.87217388|34543131|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454314|1|1|1|170.04312326|34543141|2||2||2|1|2|1|2|2|2|2|2||1||4000000
3454315|1|1|1|191.79343514|34543151|1|2|2||1|1|2|2|2|2|2|1|2||1||11000000
3454316|1|1|1|488.81236834|34543161|2||2||2|1|2|2|1|2|2|1|2||1||98
3454317|1|1|1|269.14095347|34543171|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454318|1|1|1|175.89607392|34543181|2||2||1|2|2|2|2|2|2|2|1||8||1500000
3454319|1|1|1|154.14576205|34543191|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454320|1|1|1|386.64851277|34543201|2||2||2|1|2|2|2|2|2|2|1||1||1800000
3454321|1|1|1|115.61865955|34543211|2||2||1|1|2|2|2|2|2|2|2||1||1700000
3454322|1|1|1|236.01934434|34543221|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3454323|1|1|1|196.13720284|34543231|2||2||1|1|2|2|1|2|2|2|1||1||900000
3454324|1|1|1|258.06844823|34543241|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3454325|1|1|1|362.76646616|34543251|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454326|1|1|1|257.46718937|34543261|2||2||1|1|1|2|2|2|2|2|2||1||900000
3454327|1|1|1|212.62871895|34543271|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454328|1|1|1|214.87322422|34543281|2||2||1|1|1|2|2|2|2|2|2||1||1600000
3454329|1|1|1|98.255155762|34543291|2||2||1|1|1|2|2|2|2|2|1||1||1200000
3454330|1|1|1|167.25227061|34543301|2||2||1|2|2|1|2|2|2|2|2||3||1200000
3454331|1|1|1|219.59204503|34543311|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3454332|1|1|1|182.55838587|34543321|2||2||2|1|1|2|2|2|2|2|1||1||1600000
3454333|1|1|1|174.1176691|34543331|2||2||1|1|2|2|2|2|2|2|1||1||1400000
3454334|1|1|1|171.70484831|34543341|2||2||1|1|2|2|2|2|2|2|2||1||98
3454335|1|1|1|247.54225311|34543351|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454336|1|1|1|167.93413011|34543361|2||2||1|2|2|1|2|2|2|2|2||3||1200000
3454337|1|1|1|92.487457231|34543371|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454338|1|1|1|165.62587028|34543381|2||2||1|1|2|1|2|2|2|2|2||1||2000000
3454339|1|1|1|152.0204345|34543391|2||2||1|1|1|2|2|2|2|2|1||1||800000
3454340|1|1|1|129.42619916|34543401|2||2||1|1|2|1|2|2|2|2|2||3||1800000
3454341|1|1|1|138.65034928|34543411|2||2||1|1|1|2|2|2|2|2|2||1||900000
3454342|1|1|1|82.211073094|34543421|2||2||1|1|2|2|2|2|2|2|1||8||800000
3454343|1|1|1|148.66868499|34543431|2||2||2|1|2|2|2|2|2|2|2||1||800000
3454344|1|1|1|81.604975763|34543441|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454345|1|1|1|152.0204345|34543451|2||2||1|1|1|2|2|2|2|2|1||1||1400000
3454346|1|1|1|158.10069223|34543461|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3454347|1|1|1|72.07396959|34543471|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454348|1|1|1|275.0469479|34543481|2||2||2|1|1|2|2|2|2|2|2||1||1500000
3454349|1|1|1|230.22736827|34543491|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3454350|1|1|1|133.51322235|34543501|2||2||1|1|2|2|2|2|2|2|2||1||98
3454351|1|1|1|166.44094923|34543511|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454352|1|1|1|173.3129366|34543521|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454353|1|1|1|178.69025442|34543531|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454354|1|1|1|165.68471606|34543541|2||2||1|1|2|2|2|2|2|2|2||1||700000
3454355|1|1|1|183.91117741|34543551|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3454356|1|1|1|201.08468707|34543561|2||2||1|1|2|2|2|2|2|2|1||8||900000
3454357|1|1|1|192.0699067|34543571|2||2||1|1|1|2|2|2|2|2|2||1||98
3454358|1|1|1|144.83785564|34543581|2||2||1|1|2|1|2|2|2|2|2||1||5000000
3454359|1|1|1|287.47513191|34543591|2||2||2|1|2|2|2|2|2|2|2||1||4000000
3454360|1|1|1|302.24841213|34543601|2||2||1|1|2|1|2|2|2|2|1||3||1800000
3454361|1|1|1|110.47112947|34543611|2||2||1|1|2|2|2|2|2|2|2||1||98
3454362|1|1|1|130.06457542|34543621|2||2||2|1|2|2|2|2|2|2|2||1||3500000
3454363|1|1|1|219.83519161|34543631|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3454364|1|1|1|177.29662648|34543641|2||2||1|1|2|1|2|2|2|2|2||3||2000000
3454365|1|1|1|192.93164652|34543651|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454366|1|1|1|241.26668257|34543661|2||2||2|1|2|2|2|2|2|2|2||1||3000000
3454367|1|1|1|278.63064512|34543671|2||1|1|1|2|2|2|2|2|2|2|1||8||1800000
3454368|1|1|1|148.37925429|34543681|2||2||1|2|2|1|2|2|2|1|1||3||1300000
3454369|1|1|1|232.05452015|34543691|2||2||1|2|2|2|2|2|2|1|2||7||1000000
3454370|1|1|1|302.12274077|34543701|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454371|1|1|1|277.52719468|34543711|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454372|1|1|1|148.37925429|34543721|2||2||1|1|2|2|2|2|2|2|2||1||99
3454373|1|1|1|248.71189291|34543731|2||2||1|2|2|1|2|2|2|2|2||3||1500000
3454374|1|1|1|282.13044721|34543741|2||2||1|1|2|2|2|2|1|2|2||1||1300000
3454375|1|1|1|263.31593248|34543751|2||2||2|1|2|2|2|2|2|2|2||1||1500000
3454376|1|1|1|248.71189291|34543761|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454377|1|1|1|848.7833155|34543771|2||2||2|1|2|2|2|2|2|2|2||1||2500000
3454378|1|1|1|248.71189291|34543781|2||2||2|1|2|1|2|2|2|1|2||3||1500000
3454379|1|1|1|372.25008167|34543791|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454380|1|1|1|457.55536749|34543801|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3454381|1|1|1|597.07611305|34543811|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454382|1|1|1|317.41790589|34543821|2||2||1|1|2|2|2|2|2|2|2||1||1100000
3454383|1|1|1|266.66969305|34543831|2||2||1|1|2|1|2|2|2|2|2||3||1800000
3454384|1|1|1|609.69130249|34543841|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454385|1|1|1|211.02827277|34543851|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454386|1|1|1|521.65604437|34543861|2||2||1|1|2|2|2|2|2|2|2||1||700000
3454387|1|1|1|259.43426372|34543871|2||2||1|1|1|2|2|2|2|2|1||1||1300000
3454388|1|1|1|546.32790021|34543881|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454389|1|1|1|274.39167505|34543891|2||2||1|2|2|2|2|2|2|2|1||8||800000
3454390|1|1|1|211.02827277|34543901|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454391|1|1|1|428.72867952|34543911|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3454393|1|1|1|440.22439342|34543931|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454394|1|1|1|490.01675548|34543941|2||2||1|1|2|2|2|2|2|2|2||1||99
3454395|1|1|1|357.29834688|34543951|2||2||1|1|1|2|2|2|2|2|2||1||1300000
3454396|1|1|1|279.44838648|34543961|2||2||1|1|2|1|1|2|2|2|2||3||1300000
3454397|1|1|1|235.21343205|34543971|2||2||1|1|2|1|2|2|2|2|2||1||2000000
3454398|1|1|1|636.56717946|34543981|2||2||2|1|2|2|2|2|2|2|2||1||2000000
3454399|1|1|1|427.46581141|34543991|2||2||1|2|2|1|2|2|2|2|2||3||1300000
3454400|1|1|1|484.70724864|34544001|2||2||1|1|2|2|1|2|2|2|1||1||2000000
3454401|1|1|1|321.39838288|34544011|2||2||1|2|2|1|2|2|2|2|1||3||2400000
3454402|1|1|1|496.14196492|34544021|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3454403|1|1|1|210.25393653|34544031|2||2||2|2|2|2|2|2|2|2|1||8||1200000
3454404|1|1|1|434.94324338|34544041|2||2||1|1|2|2|1|2|2|2|2||1||1700000
3454405|1|1|1|494.76751004|34544051|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454406|1|1|1|242.85989902|34544061|2||2||1|2|2|2|2|2|2|2|1||8||1300000
3454407|1|1|1|191.56090916|34544071|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454408|1|1|1|241.45324054|34544081|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454409|1|1|1|503.43315399|34544091|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454410|1|1|1|266.85371681|34544101|2||2||1|1|2|2|2|2|2|1|1||7||1800000
3454411|1|1|1|390.37686601|34544111|2||2||1|1|2|1|2|2|2|2|1||3||2000000
3454412|1|1|1|575.12005329|34544121|2||2||1|1|2|2|1|2|2|2|2||1||1500000
3454413|1|1|1|509.16516043|34544131|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454414|1|1|1|373.99042384|34544141|2||2||1|1|1|2|2|2|2|2|2||1||750000
3454415|1|1|1|225.39316165|34544151|2||2||1|1|2|1|2|2|2|1|2||7||900000
3454416|1|1|1|334.1753427|34544161|2||2||1|1|2|1|2|2|2|1|2||3||4000000
3454417|1|1|1|470.37311529|34544171|2||2||1|1|2|2|2|2|2|2|2||1||2800000
3454418|1|1|1|621.88801375|34544181|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454419|1|1|1|236.63406425|34544191|2||2||1|1|1|1|2|2|2|2|2||3||1400000
3454420|1|1|1|236.63406425|34544201|2||2||1|1|2|2|2|2|2|2|2||1||99
3454421|1|1|1|236.63406425|34544211|2||2||1|2|2|1|2|2|2|2|2||3||1000000
3454422|1|1|1|386.02669211|34544221|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454423|1|1|1|542.22576163|34544231|2||2||2|1|2|2|2|2|2|2|2||1||1100000
3454424|1|1|1|225.6061101|34544241|2||2||1|1|2|2|2|2|2|2|2||1||99
3454425|1|1|1|427.07029023|34544251|2||2||1|1|2|1|2|2|2|2|1||1||6000000
3454426|1|1|1|150.24385032|34544261|2||2||2|1|2|2|2|2|2|2|2||1||2000000
3454427|1|1|1|326.40854218|34544271|2||2||1|1|2|1|2|2|2|2|2||1||8000000
3454428|1|1|1|226.72707564|34544281|2||2||1|1|2|2|2|2|2|2|2||1||99
3454429|1|1|1|498.18165899|34544291|2||2||1|1|2|2|2|2|2|1|2||1||1000000
3454430|1|1|1|592.27429881|34544301|2||2||1|2|2|2|2|2|2|2|1||8||99
3454431|1|1|1|341.14708826|34544311|2||2||1|1|2|2|1|2|2|2|1||4||700000
3454432|1|1|1|467.33160858|34544321|2||2||1|1|2|2|2|2|2|2|1||1||600000
3454433|1|1|1|437.21527656|34544331|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454434|1|1|1|460.37750974|34544341|2||2||1|1|2|2|2|2|2|2|2||1||1100000
3454435|1|1|1|367.64446868|34544351|2||2||1|1|2|2|2|2|2|2|2||1||1100000
3454436|1|1|1|267.1696486|34544361|2||2||1|1|2|2|2|2|2|2|2||1||600000
3454437|1|1|1|337.62848893|34544371|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454438|1|1|1|454.00948338|34544381|2||2||2|1|1|2|2|2|2|2|2||1||800000
3454439|1|1|1|493.55962582|34544391|2||2||2|1|2|2|2|2|2|2|2||1||800000
3454440|1|1|1|450.4526649|34544401|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454441|1|1|1|240.89737565|34544411|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3454442|1|1|1|268.19008304|34544421|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454443|1|1|1|277.77582078|34544431|2||2||1|2|2|2|2|2|2|2|1||8||800000
3454444|1|1|1|241.29125162|34544441|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454445|1|1|1|170.27636369|34544451|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454446|1|1|1|245.09631245|34544461|2||2||1|1|2|2|2|2|2|2|2||1||800000
3454447|1|1|1|245.09631245|34544471|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3454448|1|1|1|410.56004651|34544481|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454449|1|1|1|330.09975713|34544491|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3454450|1|1|1|321.08890754|34544501|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454451|1|1|1|330.09975713|34544511|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454452|1|1|1|468.63864833|34544521|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454453|1|1|1|260.97519803|34544531|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454454|1|1|1|236.63830856|34544541|2||2||1|2|2|1|2|2|2|2|2||3||2100000
3454455|1|1|1|228.2148113|34544551|2||2||2|1|2|2|1|2|2|1|2||1||900000
3454456|1|1|1|329.01724337|34544561|2||1|2|1|1|1|2|1|2|2|2|2||1||1300000
3454457|1|1|1|426.4829379|34544571|2||2||2|1|2|2|2|2|2|2|2||1||4000000
3454458|1|1|1|245.09631245|34544581|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3454459|1|1|1|409.02010025|34544591|2||2||1|1|2|2|2|2|2|2|2||1||800000
3454460|1|1|1|544.90966313|34544601|2||2||2|1|1|2|1|2|2|2|2||1||2000000
3454461|1|1|1|592.27429881|34544611|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454462|1|1|1|566.12277852|34544621|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454463|1|1|1|532.95378495|34544631|2||2||1|1|2|2|2|2|2|2|1||1||800000
3454464|1|1|1|382.84219137|34544641|2||2||1|2|2|2|2|2|2|2|1||8||300000
3454465|1|1|1|293.99108041|34544651|2||2||1|1|2|2|2|2|2|2|2||1||500000
3454466|1|1|1|284.06263593|34544661|2||2||1|1|2|2|2|2|2|2|1||1||950000
3454467|1|1|1|225.36577548|34544671|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454468|1|1|1|217.69374908|34544681|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3454469|1|1|1|483.54472544|34544691|2||2||1|1|2|2|1|2|2|2|2||1||2000000
3454470|1|1|1|328.51306065|34544701|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454471|1|1|1|369.80926571|34544711|2||2||1|1|1|2|2|2|2|2|2||1||550000
3454472|1|1|1|572.11176949|34544721|2||2||1|1|2|2|2|2|2|2|2||1||450000
3454473|1|1|1|535.34292549|34544731|2||2||1|1|2|2|2|2|2|2|2||1||900000
3454474|1|1|1|478.29347789|34544741|2||2||1|1|2|2|2|2|2|2|2||1||850000
3454475|1|1|1|411.11668986|34544751|2||2||2|1|2|2|2|2|2|2|2||1||900000
3454476|1|1|1|356.11960244|34544761|1|1|2||1|1|2|2|2|2|2|2|2||1||3970000
3454477|1|1|1|620.57864718|34544771|2||2||2|1|2|2|2|2|2|2|2||1||1200000
3454478|1|1|1|383.89314079|34544781|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3454479|1|1|1|349.26224525|34544791|2||2||1|1|2|2|2|2|2|2|1||1||800000
3454480|1|1|1|323.08608278|34544801|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454481|1|1|1|470.39215392|34544811|2||2||2|1|2|2|2|2|2|2|2||1||1700000
3454482|1|1|1|238.39813219|34544821|2||1|1|1|1|1|2|2|2|2|2|1||8||1300000
3454483|1|1|1|550.65710027|34544831|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3454484|1|1|1|271.43165185|34544841|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3454486|1|1|1|121.33015335|34544861|2||2||1|2|2|1|2|2|2|2|2||3||4000000
3454487|1|1|1|158.67826483|34544871|2||2||2|1|2|2|2|2|2|2|2||1||3400000
3454488|1|1|1|121.33015335|34544881|2||2||1|1|2|2|2|2|2|2|2||1||4800000
3454489|1|1|1|121.33015335|34544891|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454490|1|1|1|366.67179986|34544901|2||2||1|2|2|2|2|2|2|1|1||7||2500000
3454491|1|1|1|388.76261986|34544911|2||2||1|2|2|1|2|2|2|2|2||3||6000000
3454492|1|1|1|483.1175007|34544921|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3454494|1|1|1|389.34390008|34544941|2||2||2|1|2|2|2|2|2|2|2||1||6000000
3454495|1|1|1|101.10846112|34544951|2||2||1|1|2|1|2|2|2|2|2||3||7000000
3454496|1|1|1|302.40741975|34544961|2||2||1|1|2|2|2|2|2|2|2||1||7000000
3454497|1|1|1|267.81437195|34544971|2||2||1|1|2|2|1|2|2|2|2||1||12000000
3454498|1|1|1|223.77835238|34544981|2||2||1|1|2|2|2|2|2|2|2||1||8000000
3454499|1|1|1|364.82481764|34544991|2||2||2|1|2|2|2|2|2|2|2||1||14000000
3454500|1|1|1|101.10846112|34545001|2||2||1|1|2|2|1|2|2|2|2||1||4000000
3454501|1|1|1|223.77835238|34545011|1|1|2||2|1|2|1|2|2|2|2|2||1||7000000
3454503|1|1|1|379.97974328|34545031|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3454504|1|1|1|407.04135009|34545041|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3454505|1|1|1|407.04135009|34545051|2||2||1|1|2|2|2|2|2|2|2||1||99
3454506|1|1|1|246.93773393|34545061|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3454507|1|1|1|209.69588035|34545071|2||2||1|1|2|2|2|2|2|2|2||1||2800000
3454508|1|1|1|335.38941358|34545081|2||2||1|1|2|2|2|2|2|2|2||1||3500000
3454509|1|1|1|132.08853236|34545091|2||2||1|1|2|2|1|2|2|2|2||1||2900000
