Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P1992|P1993S1|P1993S1A1|P1994|P1994S1|P1995|P1995S1|P1996S1|P1996S1A1|P1996S2|P1996S2A1|P1996S3|P1996S3A1|P1996S4|P1996S4A1|P1996S5|P1996S5A1|P1996S7|P1996S7A1|P1996S8|P1996S8A1|P1996S10|P1996S10A1|P1997|P1998
3461938|1|3|3|117.57387639|34619381|2||||||||||||||||||||||||1
3461938|1|4|4|117.57387639|34619381|2||||||||||||||||||||||||1
3461938|1|5|5|117.57387639|34619381|2||||||||||||||||||||||||1
3461938|1|6|6|117.57387639|34619381|2||||||||||||||||||||||||2
3461940|1|1|1|155.07839973|34619401|2||||||||||||||||||||||||4
3461940|1|2|2|155.07839973|34619401|2||||||||||||||||||||||||4
3461941|1|1|1|172.45671564|34619411|2||||||||||||||||||||||||1
3461941|1|2|2|172.45671564|34619411|2||||||||||||||||||||||||1
3461941|1|3|3|172.45671564|34619411|2||||||||||||||||||||||||1
3461941|1|4|4|172.45671564|34619411|2||||||||||||||||||||||||1
3461944|1|1|1|194.46246457|34619441|2||||||||||||||||||||||||2
3461944|1|2|2|194.46246457|34619441|2||||||||||||||||||||||||2
3461944|1|3|3|194.46246457|34619441|2||||||||||||||||||||||||2
3461944|1|4|4|194.46246457|34619441|2||||||||||||||||||||||||2
3461945|1|1|1|191.46326799|34619451|2||||||||||||||||||||||||4
3461945|1|2|2|191.46326799|34619451|2||||||||||||||||||||||||2
3461945|1|3|3|191.46326799|34619451|2||||||||||||||||||||||||2
3461946|1|1|1|165.86063445|34619461|2||||||||||||||||||||||||2
3461946|1|2|2|165.86063445|34619461|2||||||||||||||||||||||||2
3461946|1|3|3|165.86063445|34619461|2||||||||||||||||||||||||2
3461946|1|4|4|165.86063445|34619461|2||||||||||||||||||||||||2
3461947|1|1|1|147.32348832|34619471|2||||||||||||||||||||||||1
3461947|1|2|2|147.32348832|34619471|2||||||||||||||||||||||||1
3461947|1|3|3|147.32348832|34619471|2||||||||||||||||||||||||1
3461947|1|4|4|147.32348832|34619471|2||||||||||||||||||||||||1
3461948|1|1|1|225.46402778|34619481|1|13|13001|3||2024-07-13|2024-07-15|2||2||1|2|2||2||2||2||2||5|
3461948|1|2|2|225.46402778|34619481|1|13|13001|3||2024-07-13|2024-07-15|2||2||1|2|2||2||2||2||2||5|
3461949|1|1|1|225.99689675|34619491|2||||||||||||||||||||||||3
3461949|1|2|2|225.99689675|34619491|2||||||||||||||||||||||||4
3461950|1|1|1|617.39354681|34619501|2||||||||||||||||||||||||2
3461950|1|2|2|617.39354681|34619501|2||||||||||||||||||||||||2
3461950|1|3|3|617.39354681|34619501|2||||||||||||||||||||||||2
3461950|1|4|4|617.39354681|34619501|2||||||||||||||||||||||||2
3461950|1|5|5|617.39354681|34619501|2||||||||||||||||||||||||2
3461950|1|6|6|617.39354681|34619501|2||||||||||||||||||||||||2
3461951|1|1|1|617.39354681|34619511|2||||||||||||||||||||||||2
3461951|1|2|2|617.39354681|34619511|2||||||||||||||||||||||||2
3461951|1|3|3|617.39354681|34619511|2||||||||||||||||||||||||2
3461952|1|1|1|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|2|2|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|3|3|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|4|4|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|5|5|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|6|6|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|7|7|143.05460231|34619521|2||||||||||||||||||||||||2
3461952|1|8|8|143.05460231|34619521|2||||||||||||||||||||||||2
3461953|1|1|1|227.73452026|34619531|2||||||||||||||||||||||||2
3461953|1|2|2|227.73452026|34619531|2||||||||||||||||||||||||2
3461953|1|3|3|227.73452026|34619531|2||||||||||||||||||||||||2
3461953|1|4|4|227.73452026|34619531|2||||||||||||||||||||||||2
3461956|1|1|1|95.729978446|34619561|2||||||||||||||||||||||||4
3461956|1|2|2|95.729978446|34619561|2||||||||||||||||||||||||2
3461957|1|1|1|160.24764766|34619571|2||||||||||||||||||||||||2
3461957|1|2|2|160.24764766|34619571|2||||||||||||||||||||||||2
3461957|1|3|3|160.24764766|34619571|2||||||||||||||||||||||||2
3461957|1|4|4|160.24764766|34619571|2||||||||||||||||||||||||2
3461958|1|1|1|78.608420727|34619581|2||||||||||||||||||||||||2
3461958|1|2|2|78.608420727|34619581|2||||||||||||||||||||||||2
3461958|1|3|3|78.608420727|34619581|2||||||||||||||||||||||||2
3461959|1|1|1|89.1423328|34619591|2||||||||||||||||||||||||1
3461959|1|2|2|89.1423328|34619591|2||||||||||||||||||||||||1
3461960|1|1|1|143.49921096|34619601|2||||||||||||||||||||||||2
3461960|1|2|2|143.49921096|34619601|2||||||||||||||||||||||||2
3461961|1|1|1|139.0101205|34619611|2||||||||||||||||||||||||2
3461961|1|3|3|139.0101205|34619611|2||||||||||||||||||||||||1
3461962|1|1|1|111.95972791|34619621|2||||||||||||||||||||||||2
3461962|1|2|2|111.95972791|34619621|2||||||||||||||||||||||||2
3461962|1|3|3|111.95972791|34619621|2||||||||||||||||||||||||2
3461962|1|4|4|111.95972791|34619621|2||||||||||||||||||||||||2
3461963|1|1|1|97.466670614|34619631|2||||||||||||||||||||||||2
3461963|1|2|2|97.466670614|34619631|2||||||||||||||||||||||||2
3461963|1|3|3|97.466670614|34619631|2||||||||||||||||||||||||1
3461964|1|1|1|112.66916223|34619641|2||||||||||||||||||||||||2
3461964|1|2|2|112.66916223|34619641|2||||||||||||||||||||||||2
3461965|1|1|1|79.346804427|34619651|2||||||||||||||||||||||||1
3461965|1|2|2|79.346804427|34619651|2||||||||||||||||||||||||1
3461966|1|1|1|128.04238007|34619661|2||||||||||||||||||||||||2
3461966|1|2|2|128.04238007|34619661|2||||||||||||||||||||||||2
3461967|1|1|1|159.06697594|34619671|2||||||||||||||||||||||||2
3461968|1|1|1|62.428920802|34619681|2||||||||||||||||||||||||2
3461969|1|1|1|69.146182968|34619691|2||||||||||||||||||||||||2
3461970|1|1|1|63.547578853|34619701|2||||||||||||||||||||||||2
3461971|1|1|1|159.54747692|34619711|2||||||||||||||||||||||||2
3461971|1|2|2|159.54747692|34619711|2||||||||||||||||||||||||4
3461972|1|1|1|156.61904009|34619721|2||||||||||||||||||||||||2
3461972|1|2|2|156.61904009|34619721|2||||||||||||||||||||||||2
3461973|1|1|1|293.07808955|34619731|2||||||||||||||||||||||||2
3461973|1|2|2|293.07808955|34619731|2||||||||||||||||||||||||2
3461973|1|3|3|293.07808955|34619731|2||||||||||||||||||||||||2
3461973|1|4|4|293.07808955|34619731|2||||||||||||||||||||||||1
3461974|1|1|1|268.50288472|34619741|2||||||||||||||||||||||||2
3461974|1|2|2|268.50288472|34619741|2||||||||||||||||||||||||2
3461974|1|3|3|268.50288472|34619741|2||||||||||||||||||||||||2
3461974|1|4|4|268.50288472|34619741|2||||||||||||||||||||||||2
3461975|1|1|1|193.25208034|34619751|2||||||||||||||||||||||||2
3461976|1|1|1|274.21375146|34619761|2||||||||||||||||||||||||2
3461976|1|2|2|274.21375146|34619761|2||||||||||||||||||||||||2
3461976|1|3|3|274.21375146|34619761|2||||||||||||||||||||||||2
3461977|1|1|1|240.04950728|34619771|2||||||||||||||||||||||||2
3461977|1|2|2|240.04950728|34619771|2||||||||||||||||||||||||2
3461977|1|3|3|240.04950728|34619771|2||||||||||||||||||||||||2
3461978|1|1|1|129.65509256|34619781|2||||||||||||||||||||||||2
3461978|1|2|2|129.65509256|34619781|2||||||||||||||||||||||||2
3461979|1|1|1|145.4233111|34619791|2||||||||||||||||||||||||2
3461979|1|2|2|145.4233111|34619791|2||||||||||||||||||||||||2
3461980|1|1|1|170.14655521|34619801|2||||||||||||||||||||||||2
3461980|1|2|2|170.14655521|34619801|2||||||||||||||||||||||||2
3461980|1|3|3|170.14655521|34619801|2||||||||||||||||||||||||2
3461980|1|4|4|170.14655521|34619801|2||||||||||||||||||||||||2
3461981|1|1|1|276.82819342|34619811|2||||||||||||||||||||||||4
3461981|1|2|2|276.82819342|34619811|2||||||||||||||||||||||||4
3461981|1|3|3|276.82819342|34619811|2||||||||||||||||||||||||2
3461982|1|1|1|294.52229983|34619821|2||||||||||||||||||||||||2
3461982|1|2|2|294.52229983|34619821|2||||||||||||||||||||||||2
3461983|1|1|1|289.87812051|34619831|2||||||||||||||||||||||||2
3461984|1|1|1|267.14718805|34619841|2||||||||||||||||||||||||2
3461985|1|1|1|464.0360427|34619851|2||||||||||||||||||||||||2
3461986|1|1|1|289.87812051|34619861|2||||||||||||||||||||||||2
3461987|1|1|1|189.83845951|34619871|2||||||||||||||||||||||||2
3461988|1|1|1|491.2561473|34619881|2||||||||||||||||||||||||2
3461988|1|2|2|491.2561473|34619881|2||||||||||||||||||||||||2
3461988|1|3|3|491.2561473|34619881|2||||||||||||||||||||||||2
3461988|2|1|1|491.2561473|34619882|2||||||||||||||||||||||||2
3461989|1|1|1|227.4233253|34619891|2||||||||||||||||||||||||2
3461989|1|2|2|227.4233253|34619891|2||||||||||||||||||||||||2
3461989|1|3|3|227.4233253|34619891|2||||||||||||||||||||||||2
3461989|1|4|4|227.4233253|34619891|2||||||||||||||||||||||||2
3461990|1|1|1|355.03743488|34619901|2||||||||||||||||||||||||4
3461990|1|2|2|355.03743488|34619901|2||||||||||||||||||||||||4
3461991|1|1|1|222.77914597|34619911|2||||||||||||||||||||||||2
3461991|1|2|2|222.77914597|34619911|2||||||||||||||||||||||||2
3461991|1|3|3|222.77914597|34619911|2||||||||||||||||||||||||2
3461992|1|1|1|189.84664335|34619921|2||||||||||||||||||||||||2
3461992|1|2|2|189.84664335|34619921|2||||||||||||||||||||||||2
3461992|1|3|3|189.84664335|34619921|2||||||||||||||||||||||||2
3461992|1|4|4|189.84664335|34619921|2||||||||||||||||||||||||2
3461993|1|1|1|291.99437963|34619931|2||||||||||||||||||||||||2
3461994|1|1|1|410.27712486|34619941|2||||||||||||||||||||||||2
3461994|1|2|2|410.27712486|34619941|2||||||||||||||||||||||||2
3461995|1|1|1|195.77380012|34619951|2||||||||||||||||||||||||2
3461995|1|2|2|195.77380012|34619951|2||||||||||||||||||||||||2
3461996|1|1|1|310.18639591|34619961|2||||||||||||||||||||||||2
3461996|1|2|2|310.18639591|34619961|2||||||||||||||||||||||||2
3461997|1|1|1|295.86452907|34619971|2||||||||||||||||||||||||2
3461997|1|2|2|295.86452907|34619971|2||||||||||||||||||||||||2
3461998|1|1|1|222.62265671|34619981|2||||||||||||||||||||||||2
3461999|1|1|1|244.58994055|34619991|2||||||||||||||||||||||||2
3461999|1|2|2|244.58994055|34619991|2||||||||||||||||||||||||2
3462000|1|1|1|171.49511959|34620001|1|41|41668|3||2024-06-29|2024-07-05|2||2||1|6|2||2||2||2||2||4|
3462000|1|2|2|171.49511959|34620001|1|41|41668|3||2024-06-29|2024-07-05|2||2||1|6|2||2||2||2||2||4|
3462000|1|3|3|171.49511959|34620001|1|41|41668|3||2024-06-29|2024-07-05|2||2||1|6|2||2||2||2||2||4|
3462001|1|1|1|299.77119156|34620011|2||||||||||||||||||||||||4
3462001|1|2|2|299.77119156|34620011|2||||||||||||||||||||||||1
3462001|1|3|3|299.77119156|34620011|2||||||||||||||||||||||||4
3462002|1|1|1|225.52934016|34620021|2||||||||||||||||||||||||1
3462002|1|2|2|225.52934016|34620021|2||||||||||||||||||||||||1
3462003|1|1|1|177.0761939|34620031|2||||||||||||||||||||||||2
3462003|1|2|2|177.0761939|34620031|2||||||||||||||||||||||||2
3462004|1|1|1|231.31226818|34620041|2||||||||||||||||||||||||4
3462004|1|2|2|231.31226818|34620041|2||||||||||||||||||||||||4
3462005|1|1|1|232.18114959|34620051|2||||||||||||||||||||||||4
3462005|1|2|2|232.18114959|34620051|2||||||||||||||||||||||||4
3462005|1|3|3|232.18114959|34620051|2||||||||||||||||||||||||4
3462005|1|4|4|232.18114959|34620051|2||||||||||||||||||||||||4
3462006|1|1|1|104.92545592|34620061|2||||||||||||||||||||||||2
3462006|1|2|2|104.92545592|34620061|2||||||||||||||||||||||||2
3462006|1|3|3|104.92545592|34620061|2||||||||||||||||||||||||2
3462006|1|4|4|104.92545592|34620061|2||||||||||||||||||||||||2
3462007|1|1|1|167.86906336|34620071|2||||||||||||||||||||||||1
3462007|1|2|2|167.86906336|34620071|2||||||||||||||||||||||||1
3462008|1|1|1|449.60201776|34620081|2||||||||||||||||||||||||4
3462008|1|2|2|449.60201776|34620081|2||||||||||||||||||||||||4
3462008|1|3|3|449.60201776|34620081|2||||||||||||||||||||||||2
3462009|1|1|1|307.65206477|34620091|2||||||||||||||||||||||||1
3462009|1|2|2|307.65206477|34620091|2||||||||||||||||||||||||1
3462010|1|1|1|779.98588018|34620101|2||||||||||||||||||||||||2
3462010|1|2|2|779.98588018|34620101|2||||||||||||||||||||||||2
3462010|1|3|3|779.98588018|34620101|2||||||||||||||||||||||||2
3462011|1|1|1|443.7967936|34620111|2||||||||||||||||||||||||2
3462011|1|2|2|443.7967936|34620111|2||||||||||||||||||||||||2
3462012|1|1|1|450.09282616|34620121|2||||||||||||||||||||||||2
3462012|1|2|2|450.09282616|34620121|2||||||||||||||||||||||||2
3462012|1|3|3|450.09282616|34620121|2||||||||||||||||||||||||2
3462013|1|1|1|113.85740318|34620131|1|23|23555|4||2024-07-02|2024-07-05|2||1|3|2||2||2||2||2||2||3|
3462013|1|2|2|113.85740318|34620131|1|23|23555|4||2024-07-02|2024-07-05|2||1|3|2||2||2||2||2||2||3|
3462013|1|3|3|113.85740318|34620131|2||||||||||||||||||||||||1
3462014|1|1|1|103.41056599|34620141|2||||||||||||||||||||||||1
3462014|1|2|2|103.41056599|34620141|2||||||||||||||||||||||||1
3462015|1|1|1|52.163237437|34620151|2||||||||||||||||||||||||2
3462015|1|2|2|52.163237437|34620151|2||||||||||||||||||||||||2
3462015|1|3|3|52.163237437|34620151|2||||||||||||||||||||||||2
3462015|1|5|5|52.163237437|34620151|2||||||||||||||||||||||||2
3462015|1|6|6|52.163237437|34620151|2||||||||||||||||||||||||2
3462015|1|9|9|52.163237437|34620151|2||||||||||||||||||||||||1
3462016|1|1|1|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|2|2|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|3|3|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|4|4|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|5|5|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|6|6|86.308218652|34620161|2||||||||||||||||||||||||2
3462016|1|7|7|86.308218652|34620161|2||||||||||||||||||||||||2
3462017|1|1|1|122.31946794|34620171|2||||||||||||||||||||||||2
3462017|1|2|2|122.31946794|34620171|2||||||||||||||||||||||||2
3462017|1|3|3|122.31946794|34620171|2||||||||||||||||||||||||2
3462017|1|4|4|122.31946794|34620171|2||||||||||||||||||||||||2
3462018|1|1|1|124.15155665|34620181|2||||||||||||||||||||||||2
3462019|1|1|1|151.31032967|34620191|2||||||||||||||||||||||||2
3462019|1|2|2|151.31032967|34620191|2||||||||||||||||||||||||2
3462020|1|1|1|138.9845542|34620201|2||||||||||||||||||||||||1
3462020|1|2|2|138.9845542|34620201|2||||||||||||||||||||||||1
3462021|1|1|1|52.163237437|34620211|2||||||||||||||||||||||||2
3462021|1|2|2|52.163237437|34620211|2||||||||||||||||||||||||2
3462021|1|3|3|52.163237437|34620211|2||||||||||||||||||||||||2
3462021|1|4|4|52.163237437|34620211|2||||||||||||||||||||||||2
3462021|1|5|5|52.163237437|34620211|2||||||||||||||||||||||||2
3462021|1|7|7|52.163237437|34620211|2||||||||||||||||||||||||2
3462022|1|1|1|115.88789315|34620221|2||||||||||||||||||||||||2
3462022|1|2|2|115.88789315|34620221|2||||||||||||||||||||||||2
3462022|1|3|3|115.88789315|34620221|2||||||||||||||||||||||||2
3462022|1|4|4|115.88789315|34620221|2||||||||||||||||||||||||2
3462023|1|1|1|137.13248151|34620231|2||||||||||||||||||||||||2
3462024|1|1|1|180.83255645|34620241|2||||||||||||||||||||||||2
3462024|1|2|2|180.83255645|34620241|2||||||||||||||||||||||||2
3462024|1|3|3|180.83255645|34620241|2||||||||||||||||||||||||2
3462024|1|6|6|180.83255645|34620241|2||||||||||||||||||||||||2
3462025|1|1|1|45.208139112|34620251|2||||||||||||||||||||||||2
3462025|1|2|2|45.208139112|34620251|2||||||||||||||||||||||||2
3462025|1|3|3|45.208139112|34620251|2||||||||||||||||||||||||2
3462025|1|4|4|45.208139112|34620251|2||||||||||||||||||||||||2
3462025|1|5|5|45.208139112|34620251|2||||||||||||||||||||||||2
3462025|1|6|6|45.208139112|34620251|2||||||||||||||||||||||||2
3462026|1|1|1|159.65329798|34620261|2||||||||||||||||||||||||2
3462026|1|2|2|159.65329798|34620261|2||||||||||||||||||||||||2
3462027|1|1|1|87.694934881|34620271|2||||||||||||||||||||||||2
3462028|1|1|1|129.74764069|34620281|2||||||||||||||||||||||||2
3462028|1|2|2|129.74764069|34620281|2||||||||||||||||||||||||2
3462029|1|1|1|108.40912291|34620291|2||||||||||||||||||||||||4
3462029|1|2|2|108.40912291|34620291|2||||||||||||||||||||||||2
3462029|1|3|3|108.40912291|34620291|2||||||||||||||||||||||||2
3462030|1|1|1|84.671687765|34620301|2||||||||||||||||||||||||2
3462030|1|2|2|84.671687765|34620301|2||||||||||||||||||||||||2
3462030|1|3|3|84.671687765|34620301|2||||||||||||||||||||||||2
3462030|1|4|4|84.671687765|34620301|2||||||||||||||||||||||||2
3462030|1|5|5|84.671687765|34620301|2||||||||||||||||||||||||2
3462031|1|1|1|129.74764069|34620311|2||||||||||||||||||||||||2
3462031|1|2|2|129.74764069|34620311|2||||||||||||||||||||||||2
3462032|1|1|1|64.760307908|34620321|2||||||||||||||||||||||||2
3462033|1|1|1|146.94083461|34620331|2||||||||||||||||||||||||2
3462033|1|2|2|146.94083461|34620331|2||||||||||||||||||||||||2
3462033|1|3|3|146.94083461|34620331|2||||||||||||||||||||||||2
3462034|1|1|1|300.94375801|34620341|2||||||||||||||||||||||||4
3462034|1|2|2|300.94375801|34620341|2||||||||||||||||||||||||4
3462034|1|3|3|300.94375801|34620341|2||||||||||||||||||||||||1
3462035|1|1|1|453.55189508|34620351|2||||||||||||||||||||||||4
3462035|1|2|2|453.55189508|34620351|2||||||||||||||||||||||||4
3462035|1|3|3|453.55189508|34620351|2||||||||||||||||||||||||2
3462035|1|4|4|453.55189508|34620351|2||||||||||||||||||||||||2
3462035|1|5|5|453.55189508|34620351|2||||||||||||||||||||||||2
3462036|1|1|1|471.59169926|34620361|2||||||||||||||||||||||||2
3462036|1|2|2|471.59169926|34620361|2||||||||||||||||||||||||2
3462036|1|3|3|471.59169926|34620361|2||||||||||||||||||||||||2
3462037|1|1|1|278.46361449|34620371|2||||||||||||||||||||||||2
3462038|1|1|1|362.89706762|34620381|2||||||||||||||||||||||||4
3462038|1|2|2|362.89706762|34620381|2||||||||||||||||||||||||4
3462039|1|1|1|229.41504334|34620391|2||||||||||||||||||||||||2
3462039|1|2|2|229.41504334|34620391|2||||||||||||||||||||||||2
3462039|1|3|3|229.41504334|34620391|2||||||||||||||||||||||||2
3462040|1|1|1|282.86916462|34620401|2||||||||||||||||||||||||2
3462040|1|2|2|282.86916462|34620401|2||||||||||||||||||||||||1
3462040|1|3|3|282.86916462|34620401|2||||||||||||||||||||||||2
3462041|1|1|1|371.09736666|34620411|2||||||||||||||||||||||||4
3462041|1|2|2|371.09736666|34620411|2||||||||||||||||||||||||4
3462042|1|1|1|278.46361449|34620421|2||||||||||||||||||||||||4
3462043|1|1|1|259.75153745|34620431|2||||||||||||||||||||||||2
3462043|1|2|2|259.75153745|34620431|2||||||||||||||||||||||||2
3462044|1|1|1|220.71347216|34620441|2||||||||||||||||||||||||2
3462044|1|2|2|220.71347216|34620441|2||||||||||||||||||||||||2
3462044|1|3|3|220.71347216|34620441|2||||||||||||||||||||||||2
3462044|1|4|4|220.71347216|34620441|2||||||||||||||||||||||||2
3462045|1|1|1|353.17212197|34620451|2||||||||||||||||||||||||2
3462045|1|2|2|353.17212197|34620451|2||||||||||||||||||||||||2
3462045|1|3|3|353.17212197|34620451|2||||||||||||||||||||||||2
3462046|1|3|3|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|4|4|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|5|5|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|7|7|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|8|8|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|1|1|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|1|2|2|385.81753093|34620461|2||||||||||||||||||||||||2
3462046|2|5|5|385.81753093|34620462|2||||||||||||||||||||||||2
3462046|2|1|1|385.81753093|34620462|2||||||||||||||||||||||||2
3462046|2|2|2|385.81753093|34620462|2||||||||||||||||||||||||2
3462046|3|1|1|385.81753093|34620463|2||||||||||||||||||||||||2
3462046|3|2|2|385.81753093|34620463|2||||||||||||||||||||||||2
3462046|3|3|3|385.81753093|34620463|2||||||||||||||||||||||||2
3462048|1|1|1|428.19946232|34620481|2||||||||||||||||||||||||2
3462048|1|2|2|428.19946232|34620481|2||||||||||||||||||||||||4
3462048|1|3|3|428.19946232|34620481|2||||||||||||||||||||||||2
3462048|1|4|4|428.19946232|34620481|2||||||||||||||||||||||||2
3462049|1|1|1|436.4909143|34620491|2||||||||||||||||||||||||2
3462049|1|2|2|436.4909143|34620491|2||||||||||||||||||||||||2
3462049|1|3|3|436.4909143|34620491|2||||||||||||||||||||||||2
3462049|1|4|4|436.4909143|34620491|2||||||||||||||||||||||||2
3462050|1|1|1|270.90368942|34620501|2||||||||||||||||||||||||2
3462050|1|2|2|270.90368942|34620501|2||||||||||||||||||||||||2
3462050|1|3|3|270.90368942|34620501|2||||||||||||||||||||||||2
3462051|1|1|1|316.8723889|34620511|2||||||||||||||||||||||||2
3462052|1|1|1|463.83511322|34620521|2||||||||||||||||||||||||2
3462052|1|2|2|463.83511322|34620521|2||||||||||||||||||||||||2
3462052|1|3|3|463.83511322|34620521|2||||||||||||||||||||||||2
3462052|1|4|4|463.83511322|34620521|2||||||||||||||||||||||||4
3462053|1|1|1|298.81063508|34620531|2||||||||||||||||||||||||2
3462053|1|2|2|298.81063508|34620531|2||||||||||||||||||||||||2
3462054|1|1|1|248.52377304|34620541|2||||||||||||||||||||||||2
3462054|1|2|2|248.52377304|34620541|2||||||||||||||||||||||||2
3462054|2|1|1|248.52377304|34620542|2||||||||||||||||||||||||2
3462054|2|2|2|248.52377304|34620542|2||||||||||||||||||||||||2
3462054|2|3|3|248.52377304|34620542|2||||||||||||||||||||||||2
3462054|2|4|4|248.52377304|34620542|2||||||||||||||||||||||||2
3462055|1|1|1|314.68407838|34620551|2||||||||||||||||||||||||4
3462055|1|2|2|314.68407838|34620551|2||||||||||||||||||||||||4
3462055|1|3|3|314.68407838|34620551|2||||||||||||||||||||||||4
3462055|1|4|4|314.68407838|34620551|2||||||||||||||||||||||||4
3462056|1|1|1|394.85629048|34620561|2||||||||||||||||||||||||1
3462057|1|1|1|434.96639905|34620571|2||||||||||||||||||||||||1
3462057|1|2|2|434.96639905|34620571|2||||||||||||||||||||||||4
3462058|1|1|1|316.06958134|34620581|2||||||||||||||||||||||||2
3462058|1|2|2|316.06958134|34620581|2||||||||||||||||||||||||2
3462059|1|1|1|376.91646828|34620591|2||||||||||||||||||||||||2
3462059|1|2|2|376.91646828|34620591|2||||||||||||||||||||||||2
3462060|1|1|1|189.07715897|34620601|2||||||||||||||||||||||||2
3462060|1|2|2|189.07715897|34620601|2||||||||||||||||||||||||2
3462060|1|3|3|189.07715897|34620601|2||||||||||||||||||||||||2
3462060|1|5|5|189.07715897|34620601|2||||||||||||||||||||||||2
3462061|1|1|1|331.95853463|34620611|1|11|11001|1|6|2024-07-15|2024-07-17|2||1|2|2||2||2||2||2||2||5|
3462061|1|2|2|331.95853463|34620611|2||||||||||||||||||||||||2
3462061|1|3|3|331.95853463|34620611|2||||||||||||||||||||||||2
3462062|1|2|2|458.50505196|34620621|2||||||||||||||||||||||||1
3462062|1|3|3|458.50505196|34620621|2||||||||||||||||||||||||1
3462062|1|4|4|458.50505196|34620621|2||||||||||||||||||||||||1
3462062|1|1|1|458.50505196|34620621|2||||||||||||||||||||||||1
3462063|1|1|1|248.7789895|34620631|2||||||||||||||||||||||||2
3462063|1|2|2|248.7789895|34620631|2||||||||||||||||||||||||2
3462063|1|3|3|248.7789895|34620631|2||||||||||||||||||||||||2
3462064|1|1|1|366.81324725|34620641|2||||||||||||||||||||||||2
3462064|1|2|2|366.81324725|34620641|2||||||||||||||||||||||||2
3462065|1|1|1|319.24038725|34620651|2||||||||||||||||||||||||2
3462065|1|2|2|319.24038725|34620651|2||||||||||||||||||||||||2
3462065|1|3|3|319.24038725|34620651|2||||||||||||||||||||||||2
3462065|1|4|4|319.24038725|34620651|2||||||||||||||||||||||||2
3462066|1|3|3|168.60528043|34620661|2||||||||||||||||||||||||2
3462066|1|1|1|168.60528043|34620661|2||||||||||||||||||||||||2
3462066|1|2|2|168.60528043|34620661|2||||||||||||||||||||||||2
3462067|1|1|1|392.86809109|34620671|2||||||||||||||||||||||||2
3462067|1|2|2|392.86809109|34620671|2||||||||||||||||||||||||2
3462068|1|1|1|282.6994142|34620681|2||||||||||||||||||||||||2
3462068|1|2|2|282.6994142|34620681|2||||||||||||||||||||||||2
3462068|1|3|3|282.6994142|34620681|2||||||||||||||||||||||||2
3462068|1|4|4|282.6994142|34620681|2||||||||||||||||||||||||2
3462069|1|1|1|260.97744599|34620691|2||||||||||||||||||||||||2
3462069|1|2|2|260.97744599|34620691|2||||||||||||||||||||||||2
3462069|1|3|3|260.97744599|34620691|2||||||||||||||||||||||||2
3462069|1|4|4|260.97744599|34620691|2||||||||||||||||||||||||2
3462070|1|2|2|297.44645635|34620701|2||||||||||||||||||||||||2
3462070|1|1|1|297.44645635|34620701|2||||||||||||||||||||||||2
3462071|1|1|1|272.17520811|34620711|2||||||||||||||||||||||||2
3462071|1|2|2|272.17520811|34620711|2||||||||||||||||||||||||2
3462071|1|3|3|272.17520811|34620711|2||||||||||||||||||||||||2
3462072|1|1|1|256.47407305|34620721|2||||||||||||||||||||||||2
3462072|1|2|2|256.47407305|34620721|2||||||||||||||||||||||||2
3462072|1|3|3|256.47407305|34620721|2||||||||||||||||||||||||2
3462072|1|4|4|256.47407305|34620721|2||||||||||||||||||||||||2
3462072|1|5|5|256.47407305|34620721|2||||||||||||||||||||||||2
3462072|1|6|6|256.47407305|34620721|2||||||||||||||||||||||||2
3462073|1|1|1|320.5854031|34620731|2||||||||||||||||||||||||2
3462074|1|1|1|499.09318438|34620741|2||||||||||||||||||||||||4
3462075|1|1|1|430.78854051|34620751|2||||||||||||||||||||||||2
3462075|1|2|2|430.78854051|34620751|2||||||||||||||||||||||||2
3462076|1|1|1|306.84848442|34620761|2||||||||||||||||||||||||2
3462076|1|2|2|306.84848442|34620761|2||||||||||||||||||||||||2
3462077|1|1|1|499.09318438|34620771|2||||||||||||||||||||||||2
3462078|1|1|1|373.42889217|34620781|2||||||||||||||||||||||||2
3462079|1|1|1|425.83360758|34620791|2||||||||||||||||||||||||4
3462079|1|2|2|425.83360758|34620791|2||||||||||||||||||||||||4
3462079|1|3|3|425.83360758|34620791|2||||||||||||||||||||||||4
3462079|1|4|4|425.83360758|34620791|2||||||||||||||||||||||||4
3462080|1|1|1|392.83802524|34620801|2||||||||||||||||||||||||4
