Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P1992|P1993S1|P1993S1A1|P1994|P1994S1|P1995|P1995S1|P1996S1|P1996S1A1|P1996S2|P1996S2A1|P1996S3|P1996S3A1|P1996S4|P1996S4A1|P1996S5|P1996S5A1|P1996S7|P1996S7A1|P1996S8|P1996S8A1|P1996S10|P1996S10A1|P1997|P1998
3454247|2|1|1|168.55460712|34542472|2||||||||||||||||||||||||1
3454247|2|2|2|168.55460712|34542472|2||||||||||||||||||||||||1
3454247|2|3|3|168.55460712|34542472|2||||||||||||||||||||||||2
3454247|2|4|4|168.55460712|34542472|2||||||||||||||||||||||||2
3454247|2|5|5|168.55460712|34542472|2||||||||||||||||||||||||2
3454248|1|1|1|189.77964303|34542481|2||||||||||||||||||||||||2
3454248|1|2|2|189.77964303|34542481|2||||||||||||||||||||||||2
3454248|1|3|3|189.77964303|34542481|2||||||||||||||||||||||||2
3454248|1|4|4|189.77964303|34542481|2||||||||||||||||||||||||2
3454249|1|1|1|161.59271046|34542491|1|52|52001|4||2024-06-27|2024-06-30|2||1|3|2||2||2||2||2||2||3|
3454249|1|2|2|161.59271046|34542491|2||||||||||||||||||||||||2
3454250|1|1|1|191.03316812|34542501|2||||||||||||||||||||||||2
3454251|1|3|3|103.91524199|34542511|2||||||||||||||||||||||||2
3454251|1|1|1|103.91524199|34542511|2||||||||||||||||||||||||2
3454251|1|2|2|103.91524199|34542511|2||||||||||||||||||||||||2
3454252|1|1|1|293.10725487|34542521|2||||||||||||||||||||||||1
3454253|1|1|1|291.9171575|34542531|2||||||||||||||||||||||||4
3454253|1|2|2|291.9171575|34542531|2||||||||||||||||||||||||4
3454254|1|1|1|260.26307481|34542541|2||||||||||||||||||||||||4
3454255|1|1|1|299.68855468|34542551|2||||||||||||||||||||||||4
3454256|1|1|1|260.26307481|34542561|2||||||||||||||||||||||||1
3454257|1|1|1|209.72702011|34542571|2||||||||||||||||||||||||2
3454257|1|2|2|209.72702011|34542571|2||||||||||||||||||||||||2
3454257|1|3|3|209.72702011|34542571|2||||||||||||||||||||||||2
3454257|1|4|4|209.72702011|34542571|2||||||||||||||||||||||||1
3454258|1|1|1|184.20227741|34542581|2||||||||||||||||||||||||4
3454259|1|1|1|295.02314785|34542591|2||||||||||||||||||||||||4
3454260|1|1|1|260.26307481|34542601|2||||||||||||||||||||||||2
3454261|1|1|1|190.78316478|34542611|2||||||||||||||||||||||||2
3454262|1|1|1|153.69109496|34542621|2||||||||||||||||||||||||2
3454262|1|2|2|153.69109496|34542621|2||||||||||||||||||||||||2
3454262|1|3|3|153.69109496|34542621|2||||||||||||||||||||||||2
3454262|1|4|4|153.69109496|34542621|2||||||||||||||||||||||||2
3454262|1|5|5|153.69109496|34542621|2||||||||||||||||||||||||2
3454263|1|1|1|171.33564832|34542631|2||||||||||||||||||||||||2
3454263|1|2|2|171.33564832|34542631|2||||||||||||||||||||||||2
3454263|1|3|3|171.33564832|34542631|2||||||||||||||||||||||||2
3454264|1|1|1|90.092461988|34542641|2||||||||||||||||||||||||4
3454264|1|2|2|90.092461988|34542641|2||||||||||||||||||||||||2
3454264|1|3|3|90.092461988|34542641|2||||||||||||||||||||||||2
3454265|1|1|1|165.68471606|34542651|2||||||||||||||||||||||||3
3454266|1|1|1|193.2897516|34542661|2||||||||||||||||||||||||2
3454266|1|2|2|193.2897516|34542661|2||||||||||||||||||||||||2
3454266|1|3|3|193.2897516|34542661|2||||||||||||||||||||||||2
3454266|1|4|4|193.2897516|34542661|2||||||||||||||||||||||||2
3454267|1|1|1|186.5934779|34542671|2||||||||||||||||||||||||2
3454268|1|1|1|209.02809743|34542681|2||||||||||||||||||||||||2
3454268|1|2|2|209.02809743|34542681|2||||||||||||||||||||||||2
3454269|1|1|1|117.13910428|34542691|2||||||||||||||||||||||||2
3454269|1|2|2|117.13910428|34542691|2||||||||||||||||||||||||2
3454269|1|3|3|117.13910428|34542691|2||||||||||||||||||||||||2
3454269|1|4|4|117.13910428|34542691|2||||||||||||||||||||||||1
3454269|1|5|5|117.13910428|34542691|2||||||||||||||||||||||||2
3454270|1|1|1|193.07786873|34542701|2||||||||||||||||||||||||2
3454270|1|2|2|193.07786873|34542701|2||||||||||||||||||||||||2
3454270|1|3|3|193.07786873|34542701|2||||||||||||||||||||||||2
3454271|1|1|1|197.37003254|34542711|2||||||||||||||||||||||||2
3454272|1|1|1|333.28774831|34542721|2||||||||||||||||||||||||2
3454272|1|2|2|333.28774831|34542721|2||||||||||||||||||||||||2
3454272|1|3|3|333.28774831|34542721|2||||||||||||||||||||||||2
3454272|1|4|4|333.28774831|34542721|2||||||||||||||||||||||||4
3454273|1|1|1|294.16060009|34542731|2||||||||||||||||||||||||2
3454273|1|2|2|294.16060009|34542731|2||||||||||||||||||||||||2
3454274|1|6|6|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|7|7|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|8|8|99.101708187|34542741|2||||||||||||||||||||||||3
3454274|1|1|1|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|2|2|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|3|3|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|4|4|99.101708187|34542741|2||||||||||||||||||||||||2
3454274|1|5|5|99.101708187|34542741|2||||||||||||||||||||||||2
3454275|1|1|1|292.43057267|34542751|2||||||||||||||||||||||||2
3454275|1|2|2|292.43057267|34542751|2||||||||||||||||||||||||2
3454275|1|3|3|292.43057267|34542751|2||||||||||||||||||||||||2
3454276|1|1|1|216.07750675|34542761|2||||||||||||||||||||||||2
3454276|1|2|2|216.07750675|34542761|2||||||||||||||||||||||||2
3454276|1|3|3|216.07750675|34542761|2||||||||||||||||||||||||2
3454277|1|1|1|211.78534293|34542771|2||||||||||||||||||||||||2
3454277|1|2|2|211.78534293|34542771|2||||||||||||||||||||||||2
3454277|1|3|3|211.78534293|34542771|2||||||||||||||||||||||||2
3454277|1|4|4|211.78534293|34542771|2||||||||||||||||||||||||2
3454277|1|5|5|211.78534293|34542771|2||||||||||||||||||||||||2
3454278|1|1|1|112.20684167|34542781|2||||||||||||||||||||||||2
3454278|1|2|2|112.20684167|34542781|2||||||||||||||||||||||||2
3454278|1|3|3|112.20684167|34542781|2||||||||||||||||||||||||2
3454279|1|1|1|396.67306063|34542791|2||||||||||||||||||||||||2
3454279|1|2|2|396.67306063|34542791|2||||||||||||||||||||||||2
3454280|1|1|1|272.90083369|34542801|2||||||||||||||||||||||||2
3454280|1|2|2|272.90083369|34542801|2||||||||||||||||||||||||2
3454280|1|3|3|272.90083369|34542801|2||||||||||||||||||||||||2
3454280|1|4|4|272.90083369|34542801|2||||||||||||||||||||||||2
3454281|1|1|1|275.86676612|34542811|2||||||||||||||||||||||||2
3454281|1|2|2|275.86676612|34542811|2||||||||||||||||||||||||2
3454281|1|3|3|275.86676612|34542811|2||||||||||||||||||||||||2
3454282|1|1|1|154.14367931|34542821|2||||||||||||||||||||||||2
3454282|1|2|2|154.14367931|34542821|2||||||||||||||||||||||||2
3454282|1|3|3|154.14367931|34542821|2||||||||||||||||||||||||2
3454282|1|4|4|154.14367931|34542821|2||||||||||||||||||||||||2
3454282|2|1|1|154.14367931|34542822|2||||||||||||||||||||||||2
3454282|2|2|2|154.14367931|34542822|2||||||||||||||||||||||||2
3454283|1|1|1|245.14863726|34542831|2||||||||||||||||||||||||2
3454283|1|2|2|245.14863726|34542831|2||||||||||||||||||||||||2
3454283|1|3|3|245.14863726|34542831|2||||||||||||||||||||||||2
3454283|1|4|4|245.14863726|34542831|2||||||||||||||||||||||||2
3454284|1|1|1|318.91606992|34542841|2||||||||||||||||||||||||2
3454284|1|2|2|318.91606992|34542841|2||||||||||||||||||||||||2
3454284|1|4|4|318.91606992|34542841|2||||||||||||||||||||||||2
3454285|1|1|1|274.73033362|34542851|2||||||||||||||||||||||||1
3454285|1|2|2|274.73033362|34542851|2||||||||||||||||||||||||4
3454285|1|3|3|274.73033362|34542851|2||||||||||||||||||||||||2
3454285|1|4|4|274.73033362|34542851|2||||||||||||||||||||||||1
3454286|1|1|1|190.61515508|34542861|2||||||||||||||||||||||||2
3454286|1|2|2|190.61515508|34542861|2||||||||||||||||||||||||2
3454286|1|4|4|190.61515508|34542861|2||||||||||||||||||||||||2
3454286|1|5|5|190.61515508|34542861|2||||||||||||||||||||||||2
3454286|1|6|6|190.61515508|34542861|2||||||||||||||||||||||||2
3454287|1|1|1|268.03538162|34542871|1|52|52001|4||2024-06-20|2024-06-25|2||1|5|2||2||2||2||2||2||3|
3454287|1|2|2|268.03538162|34542871|1|52|52001|4||2024-06-20|2024-06-25|2||1|5|2||2||2||2||2||2||3|
3454288|1|1|1|286.17474718|34542881|2||||||||||||||||||||||||1
3454289|1|1|1|242.67412343|34542891|2||||||||||||||||||||||||2
3454289|1|2|2|242.67412343|34542891|2||||||||||||||||||||||||2
3454289|1|3|3|242.67412343|34542891|2||||||||||||||||||||||||2
3454290|1|1|1|382.33542286|34542901|2||||||||||||||||||||||||2
3454290|1|2|2|382.33542286|34542901|2||||||||||||||||||||||||2
3454290|1|3|3|382.33542286|34542901|2||||||||||||||||||||||||2
3454290|1|4|4|382.33542286|34542901|2||||||||||||||||||||||||2
3454291|1|1|1|296.48064549|34542911|2||||||||||||||||||||||||2
3454291|1|2|2|296.48064549|34542911|2||||||||||||||||||||||||2
3454291|1|3|3|296.48064549|34542911|2||||||||||||||||||||||||2
3454292|1|1|1|279.89021685|34542921|2||||||||||||||||||||||||1
3454293|1|1|1|287.30909693|34542931|2||||||||||||||||||||||||2
3454293|1|2|2|287.30909693|34542931|2||||||||||||||||||||||||2
3454293|1|3|3|287.30909693|34542931|2||||||||||||||||||||||||2
3454293|1|4|4|287.30909693|34542931|2||||||||||||||||||||||||4
3454294|1|1|1|218.64869374|34542941|2||||||||||||||||||||||||2
3454294|1|2|2|218.64869374|34542941|2||||||||||||||||||||||||2
3454294|1|3|3|218.64869374|34542941|2||||||||||||||||||||||||2
3454294|1|4|4|218.64869374|34542941|2||||||||||||||||||||||||2
3454295|1|1|1|225.30681758|34542951|2||||||||||||||||||||||||2
3454295|1|2|2|225.30681758|34542951|2||||||||||||||||||||||||2
3454296|1|1|1|215.39013088|34542961|2||||||||||||||||||||||||3
3454297|1|1|1|229.16784393|34542971|2||||||||||||||||||||||||4
3454297|1|2|2|229.16784393|34542971|2||||||||||||||||||||||||4
3454298|1|1|1|241.5866131|34542981|2||||||||||||||||||||||||6
3454298|1|2|2|241.5866131|34542981|2||||||||||||||||||||||||6
3454299|1|1|1|152.44326407|34542991|2||||||||||||||||||||||||2
3454300|1|1|1|244.15708787|34543001|2||||||||||||||||||||||||1
3454301|1|1|1|152.44326407|34543011|2||||||||||||||||||||||||2
3454302|1|1|1|117.12020058|34543021|2||||||||||||||||||||||||2
3454302|1|2|2|117.12020058|34543021|2||||||||||||||||||||||||2
3454302|1|3|3|117.12020058|34543021|2||||||||||||||||||||||||4
3454302|1|4|4|117.12020058|34543021|2||||||||||||||||||||||||2
3454302|1|5|5|117.12020058|34543021|1|19|19585|3||2024-06-15|2024-06-16|2||1|1|2||2||2||2||2||2||3|
3454303|1|1|1|248.01811422|34543031|2||||||||||||||||||||||||4
3454304|1|1|1|244.15708787|34543041|1|52|52693|4||2024-06-05|2024-06-28|2||1|23|2||2||2||2||2||2||3|
3454305|1|1|1|155.05540607|34543051|2||||||||||||||||||||||||2
3454305|1|2|2|155.05540607|34543051|2||||||||||||||||||||||||4
3454305|1|3|3|155.05540607|34543051|2||||||||||||||||||||||||2
3454306|1|1|1|116.85014624|34543061|2||||||||||||||||||||||||1
3454306|1|2|2|116.85014624|34543061|2||||||||||||||||||||||||1
3454306|1|3|3|116.85014624|34543061|2||||||||||||||||||||||||1
3454307|1|1|1|113.78874074|34543071|2||||||||||||||||||||||||4
3454307|1|2|2|113.78874074|34543071|2||||||||||||||||||||||||4
3454307|1|3|3|113.78874074|34543071|2||||||||||||||||||||||||4
3454308|1|1|1|314.79296456|34543081|2||||||||||||||||||||||||2
3454308|1|2|2|314.79296456|34543081|2||||||||||||||||||||||||2
3454308|1|3|3|314.79296456|34543081|2||||||||||||||||||||||||2
3454308|1|6|6|314.79296456|34543081|2||||||||||||||||||||||||2
3454309|1|1|1|120.09124078|34543091|2||||||||||||||||||||||||2
3454309|1|2|2|120.09124078|34543091|2||||||||||||||||||||||||2
3454310|1|1|1|192.63138838|34543101|2||||||||||||||||||||||||4
3454310|1|2|2|192.63138838|34543101|1|11|11001|1|3|2024-06-01|2024-06-04|2||2||1|3|2||2||2||2||2||1|
3454310|1|3|3|192.63138838|34543101|2||||||||||||||||||||||||2
3454311|1|1|1|196.65341601|34543111|2||||||||||||||||||||||||4
3454312|1|1|1|139.65944942|34543121|2||||||||||||||||||||||||2
3454312|1|2|2|139.65944942|34543121|2||||||||||||||||||||||||2
3454312|1|3|3|139.65944942|34543121|2||||||||||||||||||||||||2
3454313|1|1|1|120.87217388|34543131|2||||||||||||||||||||||||4
3454314|1|1|1|170.04312326|34543141|2||||||||||||||||||||||||3
3454314|1|2|2|170.04312326|34543141|2||||||||||||||||||||||||3
3454314|1|3|3|170.04312326|34543141|2||||||||||||||||||||||||3
3454315|1|1|1|191.79343514|34543151|2||||||||||||||||||||||||4
3454315|1|2|2|191.79343514|34543151|2||||||||||||||||||||||||4
3454316|1|1|1|488.81236834|34543161|2||||||||||||||||||||||||2
3454316|1|2|2|488.81236834|34543161|2||||||||||||||||||||||||2
3454316|1|3|3|488.81236834|34543161|2||||||||||||||||||||||||2
3454317|1|1|1|269.14095347|34543171|2||||||||||||||||||||||||2
3454318|1|1|1|175.89607392|34543181|2||||||||||||||||||||||||1
3454319|1|1|1|154.14576205|34543191|2||||||||||||||||||||||||4
3454319|1|2|2|154.14576205|34543191|2||||||||||||||||||||||||4
3454320|1|1|1|386.64851277|34543201|2||||||||||||||||||||||||2
3454320|1|2|2|386.64851277|34543201|2||||||||||||||||||||||||1
3454320|1|3|3|386.64851277|34543201|2||||||||||||||||||||||||2
3454320|1|4|4|386.64851277|34543201|2||||||||||||||||||||||||2
3454320|1|7|7|386.64851277|34543201|2||||||||||||||||||||||||2
3454321|1|1|1|115.61865955|34543211|2||||||||||||||||||||||||2
3454321|1|2|2|115.61865955|34543211|2||||||||||||||||||||||||2
3454321|1|3|3|115.61865955|34543211|2||||||||||||||||||||||||2
3454322|1|1|1|236.01934434|34543221|2||||||||||||||||||||||||2
3454322|1|2|2|236.01934434|34543221|2||||||||||||||||||||||||2
3454322|1|3|3|236.01934434|34543221|2||||||||||||||||||||||||2
3454323|1|1|1|196.13720284|34543231|2||||||||||||||||||||||||2
3454323|1|2|2|196.13720284|34543231|2||||||||||||||||||||||||2
3454323|1|3|3|196.13720284|34543231|2||||||||||||||||||||||||2
3454324|1|1|1|258.06844823|34543241|2||||||||||||||||||||||||2
3454324|1|2|2|258.06844823|34543241|2||||||||||||||||||||||||2
3454324|1|3|3|258.06844823|34543241|2||||||||||||||||||||||||1
3454324|1|4|4|258.06844823|34543241|2||||||||||||||||||||||||2
3454325|1|1|1|362.76646616|34543251|2||||||||||||||||||||||||2
3454325|1|2|2|362.76646616|34543251|2||||||||||||||||||||||||2
3454325|1|3|3|362.76646616|34543251|2||||||||||||||||||||||||2
3454325|1|4|4|362.76646616|34543251|2||||||||||||||||||||||||2
3454326|1|1|1|257.46718937|34543261|2||||||||||||||||||||||||2
3454326|1|2|2|257.46718937|34543261|2||||||||||||||||||||||||2
3454326|1|3|3|257.46718937|34543261|2||||||||||||||||||||||||2
3454327|1|1|1|212.62871895|34543271|2||||||||||||||||||||||||2
3454328|1|1|1|214.87322422|34543281|2||||||||||||||||||||||||2
3454328|1|2|2|214.87322422|34543281|2||||||||||||||||||||||||2
3454328|1|3|3|214.87322422|34543281|2||||||||||||||||||||||||2
3454328|1|4|4|214.87322422|34543281|2||||||||||||||||||||||||2
3454328|1|5|5|214.87322422|34543281|2||||||||||||||||||||||||2
3454329|1|1|1|98.255155762|34543291|2||||||||||||||||||||||||2
3454329|1|2|2|98.255155762|34543291|2||||||||||||||||||||||||2
3454329|1|3|3|98.255155762|34543291|2||||||||||||||||||||||||4
3454330|1|1|1|167.25227061|34543301|2||||||||||||||||||||||||2
3454330|1|2|2|167.25227061|34543301|2||||||||||||||||||||||||2
3454331|1|1|1|219.59204503|34543311|1|73|73001|4||2024-06-07|2024-06-16|2||1|9|2||2||2||2||2||2||3|
3454331|1|2|2|219.59204503|34543311|1|73|73001|4||2024-06-07|2024-06-16|2||1|9|2||2||2||2||2||2||3|
3454331|1|3|3|219.59204503|34543311|2||||||||||||||||||||||||2
3454331|1|5|5|219.59204503|34543311|1|73|73001|4||2024-06-07|2024-06-16|2||1|9|2||2||2||2||2||2||3|
3454331|1|7|7|219.59204503|34543311|2||||||||||||||||||||||||2
3454332|1|1|1|182.55838587|34543321|2||||||||||||||||||||||||2
3454332|1|2|2|182.55838587|34543321|2||||||||||||||||||||||||2
3454332|1|3|3|182.55838587|34543321|2||||||||||||||||||||||||2
3454332|1|4|4|182.55838587|34543321|2||||||||||||||||||||||||1
3454333|1|1|1|174.1176691|34543331|2||||||||||||||||||||||||2
3454333|1|2|2|174.1176691|34543331|2||||||||||||||||||||||||2
3454333|1|3|3|174.1176691|34543331|2||||||||||||||||||||||||2
3454334|1|1|1|171.70484831|34543341|2||||||||||||||||||||||||2
3454335|1|1|1|247.54225311|34543351|2||||||||||||||||||||||||2
3454335|1|2|2|247.54225311|34543351|2||||||||||||||||||||||||2
3454335|1|3|3|247.54225311|34543351|2||||||||||||||||||||||||2
3454336|1|1|1|167.93413011|34543361|2||||||||||||||||||||||||1
3454337|1|1|1|92.487457231|34543371|2||||||||||||||||||||||||2
3454337|1|2|2|92.487457231|34543371|2||||||||||||||||||||||||2
3454338|1|1|1|165.62587028|34543381|2||||||||||||||||||||||||2
3454338|1|2|2|165.62587028|34543381|2||||||||||||||||||||||||2
3454338|1|3|3|165.62587028|34543381|2||||||||||||||||||||||||2
3454338|1|4|4|165.62587028|34543381|2||||||||||||||||||||||||2
3454339|1|1|1|152.0204345|34543391|2||||||||||||||||||||||||2
3454339|1|2|2|152.0204345|34543391|2||||||||||||||||||||||||2
3454340|1|1|1|129.42619916|34543401|2||||||||||||||||||||||||2
3454340|1|2|2|129.42619916|34543401|2||||||||||||||||||||||||2
3454340|1|3|3|129.42619916|34543401|2||||||||||||||||||||||||2
3454341|1|1|1|138.65034928|34543411|2||||||||||||||||||||||||2
3454341|1|2|2|138.65034928|34543411|2||||||||||||||||||||||||2
3454342|1|1|1|82.211073094|34543421|2||||||||||||||||||||||||2
3454342|1|2|2|82.211073094|34543421|2||||||||||||||||||||||||2
3454343|1|1|1|148.66868499|34543431|2||||||||||||||||||||||||2
3454343|1|2|2|148.66868499|34543431|2||||||||||||||||||||||||2
3454344|1|1|1|81.604975763|34543441|2||||||||||||||||||||||||2
3454344|1|2|2|81.604975763|34543441|2||||||||||||||||||||||||2
3454344|1|3|3|81.604975763|34543441|2||||||||||||||||||||||||2
3454345|1|1|1|152.0204345|34543451|2||||||||||||||||||||||||2
3454345|1|2|2|152.0204345|34543451|2||||||||||||||||||||||||1
3454346|1|1|1|158.10069223|34543461|2||||||||||||||||||||||||2
3454346|1|2|2|158.10069223|34543461|2||||||||||||||||||||||||2
3454346|1|4|4|158.10069223|34543461|2||||||||||||||||||||||||2
3454346|1|5|5|158.10069223|34543461|2||||||||||||||||||||||||2
3454346|1|6|6|158.10069223|34543461|2||||||||||||||||||||||||2
3454347|1|1|1|72.07396959|34543471|2||||||||||||||||||||||||2
3454347|1|2|2|72.07396959|34543471|2||||||||||||||||||||||||2
3454347|1|3|3|72.07396959|34543471|2||||||||||||||||||||||||2
3454347|1|4|4|72.07396959|34543471|2||||||||||||||||||||||||2
3454347|1|5|5|72.07396959|34543471|2||||||||||||||||||||||||2
3454347|1|6|6|72.07396959|34543471|2||||||||||||||||||||||||2
3454348|1|1|1|275.0469479|34543481|2||||||||||||||||||||||||1
3454348|1|2|2|275.0469479|34543481|2||||||||||||||||||||||||1
3454348|1|3|3|275.0469479|34543481|2||||||||||||||||||||||||1
3454349|1|1|1|230.22736827|34543491|2||||||||||||||||||||||||2
3454349|1|3|3|230.22736827|34543491|2||||||||||||||||||||||||2
3454349|1|4|4|230.22736827|34543491|2||||||||||||||||||||||||2
3454350|1|1|1|133.51322235|34543501|2||||||||||||||||||||||||2
3454350|1|2|2|133.51322235|34543501|2||||||||||||||||||||||||2
3454350|1|3|3|133.51322235|34543501|2||||||||||||||||||||||||2
3454350|1|4|4|133.51322235|34543501|2||||||||||||||||||||||||2
3454351|1|1|1|166.44094923|34543511|2||||||||||||||||||||||||2
3454351|1|2|2|166.44094923|34543511|2||||||||||||||||||||||||2
3454351|1|3|3|166.44094923|34543511|2||||||||||||||||||||||||2
3454351|1|4|4|166.44094923|34543511|2||||||||||||||||||||||||2
3454352|1|2|2|173.3129366|34543521|2||||||||||||||||||||||||2
3454352|1|1|1|173.3129366|34543521|1|86|86568|4||2024-06-10|2024-06-25|2||1|15|2||2||2||2||2||2||3|
3454353|1|1|1|178.69025442|34543531|2||||||||||||||||||||||||1
3454353|1|2|2|178.69025442|34543531|2||||||||||||||||||||||||2
3454354|1|1|1|165.68471606|34543541|2||||||||||||||||||||||||2
3454355|1|1|1|183.91117741|34543551|2||||||||||||||||||||||||2
3454355|1|2|2|183.91117741|34543551|2||||||||||||||||||||||||2
3454355|1|3|3|183.91117741|34543551|1|19|19397|3||2024-06-14|2024-06-16|2||1|2|2||2||2||2||2||2||4|
3454356|1|1|1|201.08468707|34543561|2||||||||||||||||||||||||2
3454356|1|2|2|201.08468707|34543561|2||||||||||||||||||||||||2
3454357|1|1|1|192.0699067|34543571|2||||||||||||||||||||||||2
3454357|1|2|2|192.0699067|34543571|2||||||||||||||||||||||||1
3454358|1|1|1|144.83785564|34543581|2||||||||||||||||||||||||4
3454358|1|2|2|144.83785564|34543581|2||||||||||||||||||||||||4
3454358|1|3|3|144.83785564|34543581|2||||||||||||||||||||||||2
3454358|1|4|4|144.83785564|34543581|2||||||||||||||||||||||||2
3454359|1|1|1|287.47513191|34543591|2||||||||||||||||||||||||4
3454359|1|2|2|287.47513191|34543591|2||||||||||||||||||||||||1
3454360|1|1|1|302.24841213|34543601|1|76|76001|3||2024-06-28|2024-06-30|2||2||2||1|2|2||2||2||2||4|
3454360|1|2|2|302.24841213|34543601|1|76|76001|3||2024-06-28|2024-06-30|2||2||2||1|2|2||2||2||2||4|
3454361|1|1|1|110.47112947|34543611|2||||||||||||||||||||||||2
3454361|1|2|2|110.47112947|34543611|2||||||||||||||||||||||||2
3454362|1|1|1|130.06457542|34543621|2||||||||||||||||||||||||2
3454362|1|2|2|130.06457542|34543621|2||||||||||||||||||||||||2
3454362|1|3|3|130.06457542|34543621|2||||||||||||||||||||||||4
3454362|1|4|4|130.06457542|34543621|2||||||||||||||||||||||||2
3454363|1|1|1|219.83519161|34543631|2||||||||||||||||||||||||2
3454363|1|2|2|219.83519161|34543631|2||||||||||||||||||||||||2
3454363|1|3|3|219.83519161|34543631|2||||||||||||||||||||||||2
3454364|1|1|1|177.29662648|34543641|2||||||||||||||||||||||||1
3454364|1|2|2|177.29662648|34543641|2||||||||||||||||||||||||1
3454365|1|1|1|192.93164652|34543651|2||||||||||||||||||||||||4
3454366|1|1|1|241.26668257|34543661|2||||||||||||||||||||||||1
3454366|1|2|2|241.26668257|34543661|2||||||||||||||||||||||||4
3454366|1|3|3|241.26668257|34543661|2||||||||||||||||||||||||4
3454367|1|1|1|278.63064512|34543671|2||||||||||||||||||||||||2
3454367|1|2|2|278.63064512|34543671|2||||||||||||||||||||||||2
3454367|1|3|3|278.63064512|34543671|2||||||||||||||||||||||||2
3454368|1|1|1|148.37925429|34543681|2||||||||||||||||||||||||2
3454368|1|2|2|148.37925429|34543681|2||||||||||||||||||||||||2
3454369|1|1|1|232.05452015|34543691|2||||||||||||||||||||||||2
3454370|1|1|1|302.12274077|34543701|2||||||||||||||||||||||||2
3454370|1|2|2|302.12274077|34543701|2||||||||||||||||||||||||2
3454370|1|3|3|302.12274077|34543701|2||||||||||||||||||||||||2
3454371|1|1|1|277.52719468|34543711|2||||||||||||||||||||||||4
3454371|1|2|2|277.52719468|34543711|2||||||||||||||||||||||||4
3454371|1|4|4|277.52719468|34543711|2||||||||||||||||||||||||7
3454372|1|1|1|148.37925429|34543721|2||||||||||||||||||||||||1
3454372|1|2|2|148.37925429|34543721|2||||||||||||||||||||||||4
3454373|1|1|1|248.71189291|34543731|2||||||||||||||||||||||||1
3454373|1|2|2|248.71189291|34543731|2||||||||||||||||||||||||1
3454374|1|1|1|282.13044721|34543741|2||||||||||||||||||||||||2
3454374|1|2|2|282.13044721|34543741|2||||||||||||||||||||||||2
3454375|1|1|1|263.31593248|34543751|2||||||||||||||||||||||||2
3454375|1|2|2|263.31593248|34543751|2||||||||||||||||||||||||2
3454375|1|3|3|263.31593248|34543751|2||||||||||||||||||||||||2
3454375|1|4|4|263.31593248|34543751|2||||||||||||||||||||||||2
3454376|1|1|1|248.71189291|34543761|2||||||||||||||||||||||||2
3454376|1|2|2|248.71189291|34543761|2||||||||||||||||||||||||2
3454377|1|1|1|848.7833155|34543771|2||||||||||||||||||||||||2
3454377|1|2|2|848.7833155|34543771|2||||||||||||||||||||||||2
3454378|1|1|1|248.71189291|34543781|2||||||||||||||||||||||||2
3454378|1|2|2|248.71189291|34543781|2||||||||||||||||||||||||2
3454379|1|1|1|372.25008167|34543791|2||||||||||||||||||||||||1
3454379|1|2|2|372.25008167|34543791|2||||||||||||||||||||||||2
3454379|1|3|3|372.25008167|34543791|2||||||||||||||||||||||||1
3454380|1|1|1|457.55536749|34543801|2||||||||||||||||||||||||2
3454381|1|1|1|597.07611305|34543811|2||||||||||||||||||||||||1
3454381|1|2|2|597.07611305|34543811|2||||||||||||||||||||||||2
3454381|1|3|3|597.07611305|34543811|2||||||||||||||||||||||||1
3454381|1|4|4|597.07611305|34543811|2||||||||||||||||||||||||2
3454382|1|1|1|317.41790589|34543821|2||||||||||||||||||||||||1
3454382|1|2|2|317.41790589|34543821|2||||||||||||||||||||||||1
3454382|1|3|3|317.41790589|34543821|2||||||||||||||||||||||||1
3454383|1|1|1|266.66969305|34543831|2||||||||||||||||||||||||2
3454383|1|2|2|266.66969305|34543831|2||||||||||||||||||||||||2
3454384|1|1|1|609.69130249|34543841|2||||||||||||||||||||||||2
3454384|1|2|2|609.69130249|34543841|2||||||||||||||||||||||||2
3454385|1|1|1|211.02827277|34543851|2||||||||||||||||||||||||1
3454385|1|2|2|211.02827277|34543851|2||||||||||||||||||||||||1
3454386|1|1|1|521.65604437|34543861|2||||||||||||||||||||||||2
3454386|1|2|2|521.65604437|34543861|2||||||||||||||||||||||||2
3454386|1|3|3|521.65604437|34543861|2||||||||||||||||||||||||2
3454386|1|4|4|521.65604437|34543861|2||||||||||||||||||||||||2
3454386|1|5|5|521.65604437|34543861|2||||||||||||||||||||||||2
3454387|1|1|1|259.43426372|34543871|2||||||||||||||||||||||||2
3454387|1|2|2|259.43426372|34543871|2||||||||||||||||||||||||2
3454387|1|3|3|259.43426372|34543871|2||||||||||||||||||||||||1
3454387|1|4|4|259.43426372|34543871|2||||||||||||||||||||||||2
3454387|1|5|5|259.43426372|34543871|2||||||||||||||||||||||||2
3454387|1|6|6|259.43426372|34543871|2||||||||||||||||||||||||2
3454387|1|7|7|259.43426372|34543871|2||||||||||||||||||||||||7
3454388|1|1|1|546.32790021|34543881|2||||||||||||||||||||||||2
