Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P36|P36S1|P6007|P6007S1|P543|P544S1|P544S2|P544S3|P544S4|P544S5|P544S6|P544S7|P544S8|P544S9|P545|P546|P547
3411202|1|1|1|114.27018275|34112021|2||2||2|1|2|2|2|2|2|2|2||1||800000
3411202|1|2|2|114.27018275|34112022|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411203|1|1|1|114.27018275|34112031|2||2||1|1|2|2|2|2|2|2|2||1||700000
3411204|1|1|1|171.22970336|34112041|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411205|1|1|1|194.3719378|34112051|2||2||1|1|2|2|2|2|2|2|1||1||800000
3411206|1|1|1|299.36904577|34112061|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3411207|1|1|1|114.27018275|34112071|2||2||1|2|2|1|2|2|2|2|2||3||4000000
3411208|1|1|1|291.80945478|34112081|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3411209|1|1|1|269.46210189|34112091|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3411210|1|1|1|346.43875068|34112101|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3411213|1|1|1|386.61627584|34112131|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411214|1|1|1|297.82623995|34112141|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3411215|1|1|1|80.661305468|34112151|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411216|1|1|1|80.661305468|34112161|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411217|1|1|1|244.54500048|34112171|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411218|1|1|1|249.7418031|34112181|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411219|1|1|1|133.45192912|34112191|2||2||1|1|1|2|2|2|2|2|2||1||1400000
3411220|1|1|1|128.91205445|34112201|2||2||1|1|2|2|2|2|2|2|2||1||8000000
3411221|1|1|1|80.661305468|34112211|2||2||1|1|2|2|2|2|2|2|2||1||25000000
3411224|1|1|1|80.661305468|34112241|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3411225|1|1|1|215.0711181|34112251|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411226|1|1|1|211.31932642|34112261|2||2||2|1|2|2|2|2|2|2|2||1||2600000
3411227|1|1|1|256.62312327|34112271|2||2||2|1|2|2|2|2|2|2|2||1||4400000
3411231|1|1|1|492.03224649|34112311|2||2||2|1|2|2|2|2|2|2|2||1||1300000
3411233|1|1|1|251.8016023|34112331|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411234|1|1|1|263.12484241|34112341|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411235|1|1|1|157.97160156|34112351|2||2||1|2|2|1|2|2|2|2|2||3||3000000
3411237|1|1|1|107.54840729|34112371|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411240|1|1|1|54.332602989|34112401|2||2||1|2|2|2|2|2|2|2|2|2||1300000|
3411241|1|1|1|64.365015268|34112411|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411242|1|1|1|54.332602989|34112421|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411243|1|1|1|118.94324262|34112431|1|1|2||1|1|2|1|2|2|2|1|2||1||98
3411245|1|1|1|55.572294583|34112451|2||2||1|2|2|2|2|2|2|2|2|2||3000000|
3411246|1|1|1|165.22792631|34112461|2||2||1|2|2|2|2|2|2|2|2|2||1500000|
3411247|1|1|1|54.332602989|34112471|2||2||1|2|2|2|2|2|2|2|2|2||4000000|
3411248|1|1|1|187.03696062|34112481|2||2||2|1|2|2|2|2|2|2|2||1||400000
3411249|1|1|1|95.474284633|34112491|2||2||1|2|2|2|2|2|2|2|2|2||400000|
3411250|1|1|1|143.32468018|34112501|2||2||1|2|2|2|2|2|2|2|2|2||800000|
3411251|1|1|1|78.326141593|34112511|2||2||1|2|2|2|2|2|2|2|2|2||2000000|
3411252|1|1|1|221.01397826|34112521|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411253|1|1|1|83.389345047|34112531|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411254|1|1|1|55.253494565|34112541|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3411255|1|1|1|192.10016407|34112551|2||1|3|1|2|2|2|2|2|2|2|1||8||300000
3411256|1|1|1|61.392771739|34112561|2||2||1|2|2|1|2|2|2|2|2||3||2000000
3411257|1|1|1|61.392771739|34112571|2||2||1|2|2|2|2|2|2|2|2|2||1300000|
3411258|1|1|1|61.392771739|34112581|2||2||1|1|2|2|2|2|2|1|2||1||2100000
3411259|1|1|1|78.354612427|34112591|2||2||1|2|2|2|2|2|2|2|2|2||2500000|
3411260|1|1|1|61.392771739|34112601|2||2||1|1|2|2|2|2|2|1|2||1||5000000
3411261|1|1|1|55.253494565|34112611|2||2||2|2|2|2|2|2|2|2|1||8||500000
3411262|1|1|1|154.37205467|34112621|2||2||1|1|2|2|1|2|2|2|2||1||1000000
3411263|1|1|1|227.87871807|34112631|2||2||1|2|2|1|2|2|2|2|2||3||2600000
3411264|1|1|1|320.15111171|34112641|2||2||2|1|2|2|2|2|2|2|2||1||1500000
3411265|1|1|1|196.03955969|34112651|2||2||1|1|2|2|2|2|2|2|2||1||400000
3411266|1|1|1|137.21960415|34112661|2||2||1|1|2|1|2|2|2|2|2||3||1300000
3411268|1|1|1|260.18458064|34112681|2||2||1|1|2|2|1|2|2|2|2||1||1500000
3411269|1|1|1|320.15111171|34112691|2||2||2|2|2|1|2|2|2|2|2||3||1500000
3411270|1|1|1|384.67801528|34112701|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411271|1|1|1|320.15111171|34112711|2||2||1|2|2|1|2|2|2|2|2||3||2600000
3411272|1|1|1|196.03955969|34112721|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411273|1|1|1|246.26151349|34112731|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3411274|1|1|1|340.95534985|34112741|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3411275|1|1|1|340.83132598|34112751|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411276|1|1|1|384.67801528|34112761|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411277|1|1|1|548.87841659|34112771|2||2||1|1|2|1|2|2|2|2|2||3||1500000
3411278|1|1|1|94.16680532|34112781|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411279|1|1|1|51.363756853|34112791|2||2||1|2|2|1|2|2|2|2|2||3||1300000
3411280|1|1|1|100.7037742|34112801|2||2||1|1|2|2|2|2|2|1|2||1||3500000
3411281|1|1|1|42.135701956|34112811|2||2||1|1|2|1|2|2|2|2|2||3||1300000
3411282|1|1|1|99.602791396|34112821|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411283|1|1|1|78.463795162|34112831|2||2||1|1|2|2|2|2|2|2|2||1||700000
3411284|1|1|1|64.683406782|34112841|2||2||1|1|2|2|2|2|2|2|1||8||2800000
3411285|1|1|1|62.242037063|34112851|2||2||1|1|1|2|2|2|2|2|2||1||500000
3411286|1|1|1|52.572315838|34112861|2||2||1|1|2|2|2|2|2|2|2||1||2200000
3411287|1|1|1|67.444536452|34112871|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411288|1|1|1|74.755575715|34112881|2||2||2|1|2|2|2|2|2|2|2||1||1800000
3411289|1|1|1|67.135665248|34112891|2||2||2|1|2|2|2|2|2|2|2||1||480000
3411291|1|1|1|90.392547782|34112911|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411292|1|1|1|105.73268689|34112921|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411293|1|1|1|67.135665248|34112931|2||2||2|1|2|2|2|2|1|2|2||1||850000
3411294|1|1|1|119.8443564|34112941|2||2||1|1|2|2|2|2|2|2|2||1||360000
3411294|1|2|2|119.8443564|34112942|2||2||1|1|1|2|2|2|2|2|2||1||910000
3411294|1|3|3|119.8443564|34112943|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411295|1|1|1|108.51374494|34112951|2||2||2|1|2|2|2|2|2|2|2||1||800000
3411296|1|1|1|76.382882939|34112961|2||2||2|1|2|2|2|2|2|2|2||1||800000
3411297|1|1|1|114.76354292|34112971|1|1|2||2|1|2|2|2|2|2|2|2||1||1300000
3411298|1|1|1|325.47704667|34112981|2||2||1|1|2|2|2|2|2|2|2||1||9000000
3411299|1|1|1|249.97134303|34112991|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411300|1|1|1|535.75469605|34113001|2||2||1|1|2|1|2|2|2|2|2||1||7000000
3411301|1|1|1|588.11923342|34113011|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411302|1|1|1|588.11923342|34113021|2||2||1|2|2|2|2|2|2|2|1||8||1500000
3411303|1|1|1|511.14106358|34113031|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411304|1|1|1|397.01330953|34113041|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411305|1|1|1|508.82650831|34113051|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411306|1|1|1|452.08885271|34113061|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411307|1|1|1|402.12985504|34113071|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411308|1|1|1|506.02451807|34113081|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411309|1|1|1|553.66896048|34113091|2||2||1|2|2|2|2|2|2|2|1||8||500000
3411310|1|1|1|538.16023575|34113101|2||2||1|2|2|1|2|2|2|2|2||3||1600000
3411311|1|1|1|455.24957215|34113111|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411312|1|1|1|460.4608685|34113121|2||2||1|1|2|2|2|2|2|2|2||1||400000
3411313|1|1|1|477.56479221|34113131|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411314|1|1|1|510.18404612|34113141|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411315|1|1|1|518.24922143|34113151|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411316|1|1|1|371.74615394|34113161|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411317|1|1|1|455.24957215|34113171|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411318|1|1|1|258.1574378|34113181|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411320|1|1|1|393.35186309|34113201|2||2||1|2|2|2|2|2|2|2|2|2||98|
3411321|1|1|1|443.7785728|34113211|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411322|1|1|1|373.62361516|34113221|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411323|1|1|1|280.77811916|34113231|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411324|1|1|1|290.22988075|34113241|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411325|1|1|1|286.94518487|34113251|2||2||1|1|2|2|2|2|2|2|1||1||1300000
3411326|1|1|1|355.44180179|34113261|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411327|1|1|1|551.48524572|34113271|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411328|1|1|1|428.18621296|34113281|2||2||1|1|2|2|1|2|2|2|2||1||700000
3411329|1|1|1|416.78381866|34113291|2||2||1|1|1|2|2|2|2|2|2||1||2000000
3411330|1|1|1|489.6595291|34113301|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411331|1|1|1|280.87487187|34113311|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411332|1|1|1|443.64144784|34113321|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411333|1|1|1|326.31834278|34113331|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411334|1|1|1|379.63138078|34113341|2||2||1|1|2|2|2|2|2|2|1||1||500000
3411335|1|1|1|309.45795429|34113351|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411336|1|1|1|496.24789402|34113361|2||2||1|1|2|1|2|2|2|2|2||3||1700000
3411337|1|1|1|336.57377105|34113371|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411338|1|1|1|420.60854781|34113381|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411339|1|1|1|427.85562734|34113391|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411340|1|1|1|257.30862948|34113401|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411341|1|1|1|191.00735135|34113411|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411342|1|1|1|231.55387975|34113421|2||2||2|1|2|2|2|2|2|2|2||1||900000
3411343|1|1|1|304.7193098|34113431|2||2||1|1|2|2|2|2|2|2|2||1||1700000
3411344|1|1|1|327.70208561|34113441|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411345|1|1|1|305.52393117|34113451|2||2||1|1|2|2|2|2|2|2|2||1||1140000
3411346|1|1|1|554.85461023|34113461|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3411347|1|1|1|230.75665748|34113471|2||2||1|1|1|2|2|2|2|2|2||1||280000
3411348|1|1|1|239.37240398|34113481|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411349|1|1|1|241.40042779|34113491|2||2||1|1|1|2|2|2|2|2|2||1||1000000
3411350|1|1|1|263.46253008|34113501|2||2||1|2|2|2|2|2|2|1|2||7||400000
3411352|1|1|1|167.59073748|34113521|2||2||1|1|2|2|2|2|2|2|2||1||250000
3411353|1|1|1|286.45539257|34113531|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411354|1|1|1|165.6714464|34113541|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411355|1|1|1|224.95850196|34113551|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411356|1|1|1|220.95914214|34113561|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411357|1|1|1|337.7175762|34113571|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411358|1|1|1|337.7175762|34113581|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411359|1|1|1|330.50730684|34113591|2||2||1|2|2|2|2|2|2|2|1||8||450000
3411360|1|1|1|330.50730684|34113601|2||2||1|2|2|2|2|2|2|2|1||8||500000
3411362|1|1|1|250.69714865|34113621|2||2||1|2|2|2|2|2|2|2|1||8||400000
3411363|1|1|1|330.50730684|34113631|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3411364|1|1|1|337.7175762|34113641|2||2||1|2|2|2|2|2|2|2|1||8||600000
3411365|1|1|1|281.28619282|34113651|2||2||1|2|2|2|2|2|2|2|1||8||500000
3411366|1|1|1|314.35883106|34113661|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411367|1|1|1|191.21419035|34113671|2||2||1|1|1|2|2|2|2|2|2||1||480000
3411368|1|1|1|475.62972343|34113681|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411369|1|1|1|249.34846597|34113691|2||2||1|2|2|2|2|2|2|1|2||7||2000000
3411370|1|1|1|213.37812942|34113701|2||2||1|1|2|2|2|2|2|2|2||1||1360000
3411371|1|1|1|209.46043207|34113711|2||2||1|1|2|2|2|2|2|2|2||1||400000
3411372|1|1|1|253.77817612|34113721|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411373|1|1|1|233.98400541|34113731|2||2||1|1|2|2|2|2|2|2|2||1||400000
3411374|1|1|1|284.6367507|34113741|2||2||1|1|2|2|1|2|2|2|2||1||700000
3411375|1|1|1|198.80573567|34113751|2||2||2|1|2|2|2|2|2|2|2||1||700000
3411376|1|1|1|225.63245831|34113761|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411377|1|1|1|402.39773506|34113771|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411378|1|1|1|258.92709534|34113781|2||2||1|2|1|2|2|2|2|2|1||8||500000
3411379|1|1|1|360.23208128|34113791|2||2||1|2|2|2|2|2|2|2|1||8||300000
3411380|1|1|1|218.7233585|34113801|2||2||1|1|2|2|2|2|2|2|1||1||300000
3411380|1|2|2|218.7233585|34113802|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411381|1|1|1|621.18698286|34113811|2||2||1|1|2|1|2|2|2|2|2||1||3000000
3411382|1|1|1|529.01868493|34113821|2||2||1|1|2|1|2|2|2|2|2||3||2500000
3411383|1|1|1|683.26763882|34113831|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411384|1|1|1|560.19009242|34113841|2||2||1|1|2|1|2|2|2|2|2||3||99
3411385|1|1|1|525.99433506|34113851|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3411386|1|1|1|496.75280088|34113861|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411387|1|1|1|807.90555486|34113871|2||1|2|1|2|2|2|2|2|2|1|1||8||1500000
3411388|1|1|1|542.55944964|34113881|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411389|1|1|1|987.09988196|34113891|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3411390|1|1|1|631.19531272|34113901|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411391|1|1|1|761.1330529|34113911|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411392|1|1|1|770.34416778|34113921|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411393|1|1|1|783.31136002|34113931|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411394|1|1|1|822.04646729|34113941|2||2||1|1|2|1|2|2|2|2|2||3||7000000
3411395|1|1|1|642.88196507|34113951|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411396|1|1|1|770.34416778|34113961|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411397|1|1|1|807.88996751|34113971|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411398|1|1|1|1041.1387355|34113981|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411399|1|1|1|656.53148586|34113991|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411400|1|1|1|959.18280545|34114001|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411401|1|1|1|908.89337841|34114011|2||2||1|1|2|2|2|2|2|2|2||1||700000
3411402|1|1|1|851.36599084|34114021|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3411403|1|1|1|1076.368756|34114031|2||2||1|1|1|2|2|2|2|2|2||1||1500000
3411404|1|1|1|692.02327834|34114041|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411405|1|1|1|1002.1591885|34114051|2||2||1|1|2|2|2|2|2|2|1||8||1300000
3411406|1|1|1|970.10391607|34114061|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411407|1|1|1|1048.644664|34114071|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411408|1|1|1|908.89337841|34114081|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411409|1|1|1|759.76959509|34114091|2||2||1|2|2|2|2|2|2|1|1||7||600000
3411410|1|1|1|744.44473153|34114101|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411411|1|1|1|744.44473153|34114111|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411412|1|1|1|719.15330662|34114121|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411413|1|1|1|904.29839401|34114131|2||2||1|1|2|1|2|2|2|2|2||1||4000000
3411414|1|1|1|633.40344903|34114141|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411415|1|1|1|746.31307599|34114151|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3411416|1|1|1|665.38300166|34114161|2||2||1|1|1|2|2|2|2|2|2||1||1000000
3411417|1|1|1|536.84303925|34114171|2||2||1|1|2|2|2|2|2|2|2||1||700000
3411418|1|1|1|647.71208546|34114181|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411419|1|1|1|501.89453614|34114191|2||2||1|1|2|2|2|2|2|2|2||1||700000
3411420|1|1|1|535.79898544|34114201|2||2||1|1|2|2|2|2|2|2|2||1||900000
3411421|1|1|1|1023.4817371|34114211|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411421|1|2|2|1023.4817371|34114212|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411422|1|1|1|613.78387272|34114221|2||2||1|1|2|2|2|2|2|1|2||1||1200000
3411423|1|1|1|776.17935707|34114231|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411424|1|1|1|678.52963373|34114241|2||2||1|1|2|2|2|1|2|2|2||1||700000
3411425|1|1|1|285.34993191|34114251|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411426|1|1|1|398.31886019|34114261|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411427|1|1|1|418.51007234|34114271|2||2||1|1|2|1|2|2|2|2|2||3||2000000
3411428|1|1|1|459.59868484|34114281|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411429|1|1|1|338.80020824|34114291|2||2||1|1|2|2|2|2|2|2|2||1||600000
3411430|1|1|1|443.51093141|34114301|2||2||1|1|2|2|2|2|2|2|2||1||1250000
3411431|1|1|1|232.66994448|34114311|2||2||1|1|2|1|2|2|2|2|2||3||2200000
3411432|1|1|1|294.15274084|34114321|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3411433|1|1|1|250.19156707|34114331|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3411434|1|1|1|304.31250085|34114341|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411437|1|1|1|235.87719784|34114371|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411438|1|1|1|215.83544436|34114381|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411439|1|1|1|229.48310896|34114391|2||2||1|1|2|2|2|2|2|2|2||1||1900000
3411441|1|1|1|287.42973768|34114411|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411442|1|1|1|426.53573659|34114421|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3411443|1|1|1|426.53573659|34114431|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411444|1|1|1|329.24992144|34114441|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411445|1|1|1|338.80020824|34114451|2||2||1|2|2|2|2|2|2|2|1||8||600000
3411446|1|1|1|443.51093141|34114461|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411447|1|1|1|426.53573659|34114471|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411448|1|1|1|285.37357276|34114481|2||2||1|1|2|2|2|2|2|2|2||1||8000000
3411449|1|1|1|335.3895082|34114491|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411450|1|1|1|198.00715262|34114501|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411451|1|1|1|274.79770083|34114511|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3411452|1|1|1|296.27082715|34114521|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411453|1|1|1|358.83227934|34114531|2||2||1|2|2|1|2|2|2|2|2||3||2100000
3411454|1|1|1|576.69770102|34114541|2||2||1|2|2|1|2|2|2|1|2||3||3000000
3411455|1|1|1|424.03841013|34114551|2||2||1|2|2|1|2|2|2|2|2||3||2200000
3411456|1|1|1|285.62665991|34114561|2||2||1|1|2|1|2|2|2|2|2||3||2800000
3411457|1|1|1|318.98936354|34114571|2||2||1|2|2|1|2|2|2|1|2||3||4000000
3411458|1|1|1|358.83227934|34114581|2||2||1|1|2|1|2|2|2|2|2||3||6500000
3411459|1|1|1|403.60620341|34114591|2||2||1|1|2|2|2|2|2|2|2||1||6000000
3411460|1|1|1|476.31404403|34114601|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3411461|1|1|1|491.83568835|34114611|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3411462|1|1|1|734.81110615|34114621|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3411463|1|1|1|424.03841013|34114631|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3411464|1|1|1|632.21734076|34114641|2||1|1|1|2|2|1|2|2|2|2|1||3||4000000
3411465|1|1|1|306.05886664|34114651|2||2||1|1|2|1|2|2|2|2|2||1||16000000
3411466|1|1|1|491.83568835|34114661|2||2||2|1|2|2|2|2|2|2|2||1||2600000
3411467|1|1|1|576.69770102|34114671|2||2||1|1|2|2|2|2|2|2|2||1||500000
3411468|1|1|1|455.8818373|34114681|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411469|1|1|1|371.26499744|34114691|2||2||1|1|2|1|2|2|2|2|2||3||3000000
3411470|1|1|1|789.56221492|34114701|2||1|1|1|1|2|2|2|2|2|2|1||1||7000000
3411471|1|1|1|380.70008169|34114711|2||2||2|1|2|1|2|2|2|2|2||3||3300000
3411472|1|1|1|737.44989427|34114721|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3411473|1|1|1|746.14518449|34114731|2||2||1|1|2|2|2|2|2|2|2||1||2700000
3411474|1|1|1|513.59181827|34114741|2||2||1|1|2|1|2|2|2|2|2||3||2900000
3411475|1|1|1|574.88810779|34114751|2||2||1|2|2|1|2|2|2|2|2||3||1500000
3411476|1|1|1|754.79021467|34114761|2||2||1|1|1|2|2|2|2|2|2||1||2700000
3411477|1|1|1|772.08482292|34114771|2||2||1|1|1|2|2|2|2|2|2||1||2600000
3411478|1|1|1|629.42563634|34114781|2||2||1|1|2|2|2|2|2|2|2||1||1700000
3411479|1|1|1|605.54692252|34114791|2||2||1|1|2|2|2|2|2|2|2||1||2400000
3411480|1|1|1|521.3768383|34114801|2||2||1|2|2|1|2|2|2|2|2||3||3200000
3411481|1|1|1|535.35052271|34114811|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3411482|1|1|1|271.98756506|34114821|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411483|1|1|1|214.08599759|34114831|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3411484|1|1|1|631.32679254|34114841|2||2||1|1|1|2|2|2|2|2|2||1||2700000
3411485|1|1|1|221.50358795|34114851|2||1|2|1|2|2|2|2|2|2|2|1||8||900000
3411486|1|1|1|375.25716503|34114861|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3411487|1|1|1|624.53919245|34114871|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3411488|1|1|1|529.22352631|34114881|2||2||2|1|2|2|2|2|2|2|2||1||3000000
3411489|1|1|1|619.87179776|34114891|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3411490|1|1|1|1139.4206384|34114901|2||2||1|1|2|2|2|2|2|2|2||1||6800000
3411491|1|1|1|772.82231816|34114911|2||2||1|1|2|2|2|2|2|2|2||1||6000000
3411492|1|1|1|805.52943202|34114921|2||2||2|1|2|2|2|2|2|2|2||1||5000000
3411493|1|1|1|1155.637936|34114931|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3411494|1|1|1|808.43792874|34114941|1|1|2||1|1|2|2|2|2|2|2|2||1||5500000
3411495|1|1|1|1235.8055422|34114951|2||2||2|1|2|2|2|2|2|2|2||1||6000000
3411496|1|1|1|1074.511306|34114961|2||2||1|1|2|2|2|2|2|2|2||1||3600000
3411497|1|1|1|885.83245053|34114971|2||2||2|1|2|2|2|2|2|2|2||1||1800000
3411498|1|1|1|790.58246966|34114981|2||2||1|2|2|1|2|2|2|2|2||3||2600000
3411499|1|1|1|780.0262294|34114991|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3411500|1|1|1|1008.2966595|34115001|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411501|1|1|1|970.043409|34115011|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411502|1|1|1|770.91433697|34115021|2||2||1|1|2|2|2|2|2|2|2||1||800000
3411504|1|1|1|790.58246966|34115041|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3411505|1|1|1|958.7641921|34115051|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3411506|1|1|1|916.88582381|34115061|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3411507|1|1|1|851.45875196|34115071|2||2||2|1|2|2|2|2|2|2|2||1||1800000
