Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6160|P6170|P6175|P6210|P6210S1|P6220
3409835|1|3|3|512.10611588|34098351|1|2||5|11|2
3409835|1|4|4|512.10611588|34098351|1|1|1|4|00|
3409911|1|1|1|290.36701639|34099111|1|2||5|11|2
3409911|1|2|2|290.36701639|34099111|1|2||5|11|2
3409911|1|3|3|290.36701639|34099111|2|1|1|2|00|
3409912|1|1|1|199.19611447|34099121|1|2||3|05|
3409912|1|2|2|199.19611447|34099121|1|2||3|05|
3409912|1|3|3|199.19611447|34099121|1|2||5|11|2
3409912|1|4|4|199.19611447|34099121|2|2||1|00|
3409913|1|1|1|163.94085999|34099131|2|2||1|00|
3409914|1|1|1|118.44104504|34099141|2|2||1|00|
3409914|1|2|2|118.44104504|34099141|1|2||3|05|
3409915|1|1|1|149.93555929|34099151|1|2||3|05|
3409915|1|2|2|149.93555929|34099151|1|2||6|02|3
3409915|1|3|3|149.93555929|34099151|1|2||6|05|4
3409915|1|4|4|149.93555929|34099151|1|1|1|6|00|2
3409915|1|5|5|149.93555929|34099151|1|2||3|03|
3409916|1|1|1|198.14553262|34099161|1|2||3|02|
3409916|1|2|2|198.14553262|34099161|1|1|2|6|03|3
3409917|1|1|1|220.70988133|34099171|1|2||5|11|2
3409917|1|2|2|220.70988133|34099171|1|2||5|11|2
3409917|2|1|1|220.70988133|34099172|1|2||6|02|3
3409917|2|2|2|220.70988133|34099172|1|1|1|4|00|
3409918|1|1|1|248.75465984|34099181|1|1|1|6|03|3
3409918|1|2|2|248.75465984|34099181|1|1|1|6|02|3
3409919|1|1|1|158.17709334|34099191|2|2||1|00|
3409919|1|2|2|158.17709334|34099191|1|2||3|05|
3409919|1|3|3|158.17709334|34099191|1|1|1|4|07|
3409920|1|1|1|138.41513792|34099201|1|2||6|06|5
3409920|1|2|2|138.41513792|34099201|1|2||5|11|2
3409921|1|1|1|124.52849074|34099211|1|2||3|05|
3409921|1|2|2|124.52849074|34099211|1|2||3|05|
3409921|1|3|3|124.52849074|34099211|1|1|2|4|09|
3409922|1|1|1|220.09523569|34099221|1|2||6|02|3
3409922|1|2|2|220.09523569|34099221|1|2||6|06|5
3409922|1|3|3|220.09523569|34099221|1|2||6|05|4
3409922|1|4|4|220.09523569|34099221|1|1|2|4|09|
3409923|1|1|1|138.41513792|34099231|1|2||6|11|5
3409923|1|2|2|138.41513792|34099231|1|2||5|11|2
3409924|1|1|1|115.57697093|34099241|1|2||5|11|2
3409924|1|2|2|115.57697093|34099241|1|2||6|05|4
3409924|1|3|3|115.57697093|34099241|1|2||5|11|2
3409925|1|1|1|105.80455683|34099251|1|2||5|11|2
3409925|1|2|2|105.80455683|34099251|1|2||5|11|2
3409925|1|3|3|105.80455683|34099251|1|2||6|05|4
3409926|1|1|1|174.42999937|34099261|1|2||6|02|3
3409926|1|2|2|174.42999937|34099261|1|2||4|09|
3409926|1|3|3|174.42999937|34099261|1|1|1|6|04|2
3409927|1|1|1|161.25330491|34099271|1|2||5|11|2
3409928|1|1|1|160.60957928|34099281|1|2||5|11|2
3409928|1|2|2|160.60957928|34099281|1|1|1|6|04|2
3409928|1|3|3|160.60957928|34099281|1|1|1|6|00|2
3409928|1|4|4|160.60957928|34099281|1|2||5|11|2
3409929|1|1|1|222.06542562|34099291|1|1|2|6|00|2
3409929|1|2|2|222.06542562|34099291|1|1|2|6|00|2
3409930|1|1|1|217.09168656|34099301|1|2||6|06|5
3409930|1|2|2|217.09168656|34099301|1|1|1|6|04|3
3409930|1|3|3|217.09168656|34099301|1|1|1|4|09|
3409930|1|4|4|217.09168656|34099301|1|1|1|4|00|
3409931|1|1|1|162.414371|34099311|2|2||1|00|
3409931|1|2|2|162.414371|34099311|1|2||6|03|3
3409932|1|1|1|170.45276266|34099321|1|2||3|04|
3409932|1|2|2|170.45276266|34099321|1|2||5|11|2
3409932|2|1|1|170.45276266|34099322|1|2||6|02|3
3409932|2|2|2|170.45276266|34099322|1|1|1|3|04|
3409932|2|3|3|170.45276266|34099322|1|1|1|3|02|
3409933|1|1|1|106.43358849|34099331|1|2||5|11|2
3409933|1|2|2|106.43358849|34099331|1|2||5|12|2
3409933|1|3|3|106.43358849|34099331|1|2||3|02|
3409934|1|1|1|85.836342191|34099341|1|2||5|11|2
3409934|1|2|2|85.836342191|34099341|1|2||5|11|2
3409934|1|3|3|85.836342191|34099341|1|2||6|05|4
3409934|1|4|4|85.836342191|34099341|1|2||6|05|4
3409935|1|1|1|151.18811863|34099351|1|2||4|07|
3409935|1|2|2|151.18811863|34099351|1|1|1|3|03|
3409936|1|1|1|175.86064526|34099361|1|2||5|11|2
3409937|1|1|1|115.34594827|34099371|1|2||3|05|
3409937|1|2|2|115.34594827|34099371|1|2||3|05|
3409938|1|1|1|176.72177792|34099381|1|2||5|11|2
3409938|1|2|2|176.72177792|34099381|1|2||6|05|4
3409938|1|3|3|176.72177792|34099381|1|1|2|4|09|
3409939|1|1|1|131.81035919|34099391|1|2||5|11|2
3409939|1|2|2|131.81035919|34099391|1|1|2|6|02|2
3409939|1|3|3|131.81035919|34099391|1|1|1|6|00|2
3409939|1|4|4|131.81035919|34099391|1|2||5|11|2
3409940|1|1|1|85.836342191|34099401|1|2||5|11|2
3409940|1|2|2|85.836342191|34099401|1|2||4|08|
3409940|1|3|3|85.836342191|34099401|1|2||6|05|4
3409940|1|4|4|85.836342191|34099401|1|2||6|05|4
3409941|1|1|1|203.3288904|34099411|1|2||5|11|2
3409941|1|2|2|203.3288904|34099411|1|2||6|05|4
3409941|1|3|3|203.3288904|34099411|1|1|2|6|00|2
3409941|1|4|4|203.3288904|34099411|1|1|2|3|02|
3409942|1|1|1|115.34594827|34099421|1|2||6|06|5
3409942|1|2|2|115.34594827|34099421|1|2||5|11|2
3409943|1|1|1|172.53381705|34099431|1|1|1|6|05|2
3409943|1|2|2|172.53381705|34099431|1|2||6|05|4
3409944|1|1|1|115.34594827|34099441|1|2||5|11|2
3409944|1|2|2|115.34594827|34099441|1|2||5|11|2
3409945|1|1|1|201.67971893|34099451|1|2||3|02|
3409945|1|2|2|201.67971893|34099451|1|2||3|05|
3409945|1|3|3|201.67971893|34099451|1|2||5|11|2
3409945|1|4|4|201.67971893|34099451|1|1|1|4|09|
3409946|1|1|1|183.64959726|34099461|1|2||3|02|
3409947|1|1|1|231.11056229|34099471|1|2||6|07|5
3409947|1|2|2|231.11056229|34099471|1|1|1|4|06|
3409947|1|3|3|231.11056229|34099471|1|2||3|03|
3409948|1|1|1|227.68985356|34099481|1|2||3|05|
3409948|1|2|2|227.68985356|34099481|1|2||5|11|2
3409948|1|3|3|227.68985356|34099481|1|2||5|11|2
3409949|1|1|1|221.96630703|34099491|1|2||4|08|
3409949|1|2|2|221.96630703|34099491|1|1|1|6|03|3
3409950|1|1|1|272.93604509|34099501|1|2||6|03|3
3409951|1|1|1|279.83647293|34099511|1|2||5|11|2
3409951|1|2|2|279.83647293|34099511|1|2||5|11|2
3409951|1|3|3|279.83647293|34099511|1|1|1|6|02|3
3409951|1|4|4|279.83647293|34099511|1|1|2|6|03|2
3409952|1|1|1|183.64959726|34099521|1|2||5|11|2
3409953|1|1|1|335.40035713|34099531|1|1|2|6|00|2
3409953|1|2|2|335.40035713|34099531|1|1|1|4|07|
3409954|1|1|1|335.9808042|34099541|1|2||6|05|4
3409954|1|2|2|335.9808042|34099541|1|2||6|06|5
3409955|1|1|1|263.92335287|34099551|1|2||3|03|
3409955|1|2|2|263.92335287|34099551|1|2||6|02|3
3409956|1|1|1|358.87802209|34099561|1|2||3|05|
3409956|1|2|2|358.87802209|34099561|1|2||5|11|2
3409956|1|3|3|358.87802209|34099561|1|1|1|3|01|
3409956|1|4|4|358.87802209|34099561|1|1|1|5|10|1
3409957|1|1|1|341.19984313|34099571|1|2||5|11|2
3409957|1|2|2|341.19984313|34099571|1|1|1|3|01|
3409958|1|1|1|249.44076824|34099581|1|2||3|05|
3409958|1|2|2|249.44076824|34099581|1|2||6|02|3
3409958|1|3|3|249.44076824|34099581|1|2||5|11|2
3409959|1|1|1|280.3674527|34099591|1|2||6|02|3
3409959|1|2|2|280.3674527|34099591|1|1|2|5|11|2
3409960|1|1|1|241.61338665|34099601|1|2||3|05|
3409960|1|2|2|241.61338665|34099601|1|1|1|5|11|2
3410022|1|1|1|312.14644928|34100221|1|2||3|04|
3410022|1|2|2|312.14644928|34100221|1|2||6|02|3
3410022|1|3|3|312.14644928|34100221|1|2||5|11|2
3410022|1|4|4|312.14644928|34100221|1|1|1|4|06|
3410023|1|1|1|377.81980206|34100231|1|2||5|11|2
3410023|1|2|2|377.81980206|34100231|1|2||6|03|3
3410024|1|1|1|389.4521497|34100241|1|2||4|08|
3410024|1|2|2|389.4521497|34100241|1|1|1|3|01|
3410024|1|3|3|389.4521497|34100241|1|2||4|06|
3410025|1|1|1|172.06639858|34100251|1|2||5|11|2
3410025|1|2|2|172.06639858|34100251|1|2||5|11|2
3410026|1|1|1|257.74668825|34100261|1|2||5|11|2
3410026|1|2|2|257.74668825|34100261|1|2||6|02|3
3410026|1|3|3|257.74668825|34100261|1|1|1|4|09|
3410026|1|4|4|257.74668825|34100261|1|1|1|5|10|1
3410027|1|1|1|290.58336464|34100271|1|2||6|05|4
3410027|1|2|2|290.58336464|34100271|1|2||6|05|4
3410027|1|3|3|290.58336464|34100271|1|1|1|3|04|
3410028|1|1|1|170.12276658|34100281|1|2||5|11|2
3410028|1|2|2|170.12276658|34100281|1|2||5|11|2
3410028|1|3|3|170.12276658|34100281|1|1|1|3|02|
3410029|1|1|1|330.94786902|34100291|1|2||6|02|3
3410029|1|2|2|330.94786902|34100291|1|2||6|05|4
3410030|1|1|1|113.79005593|34100301|1|2||5|11|2
3410030|1|2|2|113.79005593|34100301|1|2||5|11|2
3410030|1|3|3|113.79005593|34100301|1|2||5|11|2
3410030|1|4|4|113.79005593|34100301|1|1|1|6|00|2
3410031|1|1|1|522.48579623|34100311|1|2||5|11|2
3410032|1|1|1|413.62340055|34100321|1|2||6|05|4
3410033|1|1|1|469.34089622|34100331|1|2||5|11|2
3410033|1|2|2|469.34089622|34100331|1|2||5|11|2
3410033|1|3|3|469.34089622|34100331|1|2||5|11|2
3410033|1|4|4|469.34089622|34100331|1|1|2|3|03|
3410033|1|5|5|469.34089622|34100331|1|1|2|3|01|
3410034|1|1|1|712.88023674|34100341|1|2||6|02|3
3410035|1|1|1|631.66692536|34100351|1|2||5|11|2
3410035|1|2|2|631.66692536|34100351|1|2||6|05|4
3410035|1|3|3|631.66692536|34100351|1|1|2|3|00|
3410036|1|1|1|119.66541496|34100361|1|2||4|06|
3410036|1|2|2|119.66541496|34100361|1|1|1|3|01|
3410037|1|1|1|215.94683812|34100371|1|2||6|02|3
3410037|1|2|2|215.94683812|34100371|1|2||6|02|3
3410037|1|3|3|215.94683812|34100371|1|1|1|4|06|
3410037|1|4|4|215.94683812|34100371|1|1|1|3|03|
3410038|1|1|1|305.48351358|34100381|1|2||5|11|2
3410038|1|2|2|305.48351358|34100381|1|1|2|3|04|
3410038|1|3|3|305.48351358|34100381|2|1|2|2|00|
3410039|1|1|1|180.18082158|34100391|1|2||5|11|2
3410039|1|2|2|180.18082158|34100391|1|2||5|11|2
3410039|1|3|3|180.18082158|34100391|1|1|1|4|08|
3410039|1|4|4|180.18082158|34100391|1|1|1|4|06|
3410040|1|1|1|228.38314148|34100401|1|2||3|05|
3410040|1|2|2|228.38314148|34100401|1|2||4|08|
3410040|1|3|3|228.38314148|34100401|1|2||5|11|2
3410040|1|4|4|228.38314148|34100401|1|1|1|4|06|
3410041|1|1|1|147.77415788|34100411|1|2||3|05|
3410041|1|2|2|147.77415788|34100411|1|2||3|05|
3410041|1|3|3|147.77415788|34100411|1|2||5|11|2
3410042|1|1|1|163.17799527|34100421|1|2||5|11|2
3410042|1|2|2|163.17799527|34100421|1|2||6|01|3
3410042|1|3|3|163.17799527|34100421|1|1|1|4|07|
3410043|1|1|1|126.3356423|34100431|1|2||6|01|3
3410043|1|2|2|126.3356423|34100431|1|1|1|6|03|2
3410043|1|3|3|126.3356423|34100431|1|1|1|3|02|
3410045|1|1|1|293.51185601|34100451|1|2||4|09|
3410045|1|2|2|293.51185601|34100451|1|2||5|11|2
3410045|1|3|3|293.51185601|34100451|1|1|1|5|10|1
3410045|1|4|4|293.51185601|34100451|1|1|1|4|06|
3410045|1|5|5|293.51185601|34100451|1|1|1|3|00|
3410046|1|1|1|158.38183417|34100461|1|2||5|11|2
3410046|1|2|2|158.38183417|34100461|1|1|1|3|04|
3410046|1|3|3|158.38183417|34100461|2|2||1|00|
3410047|1|1|1|239.49537229|34100471|1|2||4|08|
3410047|1|2|2|239.49537229|34100471|1|2||3|05|
3410048|1|1|1|158.38183417|34100481|1|2||4|06|
3410048|1|2|2|158.38183417|34100481|1|2||3|04|
3410048|1|3|3|158.38183417|34100481|1|2||5|11|2
3410048|1|4|4|158.38183417|34100481|1|1|1|3|02|
3410048|1|5|5|158.38183417|34100481|2|2||1|00|
3410049|1|1|1|239.49537229|34100491|1|2||5|11|2
3410049|1|2|2|239.49537229|34100491|1|2||4|08|
3410050|1|1|1|228.27186061|34100501|1|2||3|05|
3410050|1|2|2|228.27186061|34100501|1|2||5|11|2
3410050|1|3|3|228.27186061|34100501|1|1|1|4|09|
3410050|1|4|4|228.27186061|34100501|1|1|1|4|06|
3410050|1|5|5|228.27186061|34100501|1|1|1|3|03|
3410050|1|6|6|228.27186061|34100501|1|1|1|3|01|
3410051|1|1|1|525.87893336|34100511|1|2||6|03|3
3410051|1|2|2|525.87893336|34100511|1|2||6|03|3
3410052|1|1|1|390.82766901|34100521|1|2||3|05|
3410053|1|1|1|358.75185141|34100531|1|2||5|11|2
3410053|1|2|2|358.75185141|34100531|1|2||4|08|
3410053|1|3|3|358.75185141|34100531|1|1|1|6|02|2
3410053|1|4|4|358.75185141|34100531|1|2||5|11|2
3410054|1|1|1|233.14714726|34100541|1|2||4|07|
3410054|1|2|2|233.14714726|34100541|1|1|1|3|00|
3410055|1|1|1|435.41611982|34100551|2|2||3|01|
3410055|1|2|2|435.41611982|34100551|1|2||3|05|
3410055|1|3|3|435.41611982|34100551|1|2||6|01|3
3410056|1|1|1|228.69584622|34100561|1|2||5|11|2
3410056|1|2|2|228.69584622|34100561|1|2||5|11|2
3410057|1|1|1|323.92025719|34100571|1|2||3|05|
3410057|1|2|2|323.92025719|34100571|1|2||6|01|3
3410057|1|3|3|323.92025719|34100571|1|2||5|11|2
3410057|1|4|4|323.92025719|34100571|1|1|1|3|04|
3410058|1|4|4|604.95979101|34100581|1|1|2|6|03|2
3410058|1|1|1|604.95979101|34100581|1|2||4|07|
3410058|1|2|2|604.95979101|34100581|1|2||3|05|
3410058|1|3|3|604.95979101|34100581|1|2||5|11|2
3410059|1|1|1|414.87819209|34100591|1|2||5|11|2
3410059|1|2|2|414.87819209|34100591|1|2||5|11|2
3410059|1|3|3|414.87819209|34100591|1|1|1|4|08|
3410059|1|4|4|414.87819209|34100591|1|1|1|4|00|
3410060|1|1|1|151.23994775|34100601|1|2||4|07|
3410060|1|2|2|151.23994775|34100601|1|1|1|6|03|2
3410060|1|3|3|151.23994775|34100601|1|1|1|5|10|1
3410061|1|1|1|157.97160156|34100611|1|2||3|02|
3410062|1|1|1|151.23994775|34100621|1|2||4|08|
3410062|1|2|2|151.23994775|34100621|1|2||3|05|
3410062|1|3|3|151.23994775|34100621|1|2||5|11|2
3410062|1|4|4|151.23994775|34100621|1|2||5|11|2
3410063|1|1|1|151.23994775|34100631|2|2||3|01|
3410063|1|2|2|151.23994775|34100631|1|2||3|04|
3410063|1|3|3|151.23994775|34100631|1|1|1|4|09|
3410063|1|4|4|151.23994775|34100631|1|1|1|4|06|
3410064|1|1|1|196.48718308|34100641|1|2||3|05|
3410064|1|2|2|196.48718308|34100641|1|2||5|11|2
3410064|1|3|3|196.48718308|34100641|1|1|1|4|08|
3410064|1|4|4|196.48718308|34100641|1|2||4|06|
3410064|1|5|5|196.48718308|34100641|1|2||5|10|1
3410064|2|1|1|196.48718308|34100642|1|2||3|05|
3410065|1|1|1|151.23994775|34100651|1|2||4|07|
3410065|1|2|2|151.23994775|34100651|1|2||5|11|2
3410065|1|3|3|151.23994775|34100651|1|2||6|01|3
3410066|1|1|1|173.8456088|34100661|1|2||5|11|2
3410066|1|2|2|173.8456088|34100661|1|1|1|3|01|
3410066|1|3|3|173.8456088|34100661|1|1|1|3|01|
3410067|1|1|1|127.64310929|34100671|1|1|1|6|00|2
3410067|1|2|2|127.64310929|34100671|1|2||5|11|2
3410068|1|1|1|121.74318136|34100681|1|2||5|10|1
3410068|1|2|2|121.74318136|34100681|1|2||5|11|2
3410068|1|3|3|121.74318136|34100681|1|1|1|4|08|
3410068|2|1|1|121.74318136|34100682|1|2||5|11|2
3410068|2|2|2|121.74318136|34100682|1|2||5|11|2
3410068|3|1|1|121.74318136|34100683|1|2||4|06|
3410070|1|1|1|107.54840729|34100701|1|2||3|02|
3410070|1|2|2|107.54840729|34100701|1|2||4|08|
3410070|1|3|3|107.54840729|34100701|1|2||4|07|
3410070|1|4|4|107.54840729|34100701|1|2||3|04|
3410070|1|5|5|107.54840729|34100701|1|1|2|3|03|
3410070|1|6|6|107.54840729|34100701|1|2||3|02|
3410071|1|1|1|214.47477654|34100711|1|2||5|10|1
3410071|1|2|2|214.47477654|34100711|1|2||4|07|
3410071|1|3|3|214.47477654|34100711|1|1|1|3|04|
3410071|1|4|4|214.47477654|34100711|2|1|1|2|01|
3410071|2|1|1|214.47477654|34100712|1|2||4|08|
3410071|2|2|2|214.47477654|34100712|1|1|1|2|01|
3410072|1|2|2|365.14759098|34100721|1|2||5|11|2
3410072|1|1|1|365.14759098|34100721|1|2||5|11|2
3410073|1|1|1|107.54840729|34100731|1|2||4|07|
3410073|1|2|2|107.54840729|34100731|1|2||3|05|
3410073|1|3|3|107.54840729|34100731|1|2||4|06|
3410073|1|4|4|107.54840729|34100731|1|1|1|4|06|
3410073|1|5|5|107.54840729|34100731|1|1|1|4|07|
3410074|1|1|1|248.64072554|34100741|1|1|1|6|02|2
3410074|1|2|2|248.64072554|34100741|1|1|1|4|07|
3410075|1|1|1|62.160181386|34100751|1|2||3|05|
3410075|1|2|2|62.160181386|34100751|1|2||4|07|
3410075|1|3|3|62.160181386|34100751|2|2||1|00|
3410076|1|1|1|161.24026521|34100761|1|2||6|01|3
3410076|1|2|2|161.24026521|34100761|1|1|1|4|07|
3410077|1|1|1|69.447943395|34100771|1|2||6|02|3
3410077|1|2|2|69.447943395|34100771|1|1|1|3|04|
3410078|1|1|1|62.160181386|34100781|1|2||5|11|2
3410078|1|2|2|62.160181386|34100781|1|2||3|04|
3410079|1|1|1|164.66687981|34100791|1|1|1|6|05|3
3410079|1|2|2|164.66687981|34100791|1|1|1|6|04|2
3410079|1|3|3|164.66687981|34100791|1|1|1|4|07|
3410079|1|4|4|164.66687981|34100791|2|2||1|00|
3410080|1|2|2|62.160181386|34100801|1|1|1|6|02|2
3410080|1|1|1|62.160181386|34100801|1|2||6|01|3
3410081|1|1|1|62.160181386|34100811|1|2||5|11|2
3410082|1|1|1|180.92983819|34100821|1|2||5|11|2
3410083|1|1|1|60.081564954|34100831|1|2||4|06|
3410083|1|2|2|60.081564954|34100831|1|2||5|11|2
3410084|1|1|1|81.704828917|34100841|1|1|1|6|04|2
3410084|1|2|2|81.704828917|34100841|1|2||5|11|2
3410084|1|3|3|81.704828917|34100841|1|1|1|4|00|
3410086|1|1|1|86.280464631|34100861|1|2||5|11|2
3410086|1|2|2|86.280464631|34100861|1|2||4|07|
3410087|1|1|1|45.955676123|34100871|1|1|1|6|07|4
3410087|1|2|2|45.955676123|34100871|2|2||1|00|
3410088|1|1|1|41.133157065|34100881|1|2||6|05|4
3410089|1|1|1|119.05104676|34100891|1|2||6|06|4
3410089|1|2|2|119.05104676|34100891|1|2||6|04|4
3410089|1|3|3|119.05104676|34100891|1|1|1|3|04|
3410089|1|4|4|119.05104676|34100891|2|1|1|3|00|
3410090|1|1|1|53.262693993|34100901|1|2||4|09|
3410091|1|1|1|164.53262826|34100911|1|1|1|6|01|2
3410091|1|2|2|164.53262826|34100911|1|1|1|4|07|
3410092|1|1|1|41.133157065|34100921|1|2||6|05|4
3410092|1|2|2|41.133157065|34100921|1|2||6|05|4
3410093|1|1|1|84.235555981|34100931|1|2||5|11|2
3410093|1|2|2|84.235555981|34100931|1|2||5|11|2
3410093|1|3|3|84.235555981|34100931|1|1|1|4|07|
3410094|1|1|1|41.133157065|34100941|1|1|1|6|00|2
3410094|1|2|2|41.133157065|34100941|1|2||6|01|2
3410095|1|1|1|41.133157065|34100951|1|2||6|05|4
3410095|1|2|2|41.133157065|34100951|1|2||6|02|3
3410096|1|1|1|67.306027099|34100961|1|1|1|6|08|4
3410096|1|2|2|67.306027099|34100961|1|2||6|05|4
3410096|1|3|3|67.306027099|34100961|1|1|1|6|00|2
3410097|1|1|1|61.73150524|34100971|1|2||6|05|4
3410097|1|2|2|61.73150524|34100971|2|1|1|2|00|
3410098|1|1|1|59.560077527|34100981|1|2||5|11|2
3410098|1|2|2|59.560077527|34100981|1|2||3|01|
3410098|1|3|3|59.560077527|34100981|1|2||5|11|2
3410098|1|4|4|59.560077527|34100981|1|1|1|4|07|
3410099|1|1|1|66.483698924|34100991|2|2||1|00|
3410099|1|2|2|66.483698924|34100991|1|2||6|05|4
3410100|1|1|1|66.483698924|34101001|1|2||5|10|1
3410100|1|2|2|66.483698924|34101001|1|2||6|00|2
3410101|1|1|1|55.253494565|34101011|1|2||6|02|3
3410101|1|2|2|55.253494565|34101011|1|2||3|03|
3410102|1|1|1|192.10016407|34101021|1|1|1|6|03|2
3410103|1|1|1|90.411081178|34101031|1|2||6|05|4
3410103|1|2|2|90.411081178|34101031|1|2||6|05|4
3410103|1|3|3|90.411081178|34101031|1|1|1|4|07|
3410104|1|1|1|52.797783696|34101041|1|2||3|02|
3410104|1|2|2|52.797783696|34101041|1|1|1|6|04|2
3410104|1|3|3|52.797783696|34101041|1|1|1|3|02|
3410105|1|1|1|100.7573952|34101051|1|2||5|11|2
3410106|1|1|1|52.797783696|34101061|1|2||6|05|4
3410106|1|2|2|52.797783696|34101061|1|2||6|05|4
3410106|1|3|3|52.797783696|34101061|1|1|1|6|01|2
3410107|1|1|1|178.72420682|34101071|1|2||6|02|3
3410107|1|2|2|178.72420682|34101071|1|1|1|6|04|2
3410108|1|1|1|52.797783696|34101081|1|1|1|6|01|2
3410108|1|2|2|52.797783696|34101081|1|2||6|05|4
3410110|1|1|1|52.797783696|34101101|1|2||6|05|4
3410111|1|1|1|230.08121839|34101111|2|2||1|00|
3410111|1|2|2|230.08121839|34101111|1|2||3|01|
3410111|1|3|3|230.08121839|34101111|1|2||4|06|
3410111|1|4|4|230.08121839|34101111|2|2||1|00|
3410111|1|6|6|230.08121839|34101111|2|1|1|2|01|
3410111|1|7|7|230.08121839|34101111|2|2||1|00|
3410111|1|9|9|230.08121839|34101111|1|2||3|01|
3410112|1|1|1|57.520304599|34101121|1|2||6|05|4
3410112|1|2|2|57.520304599|34101121|1|2||5|11|2
3410112|1|3|3|57.520304599|34101121|1|2||5|11|2
3410113|1|1|1|75.135847436|34101131|1|2||3|03|
3410113|1|2|2|75.135847436|34101131|1|2||5|11|2
3410113|1|3|3|75.135847436|34101131|1|2||5|11|2
3410113|1|4|4|75.135847436|34101131|1|1|2|4|07|
3410113|1|5|5|75.135847436|34101131|1|2||5|11|2
3410113|1|6|6|75.135847436|34101131|1|2||3|03|
3410114|1|1|1|62.003567887|34101141|1|2||5|10|1
3410114|1|2|2|62.003567887|34101141|1|2||6|03|3
3410114|1|3|3|62.003567887|34101141|1|1|1|6|03|2
3410114|1|4|4|62.003567887|34101141|1|1|1|6|03|2
3410115|1|1|1|81.53952176|34101151|1|2||6|05|4
3410115|1|2|2|81.53952176|34101151|1|2||6|05|4
3410116|1|1|1|58.993155192|34101161|1|2||6|05|4
3410116|1|2|2|58.993155192|34101161|1|1|2|6|04|2
3410116|1|3|3|58.993155192|34101161|2|1|2|2|00|
3410117|1|1|1|162.59358597|34101171|1|2||6|01|3
3410117|1|2|2|162.59358597|34101171|1|2||6|05|4
3410117|1|3|3|162.59358597|34101171|1|2||5|11|2
3410118|1|1|1|199.25048239|34101181|1|2||5|11|2
3410118|1|2|2|199.25048239|34101181|1|2||6|01|3
3410118|1|3|3|199.25048239|34101181|1|1|1|6|02|2
3410118|1|4|4|199.25048239|34101181|1|2||6|05|4
3410118|1|5|5|199.25048239|34101181|1|2||5|11|2
3410118|1|7|7|199.25048239|34101181|1|2||6|05|4
3410118|1|8|8|199.25048239|34101181|1|1|1|5|10|1
3410119|1|1|1|230.08121839|34101191|1|1|1|6|03|2
3410119|1|2|2|230.08121839|34101191|1|1|1|6|04|2
3410119|1|3|3|230.08121839|34101191|1|1|1|3|01|
3410120|1|1|1|57.520304599|34101201|1|1|2|6|08|5
3410120|1|2|2|57.520304599|34101201|1|1|1|6|07|5
3410121|1|1|1|131.35301046|34101211|1|2||6|05|4
3410121|1|2|2|131.35301046|34101211|1|1|1|6|04|2
3410121|1|3|3|131.35301046|34101211|1|1|1|3|01|
3410122|1|1|1|136.62393508|34101221|1|2||6|05|4
3410122|1|2|2|136.62393508|34101221|2|1|1|2|00|
3410123|1|1|1|171.75103363|34101231|1|2||5|11|2
3410123|1|2|2|171.75103363|34101231|1|1|1|4|09|
3410123|1|3|3|171.75103363|34101231|2|2||1|00|
3410124|1|1|1|48.754712545|34101241|1|2||6|02|3
3410124|1|2|2|48.754712545|34101241|1|2||6|05|4
3410125|1|1|1|40.519229348|34101251|1|2||3|05|
3410125|1|2|2|40.519229348|34101251|1|2||3|01|
3410126|1|1|1|92.529460572|34101261|1|2||5|11|2
3410126|1|2|2|92.529460572|34101261|1|2||5|11|2
3410126|1|3|3|92.529460572|34101261|1|1|1|3|02|
3410126|1|4|4|92.529460572|34101261|2|1|1|3|00|
3410127|1|1|1|162.07691739|34101271|1|2||6|02|3
3410127|1|2|2|162.07691739|34101271|1|2||3|02|
3410127|1|3|3|162.07691739|34101271|1|2||6|05|4
3410127|1|4|4|162.07691739|34101271|1|1|1|6|02|2
3410127|1|5|5|162.07691739|34101271|1|1|1|6|04|2
3410127|1|6|6|162.07691739|34101271|1|1|1|6|01|2
3410127|1|7|7|162.07691739|34101271|1|1|1|4|06|
3410128|1|1|1|132.08311543|34101281|1|2||5|11|2
3410128|1|2|2|132.08311543|34101281|1|2||5|11|2
3410128|1|3|3|132.08311543|34101281|1|1|1|4|09|
3410128|1|4|4|132.08311543|34101281|1|1|1|4|08|
3410129|1|1|1|132.08311543|34101291|1|2||6|02|3
3410129|1|2|2|132.08311543|34101291|1|2||4|08|
3410129|1|3|3|132.08311543|34101291|1|1|1|6|01|2
3410129|1|4|4|132.08311543|34101291|1|1|1|4|09|
3410130|1|1|1|140.19505554|34101301|1|2||4|07|
3410130|1|2|2|140.19505554|34101301|1|1|1|4|06|
3410130|1|3|3|140.19505554|34101301|2|1|1|2|00|
3410131|1|1|1|77.325442829|34101311|1|2||3|02|
3410132|1|1|1|91.851062457|34101321|1|2||5|11|2
3410132|1|2|2|91.851062457|34101321|1|1|1|4|07|
3410132|1|3|3|91.851062457|34101321|1|1|1|3|02|
3410132|1|4|4|91.851062457|34101321|2|1|1|2|01|
3410132|1|6|6|91.851062457|34101321|2|2||1|00|
3410132|1|7|7|91.851062457|34101321|1|2||5|11|2
3410133|1|1|1|331.32519151|34101331|1|2||3|03|
3410133|1|2|2|331.32519151|34101331|1|2||3|02|
3410134|1|1|1|432.76276719|34101341|1|2||3|05|
