Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6240|P6250|P6260|P6270|P6280|P6300|P6310|P7430|P6330|P6340|P6351
3409624|1|1|1|2446.8408857|34096241|1||||||||||
3409624|1|2|2|2446.8408857|34096241|1||||||||||
3409625|1|1|1|2152.596381|34096251|1||||||||||
3409625|1|2|2|2152.596381|34096251|4|1|||||||||
3409625|1|3|3|2152.596381|34096251|2|2|2|2|1||||||1
3409625|1|4|4|2152.596381|34096251|3|2|2|2|2|2|||||
3409626|1|1|1|2061.4444071|34096261|1||||||||||
3409626|1|2|2|2061.4444071|34096261|2|2|2|2|1||||||1
3409626|1|3|3|2061.4444071|34096261|4|2|2|2|2|2|||||
3409627|1|1|1|1571.2723199|34096271|1||||||||||
3409627|1|2|2|1571.2723199|34096271|4|1|||||||||
3409627|1|3|3|1571.2723199|34096271|2|2|2|2|1||||||1
3409627|1|4|4|1571.2723199|34096271|3|2|2|2|2|2|||||
3409628|1|1|1|2257.515059|34096281|4|2|2|2|2|2|||||
3409628|1|2|2|2257.515059|34096281|6|2|2|2|2|2|||||
3409628|1|3|3|2257.515059|34096281|1||||||||||
3409628|1|4|4|2257.515059|34096281|3|2|2|2|2|2|||||
3409630|1|1|1|1974.2704957|34096301|4|2|2|2|2|2|||||
3409630|1|2|2|1974.2704957|34096301|1||||||||||
3409631|1|1|1|1924.9922282|34096311|3|2|2|2|2|2|||||
3409631|1|2|2|1924.9922282|34096311|4|2|2|2|2|2|||||
3409632|1|1|1|2459.7254142|34096321|4|1|||||||||
3409634|1|1|1|2579.8855265|34096341|1||||||||||
3409635|1|1|1|2382.9163427|34096351|1||||||||||
3409637|1|1|1|2157.1055002|34096371|4|2|2|2|2|2|||||
3409637|1|2|2|2157.1055002|34096371|1||||||||||
3409637|1|3|3|2157.1055002|34096371|6|2|1||||||||
3409637|1|4|4|2157.1055002|34096371|6|2|1||||||||
3409637|1|5|5|2157.1055002|34096371|3|2|2|2|2|2|||||
3409637|1|6|6|2157.1055002|34096371|3|2|2|2|2|2|||||
3409638|1|3|3|943.06287346|34096381|3|2|2|2|2|2|||||
3409638|1|1|1|943.06287346|34096381|1||||||||||
3409638|1|2|2|943.06287346|34096381|4|2|2|2|2|1|10||||
3409639|1|1|1|1192.4609968|34096391|1||||||||||
3409639|1|2|2|1192.4609968|34096391|1||||||||||
3409639|1|4|4|1192.4609968|34096391|4|2|2|1|||||||
3409639|1|5|5|1192.4609968|34096391|3|2|2|2|2|2|||||
3409640|1|1|1|531.29504499|34096401|1||||||||||
3409640|1|2|2|531.29504499|34096401|4|2|2|2|2|1|10||||
3409640|1|3|3|531.29504499|34096401|1||||||||||
3409640|1|4|4|531.29504499|34096401|1||||||||||
3409640|1|5|5|531.29504499|34096401|1||||||||||
3409640|1|6|6|531.29504499|34096401|4|2|2|2|2|2|||||
3409641|1|1|1|993.23445647|34096411|1||||||||||
3409641|1|2|2|993.23445647|34096411|1||||||||||
3409641|1|3|3|993.23445647|34096411|1||||||||||
3409641|1|4|4|993.23445647|34096411|3|2|2|2|2|1|12||||
3409642|1|1|1|969.16327189|34096421|4|2|2|2|2|2|||||
3409643|1|1|1|852.82762085|34096431|4|2|2|2|2|2|||||
3409643|1|2|2|852.82762085|34096431|2|2|2|2|1||||||1
3409643|1|3|3|852.82762085|34096431|1||||||||||
3409644|1|1|1|1063.5618684|34096441|1||||||||||
3409645|1|1|1|1013.1228835|34096451|4|2|2|2|2|1|8|2||2|
3409645|1|2|2|1013.1228835|34096451|4|2|2|2|2|1|9||||
3409645|1|3|3|1013.1228835|34096451|3|2|2|2|2|1|12||||
3409645|1|4|4|1013.1228835|34096451|1||||||||||
3409645|1|5|5|1013.1228835|34096451|1||||||||||
3409646|1|1|1|1122.817137|34096461|1||||||||||
3409646|1|2|2|1122.817137|34096461|3|2|2|2|2|2|||||
3409646|1|3|3|1122.817137|34096461|4|2|2|2|2|2|||||
3409647|1|1|1|1063.5618684|34096471|1||||||||||
3409648|1|1|1|792.4652368|34096481|1||||||||||
3409648|1|2|2|792.4652368|34096481|4|2|2|2|2|1|11||||
3409649|1|1|1|1524.3472918|34096491|1||||||||||
3409649|1|2|2|1524.3472918|34096491|1||||||||||
3409650|1|1|1|1237.0838888|34096501|1||||||||||
3409650|1|2|2|1237.0838888|34096501|4|2|2|2|2|1|7|2||2|
3409650|1|3|3|1237.0838888|34096501|4|2|2|2|1||||||1
3409650|1|4|4|1237.0838888|34096501|1||||||||||
3409651|1|1|1|8870.0981267|34096511|1||||||||||
3409652|1|1|1|6393.8459387|34096521|1||||||||||
3409652|1|2|2|6393.8459387|34096521|6|2|2|2|2|2|||||
3409653|1|1|1|8230.1459812|34096531|4|2|2|2|2|2|||||
3409653|1|2|2|8230.1459812|34096531|4|2|2|2|2|2|||||
3409653|1|3|3|8230.1459812|34096531|2|2|2|2|1||||||1
3409654|1|1|1|7584.1954459|34096541|1||||||||||
3409655|1|1|1|7149.8393932|34096551|1||||||||||
3409655|1|2|2|7149.8393932|34096551|4|2|2|2|2|2|||||
3409656|1|1|1|9325.1439979|34096561|4|2|1||||||||
3409656|1|2|2|9325.1439979|34096561|1||||||||||
3409657|1|1|1|8435.742074|34096571|1||||||||||
3409657|1|2|2|8435.742074|34096571|1||||||||||
3409658|1|1|1|5107.9432579|34096581|2|1|||||||||
3409658|1|2|2|5107.9432579|34096581|3|2|2|2|2|2|||||
3409659|1|1|1|7584.1954459|34096591|1||||||||||
3409660|1|1|1|6637.4883941|34096601|1||||||||||
3409661|1|1|1|2667.3688885|34096611|1||||||||||
3409661|1|2|2|2667.3688885|34096611|1||||||||||
3409661|1|3|3|2667.3688885|34096611|3|2|2|2|2|2|||||
3409661|1|4|4|2667.3688885|34096611|3|1|||||||||
3409661|1|5|5|2667.3688885|34096611|3|2|2|2|2|2|||||
3409662|1|1|1|7112.4924673|34096621|1||||||||||
3409662|1|2|2|7112.4924673|34096621|1||||||||||
3409663|1|1|1|7112.4924673|34096631|1||||||||||
3409663|1|2|2|7112.4924673|34096631|4|2|2|2|2|2|||||
3409664|1|1|1|4245.2243514|34096641|1||||||||||
3409664|1|2|2|4245.2243514|34096641|1||||||||||
3409664|1|3|3|4245.2243514|34096641|3|2|2|2|2|2|||||
3409664|1|4|4|4245.2243514|34096641|3|2|2|2|2|2|||||
3409665|1|1|1|4294.6364305|34096651|1||||||||||
3409665|1|2|2|4294.6364305|34096651|1||||||||||
3409666|1|1|1|4234.0519678|34096661|4|2|1||||||||
3409667|1|1|1|6518.2695804|34096671|1||||||||||
3409667|1|2|2|6518.2695804|34096671|4|2|2|2|2|2|||||
3409668|1|1|1|6564.9359348|34096681|4|2|2|2|2|2|||||
3409669|1|1|1|8064.5483988|34096691|1||||||||||
3409670|1|1|1|6564.9359348|34096701|4|2|2|2|2|2|||||
3409673|1|1|1|4606.8680355|34096731|1||||||||||
3409673|1|2|2|4606.8680355|34096731|1||||||||||
3409673|1|3|3|4606.8680355|34096731|3|2|2|2|2|2|||||
3409673|1|4|4|4606.8680355|34096731|3|2|2|2|2|2|||||
3409674|1|1|1|5512.6537783|34096741|4|2|2|2|2|2|||||
3409674|1|2|2|5512.6537783|34096741|1||||||||||
3409676|1|1|1|4606.8680355|34096761|1||||||||||
3409676|1|2|2|4606.8680355|34096761|1||||||||||
3409676|1|3|3|4606.8680355|34096761|1||||||||||
3409676|1|4|4|4606.8680355|34096761|3|2|2|2|2|2|||||
3409677|1|1|1|5512.6537783|34096771|1||||||||||
3409677|1|2|2|5512.6537783|34096771|4|2|2|2|2|2|||||
3409678|1|1|1|5234.6192596|34096781|1||||||||||
3409678|1|2|2|5234.6192596|34096781|4|2|2|2|2|2|||||
3409679|1|1|1|7229.0572951|34096791|4|2|2|2|2|2|||||
3409679|1|2|2|7229.0572951|34096791|1||||||||||
3409681|1|1|1|3179.954142|34096811|1||||||||||
3409681|1|2|2|3179.954142|34096811|1||||||||||
3409681|1|3|3|3179.954142|34096811|1||||||||||
3409681|1|4|4|3179.954142|34096811|4|2|2|2|2|2|||||
3409683|1|1|1|5330.4217613|34096831|4|2|2|2|2|2|||||
3409683|1|2|2|5330.4217613|34096831|4|2|2|2|2|2|||||
3409685|1|1|1|5401.629253|34096851|1||||||||||
3409685|1|2|2|5401.629253|34096851|4|2|2|2|2|2|||||
3409685|1|3|3|5401.629253|34096851|1||||||||||
3409686|1|1|1|3404.2513093|34096861|1||||||||||
3409686|1|2|2|3404.2513093|34096861|4|2|2|2|2|2|||||
3409686|1|3|3|3404.2513093|34096861|3|2|2|2|2|2|||||
3409687|1|1|1|6324.5887734|34096871|1||||||||||
3409687|1|2|2|6324.5887734|34096871|4|2|2|2|2|2|||||
3409687|1|3|3|6324.5887734|34096871|1||||||||||
3409688|1|1|1|6330.6703465|34096881|6|2|2|2|2|2|||||
3409688|1|2|2|6330.6703465|34096881|1||||||||||
3409690|1|1|1|6955.8296028|34096901|6|1|||||||||
3409690|1|2|2|6955.8296028|34096901|4|2|2|2|2|1|11||||
3409690|1|3|3|6955.8296028|34096901|2|2|2|2|1||||||1
3409691|1|1|1|5974.4936725|34096911|2|2|2|2|1||||||1
3409691|1|2|2|5974.4936725|34096911|1||||||||||
3409693|1|1|1|3590.4178968|34096931|4|2|2|2|2|2|||||
3409693|1|2|2|3590.4178968|34096931|4|2|2|2|2|2|||||
3409693|1|3|3|3590.4178968|34096931|4|2|2|2|2|2|||||
3409693|1|4|4|3590.4178968|34096931|4|2|2|2|2|2|||||
3409693|1|5|5|3590.4178968|34096931|1||||||||||
3409695|1|1|1|4021.3826909|34096951|4|2|2|2|2|2|||||
3409697|1|1|1|652.21952103|34096971|1||||||||||
3409697|1|2|2|652.21952103|34096971|1||||||||||
3409698|1|1|1|634.50925338|34096981|4|2|1||||||||
3409698|1|2|2|634.50925338|34096981|1||||||||||
3409699|1|1|1|785.16928302|34096991|1||||||||||
3409699|1|2|2|785.16928302|34096991|1||||||||||
3409700|1|1|1|818.04153158|34097001|1||||||||||
3409700|1|2|2|818.04153158|34097001|4|1|||||||||
3409701|1|1|1|626.13553142|34097011|4|1|||||||||
3409701|1|2|2|626.13553142|34097011|1||||||||||
3409701|1|3|3|626.13553142|34097011|3|2|2|2|2|2|||||
3409701|1|4|4|626.13553142|34097011|3|2|2|2|2|2|||||
3409706|1|1|1|748.22293855|34097061|1||||||||||
3409706|1|2|2|748.22293855|34097061|4|1|||||||||
3409706|1|3|3|748.22293855|34097061|3|2|2|2|2|2|||||
3409706|1|4|4|748.22293855|34097061|3|2|2|2|2|2|||||
3409706|1|5|5|748.22293855|34097061|3|2|2|2|2|2|||||
3409708|1|1|1|466.44806515|34097081|4|1|||||||||
3409708|1|2|2|466.44806515|34097081|6|2|2|2|2|2|||||
3409709|1|1|1|538.70049841|34097091|4|1|||||||||
3409709|1|2|2|538.70049841|34097091|4|2|2|2|2|2|||||
3409711|1|1|1|871.24490719|34097111|1||||||||||
3409711|1|2|2|871.24490719|34097111|2|1|||||||||
3409711|1|3|3|871.24490719|34097111|1||||||||||
3409711|1|4|4|871.24490719|34097111|1||||||||||
3409713|1|1|1|413.62749795|34097131|3|1|||||||||
3409717|1|1|1|384.10469143|34097171|1||||||||||
3409717|1|2|2|384.10469143|34097171|3|2|2|2|2|2|||||
3409717|1|3|3|384.10469143|34097171|3|2|2|2|2|2|||||
3409717|1|4|4|384.10469143|34097171|3|2|2|2|2|2|||||
3409720|1|1|1|724.63827141|34097201|4|2|2|2|2|2|||||
3409720|1|2|2|724.63827141|34097201|1||||||||||
3409720|1|3|3|724.63827141|34097201|2|1|||||||||
3409720|1|4|4|724.63827141|34097201|2|2|2|2|1||||||1
3409722|1|1|1|219.5168878|34097221|1||||||||||
3409722|1|2|2|219.5168878|34097221|1||||||||||
3409722|1|3|3|219.5168878|34097221|2|1|||||||||
3409722|1|4|4|219.5168878|34097221|3|2|2|2|2|2|||||
3409723|1|1|1|446.10794325|34097231|4|1|||||||||
3409723|1|2|2|446.10794325|34097231|2|1|||||||||
3409723|1|3|3|446.10794325|34097231|3|2|2|2|2|2|||||
3409725|1|1|1|684.22772783|34097251|4|1|||||||||
3409725|1|2|2|684.22772783|34097251|2|1|||||||||
3409725|1|3|3|684.22772783|34097251|2|2|2|2|1||||||1
3409725|1|5|5|684.22772783|34097251|3|2|2|2|2|2|||||
3409725|1|6|6|684.22772783|34097251|5||||||||||
3409725|1|7|7|684.22772783|34097251|1||||||||||
3409727|1|1|1|647.50767665|34097271|2|1|||||||||
3409727|1|2|2|647.50767665|34097271|3|2|2|2|2|2|||||
3409727|1|4|4|647.50767665|34097271|2|2|2|2|1||||||1
3409730|1|1|1|621.57749816|34097301|4|2|2|2|2|2|||||
3409730|1|2|2|621.57749816|34097301|1||||||||||
3409732|1|1|1|761.41110406|34097321|4|1|||||||||
3409732|1|2|2|761.41110406|34097321|1||||||||||
3409734|1|1|1|578.44430723|34097341|1||||||||||
3409734|1|2|2|578.44430723|34097341|1||||||||||
3409735|1|1|1|883.34684464|34097351|2|2|2|2|1||||||1
3409735|1|2|2|883.34684464|34097351|1||||||||||
3409735|1|3|3|883.34684464|34097351|3|2|2|2|2|2|||||
3409737|1|1|1|650.1808281|34097371|1||||||||||
3409737|1|2|2|650.1808281|34097371|3|2|2|2|2|2|||||
3409737|1|3|3|650.1808281|34097371|3|2|2|2|2|2|||||
3409739|1|1|1|477.26249763|34097391|1||||||||||
3409740|1|1|1|452.17571559|34097401|1||||||||||
3409740|1|2|2|452.17571559|34097401|1||||||||||
3409740|1|3|3|452.17571559|34097401|1||||||||||
3409740|1|4|4|452.17571559|34097401|3|2|2|2|2|2|||||
3409740|1|5|5|452.17571559|34097401|1||||||||||
3409740|1|7|7|452.17571559|34097401|1||||||||||
3409740|1|8|8|452.17571559|34097401|3|2|2|2|2|2|||||
3409741|1|1|1|477.22037367|34097411|1||||||||||
3409741|1|2|2|477.22037367|34097411|2|2|2|2|1||||||1
3409742|1|1|1|365.86147966|34097421|1||||||||||
3409742|1|2|2|365.86147966|34097421|3|2|2|2|2|2|||||
3409742|1|3|3|365.86147966|34097421|5||||||||||
3409745|1|1|1|690.4158294|34097451|1||||||||||
3409745|1|2|2|690.4158294|34097451|1||||||||||
3409745|1|3|3|690.4158294|34097451|3|2|2|2|2|2|||||
3409749|1|1|1|442.2041412|34097491|1||||||||||
3409749|1|2|2|442.2041412|34097491|2|2|2|2|1||||||1
3409750|1|1|1|571.8084135|34097501|1||||||||||
3409750|1|2|2|571.8084135|34097501|1||||||||||
3409750|1|3|3|571.8084135|34097501|2|1|||||||||
3409751|1|1|1|442.2041412|34097511|1||||||||||
3409751|1|2|2|442.2041412|34097511|1||||||||||
3409752|1|1|1|400.97227015|34097521|1||||||||||
3409752|1|2|2|400.97227015|34097521|1||||||||||
3409752|1|3|3|400.97227015|34097521|3|2|2|2|2|2|||||
3409756|1|1|1|117.45689791|34097561|1||||||||||
3409756|1|2|2|117.45689791|34097561|1||||||||||
3409757|1|1|1|129.77622022|34097571|1||||||||||
3409757|1|2|2|129.77622022|34097571|1||||||||||
3409758|1|1|1|82.682213555|34097581|4|1|||||||||
3409758|1|2|2|82.682213555|34097581|4|2|2|2|2|2|||||
3409759|1|1|1|83.437431963|34097591|1||||||||||
3409760|1|1|1|83.437431963|34097601|5||||||||||
3409761|1|1|1|101.41172065|34097611|1||||||||||
3409761|1|2|2|101.41172065|34097611|4|2|2|1|||||||
3409761|1|3|3|101.41172065|34097611|3|2|2|2|2|2|||||
3409762|1|1|1|118.98120993|34097621|1||||||||||
3409762|1|2|2|118.98120993|34097621|1||||||||||
3409762|1|3|3|118.98120993|34097621|3|2|2|2|2|2|||||
3409763|1|1|1|124.70234286|34097631|1||||||||||
3409764|1|1|1|139.82964037|34097641|1||||||||||
3409764|1|2|2|139.82964037|34097641|4|2|2|1|||||||
3409765|1|1|1|135.32306452|34097651|4|2|2|2|2|2|||||
3409765|1|2|2|135.32306452|34097651|1||||||||||
3409765|1|3|3|135.32306452|34097651|1||||||||||
3409766|1|1|1|150.62744311|34097661|1||||||||||
3409766|1|2|2|150.62744311|34097661|3|2|2|2|2|2|||||
3409767|1|1|1|188.87677034|34097671|1||||||||||
3409767|1|2|2|188.87677034|34097671|4|2|2|2|2|2|||||
3409768|1|1|1|102.89250458|34097681|1||||||||||
3409769|1|1|1|175.1510081|34097691|1||||||||||
3409769|1|3|3|175.1510081|34097691|1||||||||||
3409770|1|1|1|99.330276146|34097701|1||||||||||
3409771|1|1|1|175.34504071|34097711|1||||||||||
3409771|1|2|2|175.34504071|34097711|1||||||||||
3409771|1|3|3|175.34504071|34097711|2|1|||||||||
3409772|1|1|1|107.94063212|34097721|1||||||||||
3409772|1|2|2|107.94063212|34097721|1||||||||||
3409772|1|3|3|107.94063212|34097721|1||||||||||
3409772|1|4|4|107.94063212|34097721|3|2|2|2|2|2|||||
3409772|1|5|5|107.94063212|34097721|3|2|2|2|1||||||1
3409773|1|1|1|153.50224235|34097731|1||||||||||
3409773|1|2|2|153.50224235|34097731|3|1|||||||||
3409773|1|3|3|153.50224235|34097731|4|2|2|2|2|2|||||
3409774|1|1|1|153.50224235|34097741|1||||||||||
3409774|1|2|2|153.50224235|34097741|4|2|2|1|||||||
3409774|1|3|3|153.50224235|34097741|3|2|2|2|2|1|12||||
3409775|1|1|1|144.45864343|34097751|4|2|2|2|2|1|3|1|1|1|2
3409775|1|2|2|144.45864343|34097751|3|2|2|2|2|2|||||
3409775|1|3|3|144.45864343|34097751|1||||||||||
3409775|1|4|4|144.45864343|34097751|2|2|2|2|1||||||1
3409775|1|5|5|144.45864343|34097751|3|2|2|2|2|2|||||
3409776|1|1|1|113.78844035|34097761|5||||||||||
3409776|1|2|2|113.78844035|34097761|1||||||||||
3409777|1|1|1|180.02271665|34097771|4|2|2|2|2|1|3|1|1|1|2
3409777|1|2|2|180.02271665|34097771|3|2|2|2|2|2|||||
3409778|1|1|1|68.245636585|34097781|6|2|2|2|2|2|||||
3409778|1|2|2|68.245636585|34097781|5||||||||||
3409779|1|1|1|50.368769936|34097791|2|2|2|2|1||||||1
3409779|1|2|2|50.368769936|34097791|1||||||||||
3409779|1|3|3|50.368769936|34097791|3|2|2|2|2|2|||||
3409779|1|4|4|50.368769936|34097791|3|2|2|2|2|2|||||
3409780|1|1|1|68.245636585|34097801|1||||||||||
3409780|1|2|2|68.245636585|34097801|4|2|2|2|2|1|5|2||1|1
3409781|1|1|1|72.607553894|34097811|1||||||||||
3409781|1|2|2|72.607553894|34097811|4|2|2|2|2|2|||||
3409781|1|3|3|72.607553894|34097811|3|2|2|2|2|2|||||
3409782|1|1|1|86.460291053|34097821|6|2|2|2|2|2|||||
3409783|1|1|1|68.245636585|34097831|1||||||||||
3409783|1|2|2|68.245636585|34097831|4|2|2|2|2|1|2|2||2|
3409784|1|1|1|100.07310991|34097841|1||||||||||
3409785|1|1|1|128.29885886|34097851|1||||||||||
3409786|1|1|1|107.54559085|34097861|2|2|2|2|1||||||1
3409786|1|2|2|107.54559085|34097861|2|2|2|2|1||||||1
3409786|1|3|3|107.54559085|34097861|3|2|2|2|2|2|||||
3409787|1|1|1|158.73905184|34097871|1||||||||||
3409787|1|2|2|158.73905184|34097871|1||||||||||
3409787|1|3|3|158.73905184|34097871|1||||||||||
3409787|1|4|4|158.73905184|34097871|1||||||||||
3409788|1|1|1|88.293578796|34097881|1||||||||||
3409789|1|1|1|127.73128669|34097891|1||||||||||
3409789|1|2|2|127.73128669|34097891|1||||||||||
3409790|1|1|1|88.293578796|34097901|1||||||||||
3409791|1|1|1|759.34733388|34097911|1||||||||||
3409791|1|2|2|759.34733388|34097911|4|2|2|2|2|2|||||
3409792|1|1|1|378.69635356|34097921|4|2|2|2|2|2|||||
3409792|1|2|2|378.69635356|34097921|1||||||||||
3409793|1|1|1|759.34733388|34097931|1||||||||||
3409793|1|2|2|759.34733388|34097931|2|2|2|2|1||||||1
3409794|1|1|1|397.46866161|34097941|1||||||||||
3409794|1|2|2|397.46866161|34097941|3|2|2|2|2|2|||||
3409796|1|1|1|189.83683347|34097961|4|2|2|2|2|2|||||
3409797|1|1|1|522.23351172|34097971|1||||||||||
3409797|1|2|2|522.23351172|34097971|4|2|2|2|2|2|||||
3409797|1|3|3|522.23351172|34097971|1||||||||||
3409798|1|1|1|245.37704664|34097981|4|2|2|2|2|2|||||
3409798|1|2|2|245.37704664|34097981|1||||||||||
3409799|1|1|1|267.72551807|34097991|1||||||||||
3409799|1|2|2|267.72551807|34097991|4|2|2|2|2|2|||||
3409800|1|1|1|700.9360005|34098001|1||||||||||
3409801|1|1|1|456.63031631|34098011|1||||||||||
3409802|1|1|1|244.01666152|34098021|1||||||||||
3409802|1|2|2|244.01666152|34098021|6|2|1||||||||
3409802|1|3|3|244.01666152|34098021|3|2|2|2|2|2|||||
3409804|1|1|1|349.56586482|34098041|1||||||||||
3409804|1|2|2|349.56586482|34098041|1||||||||||
3409805|1|1|1|267.72551807|34098051|1||||||||||
3409805|1|2|2|267.72551807|34098051|4|2|2|2|2|2|||||
3409806|1|1|1|267.72551807|34098061|1||||||||||
3409806|1|2|2|267.72551807|34098061|4|2|2|2|2|2|||||
3409808|1|1|1|412.54648621|34098081|2|1|||||||||
3409808|1|2|2|412.54648621|34098081|2|2|2|2|1||||||1
3409808|1|3|3|412.54648621|34098081|3|2|2|2|2|2|||||
