Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6240|P6250|P6260|P6270|P6280|P6300|P6310|P7430|P6330|P6340|P6351
3412397|1|1|1|195.58374621|34123971|1||||||||||
3412397|1|2|2|195.58374621|34123971|1||||||||||
3412397|1|3|3|195.58374621|34123971|4|2|2|2|2|2|||||
3412398|1|1|1|225.94324878|34123981|4|2|2|2|2|2|||||
3412398|1|2|2|225.94324878|34123981|1||||||||||
3412398|1|3|3|225.94324878|34123981|1||||||||||
3412399|1|1|1|217.31527357|34123991|4|2|2|2|2|2|||||
3412399|1|2|2|217.31527357|34123991|1||||||||||
3412399|1|3|3|217.31527357|34123991|1||||||||||
3412400|1|1|1|217.31527357|34124001|4|2|2|2|2|2|||||
3412403|1|1|1|217.31527357|34124031|5||||||||||
3412404|1|1|1|800.11532542|34124041|1||||||||||
3412404|1|2|2|800.11532542|34124041|1||||||||||
3412405|1|1|1|200.02883135|34124051|4|2|2|2|2|2|||||
3412405|1|2|2|200.02883135|34124051|4|2|2|2|2|2|||||
3412405|1|3|3|200.02883135|34124051|1||||||||||
3412406|1|1|1|800.11532542|34124061|1||||||||||
3412406|1|2|2|800.11532542|34124061|1||||||||||
3412406|1|3|3|800.11532542|34124061|3|2|2|2|2|2|||||
3412407|1|1|1|595.0347726|34124071|1||||||||||
3412407|1|2|2|595.0347726|34124071|3|2|2|2|2|2|||||
3412409|1|1|1|177.80340565|34124091|1||||||||||
3412409|1|2|2|177.80340565|34124091|1||||||||||
3412409|1|3|3|177.80340565|34124091|3|2|2|2|1||||||1
3412409|1|4|4|177.80340565|34124091|5||||||||||
3412411|1|1|1|177.80340565|34124111|4|2|2|2|2|2|||||
3412411|1|2|2|177.80340565|34124111|4|2|2|2|2|2|||||
3412411|1|3|3|177.80340565|34124111|1||||||||||
3412412|1|1|1|177.80340565|34124121|1||||||||||
3412413|1|1|1|177.80340565|34124131|4|2|2|2|2|2|||||
3412414|1|1|1|677.32996338|34124141|1||||||||||
3412414|1|2|2|677.32996338|34124141|1||||||||||
3412414|1|3|3|677.32996338|34124141|1||||||||||
3412414|1|4|4|677.32996338|34124141|3|2|2|2|2|1|12||||
3412415|1|1|1|177.80340565|34124151|4|2|2|2|2|2|||||
3412415|1|2|2|177.80340565|34124151|1||||||||||
3412415|1|3|3|177.80340565|34124151|1||||||||||
3412415|1|4|4|177.80340565|34124151|3|2|2|2|2|2|||||
3412416|1|1|1|177.80340565|34124161|1||||||||||
3412416|1|2|2|177.80340565|34124161|4|2|2|2|2|2|||||
3412417|1|1|1|177.80340565|34124171|4|2|2|2|2|2|||||
3412417|1|2|2|177.80340565|34124171|4|2|2|2|2|2|||||
3412418|1|1|1|177.80340565|34124181|1||||||||||
3412419|1|1|1|177.80340565|34124191|6|2|2|2|2|2|||||
3412419|1|2|2|177.80340565|34124191|5||||||||||
3412420|1|1|1|483.24795303|34124201|1||||||||||
3412420|1|2|2|483.24795303|34124201|1||||||||||
3412420|1|3|3|483.24795303|34124201|3|2|2|2|2|2|||||
3412422|1|1|1|293.32355227|34124221|1||||||||||
3412422|1|2|2|293.32355227|34124221|1||||||||||
3412422|1|3|3|293.32355227|34124221|2|2|2|2|1||||||1
3412422|1|4|4|293.32355227|34124221|3|2|2|2|2|2|||||
3412423|1|1|1|415.93298308|34124231|1||||||||||
3412423|1|2|2|415.93298308|34124231|1||||||||||
3412423|1|3|3|415.93298308|34124231|3|2|2|2|2|2|||||
3412423|1|4|4|415.93298308|34124231|3|2|2|2|2|2|||||
3412424|1|1|1|223.30211177|34124241|1||||||||||
3412424|1|2|2|223.30211177|34124241|1||||||||||
3412424|1|3|3|223.30211177|34124241|3|2|2|2|2|2|||||
3412425|1|1|1|484.69909207|34124251|1||||||||||
3412425|1|2|2|484.69909207|34124251|1||||||||||
3412425|1|3|3|484.69909207|34124251|1||||||||||
3412426|1|1|1|453.71253289|34124261|1||||||||||
3412426|1|3|3|453.71253289|34124261|4|2|2|2|2|2|||||
3412427|1|1|1|398.03382475|34124271|4|2|2|2|2|2|||||
3412427|1|2|2|398.03382475|34124271|1||||||||||
3412427|1|3|3|398.03382475|34124271|1||||||||||
3412427|1|4|4|398.03382475|34124271|3|2|2|2|2|2|||||
3412428|1|1|1|177.80340565|34124281|1||||||||||
3412428|1|2|2|177.80340565|34124281|3|2|2|2|2|2|||||
3412429|1|1|1|505.73741326|34124291|1||||||||||
3412429|1|2|2|505.73741326|34124291|3|2|2|2|2|2|||||
3412430|1|1|1|587.6886643|34124301|1||||||||||
3412430|1|2|2|587.6886643|34124301|3|2|2|2|2|2|||||
3412431|1|1|1|223.30211177|34124311|1||||||||||
3412431|1|2|2|223.30211177|34124311|1||||||||||
3412431|1|3|3|223.30211177|34124311|4|2|2|1|||||||
3412433|1|1|1|711.21362259|34124331|1||||||||||
3412433|1|4|4|711.21362259|34124331|2|2|2|2|1||||||1
3412434|1|1|1|711.21362259|34124341|1||||||||||
3412434|1|2|2|711.21362259|34124341|2|2|2|2|1||||||1
3412434|1|3|3|711.21362259|34124341|4|2|2|2|2|1|8|2||2|
3412435|1|1|1|177.80340565|34124351|1||||||||||
3412435|1|2|2|177.80340565|34124351|1||||||||||
3412435|1|3|3|177.80340565|34124351|4|2|2|2|2|2|||||
3412435|1|4|4|177.80340565|34124351|3|2|2|2|2|2|||||
3412436|1|1|1|177.80340565|34124361|1||||||||||
3412436|1|2|2|177.80340565|34124361|4|2|2|2|2|2|||||
3412437|1|1|1|271.2173153|34124371|1||||||||||
3412438|1|1|1|604.96097647|34124381|1||||||||||
3412438|1|2|2|604.96097647|34124381|1||||||||||
3412438|1|5|5|604.96097647|34124381|1||||||||||
3412439|1|1|1|177.80340565|34124391|4|2|2|2|2|2|||||
3412439|1|2|2|177.80340565|34124391|1||||||||||
3412440|1|1|1|177.80340565|34124401|1||||||||||
3412440|1|2|2|177.80340565|34124401|4|2|2|2|2|2|||||
3412441|1|1|1|177.80340565|34124411|4|2|2|2|2|2|||||
3412442|1|1|1|177.80340565|34124421|4|2|2|2|2|2|||||
3412443|1|1|1|711.21362259|34124431|1||||||||||
3412443|1|2|2|711.21362259|34124431|4|2|2|2|2|2|||||
3412444|1|1|1|552.01406202|34124441|1||||||||||
3412444|1|2|2|552.01406202|34124441|1||||||||||
3412445|1|1|1|177.80340565|34124451|4|2|2|2|2|2|||||
3412445|1|2|2|177.80340565|34124451|4|2|2|2|2|2|||||
3412445|1|3|3|177.80340565|34124451|4|2|2|2|2|2|||||
3412446|1|1|1|539.79774539|34124461|1||||||||||
3412446|1|2|2|539.79774539|34124461|4|2|2|2|2|2|||||
3412446|1|3|3|539.79774539|34124461|1||||||||||
3412446|1|4|4|539.79774539|34124461|4|2|2|2|2|2|||||
3412446|1|5|5|539.79774539|34124461|3|2|2|2|2|2|||||
3412446|1|6|6|539.79774539|34124461|4|2|2|2|2|2|||||
3412447|1|3|3|282.69018221|34124471|1||||||||||
3412447|1|4|4|282.69018221|34124471|4|2|2|2|2|2|||||
3412447|1|5|5|282.69018221|34124471|1||||||||||
3412447|1|1|1|282.69018221|34124471|4|2|2|2|2|2|||||
3412447|1|2|2|282.69018221|34124471|4|2|1||||||||
3412448|1|1|1|711.21362259|34124481|1||||||||||
3412448|1|2|2|711.21362259|34124481|4|2|2|1|||||||
3412448|1|5|5|711.21362259|34124481|4|2|2|1|||||||
3412449|1|1|1|711.21362259|34124491|1||||||||||
3412449|1|2|2|711.21362259|34124491|4|2|2|2|2|1|10||||
3412449|1|3|3|711.21362259|34124491|3|2|2|2|2|2|||||
3412450|1|1|1|193.76669164|34124501|1||||||||||
3412450|1|2|2|193.76669164|34124501|3|2|2|2|2|2|||||
3412451|1|1|1|177.80340565|34124511|4|2|1||||||||
3412451|1|2|2|177.80340565|34124511|1||||||||||
3412451|1|3|3|177.80340565|34124511|5||||||||||
3412452|1|5|5|702.2003718|34124521|1||||||||||
3412452|1|1|1|702.2003718|34124521|1||||||||||
3412452|1|2|2|702.2003718|34124521|2|2|2|2|1||||||1
3412453|1|1|1|385.14223143|34124531|1||||||||||
3412454|1|1|1|385.14223143|34124541|1||||||||||
3412455|1|1|1|270.19687548|34124551|1||||||||||
3412455|1|2|2|270.19687548|34124551|1||||||||||
3412455|1|3|3|270.19687548|34124551|4|2|1||||||||
3412456|1|3|3|558.45521801|34124561|3|2|2|2|2|2|||||
3412456|1|1|1|558.45521801|34124561|1||||||||||
3412456|1|2|2|558.45521801|34124561|4|2|2|1|||||||
3412457|1|1|1|455.16367193|34124571|1||||||||||
3412457|1|2|2|455.16367193|34124571|3|2|2|2|2|1|12||||
3412458|1|1|1|589.72659471|34124581|1||||||||||
3412458|1|2|2|589.72659471|34124581|1||||||||||
3412458|1|3|3|589.72659471|34124581|3|2|2|2|2|2|||||
3412459|1|1|1|607.11271534|34124591|4|2|2|2|2|2|||||
3412459|1|2|2|607.11271534|34124591|1||||||||||
3412459|1|3|3|607.11271534|34124591|4|2|2|2|2|2|||||
3412459|1|4|4|607.11271534|34124591|1||||||||||
3412459|1|5|5|607.11271534|34124591|3|2|2|2|2|2|||||
3412460|1|3|3|177.80340565|34124601|1||||||||||
3412460|1|1|1|177.80340565|34124601|1||||||||||
3412460|1|2|2|177.80340565|34124601|4|2|2|2|2|2|||||
3412461|1|1|1|647.79454324|34124611|1||||||||||
3412461|1|2|2|647.79454324|34124611|3|2|2|2|2|2|||||
3412461|1|3|3|647.79454324|34124611|3|2|2|2|2|2|||||
3412462|1|1|1|552.01406202|34124621|1||||||||||
3412462|1|2|2|552.01406202|34124621|1||||||||||
3412463|1|1|1|193.76669164|34124631|1||||||||||
3412463|1|2|2|193.76669164|34124631|1||||||||||
3412464|1|1|1|474.06572201|34124641|2|1|||||||||
3412464|1|2|2|474.06572201|34124641|1||||||||||
3412464|1|3|3|474.06572201|34124641|1||||||||||
3412464|1|4|4|474.06572201|34124641|3|2|2|2|2|2|||||
3412465|1|1|1|177.80340565|34124651|5||||||||||
3412465|1|2|2|177.80340565|34124651|4|2|2|2|2|2|||||
3412466|1|1|1|177.80340565|34124661|1||||||||||
3412466|1|2|2|177.80340565|34124661|1||||||||||
3412466|1|3|3|177.80340565|34124661|3|2|2|2|2|2|||||
3412467|1|1|1|193.76669164|34124671|1||||||||||
3412467|1|2|2|193.76669164|34124671|1||||||||||
3412468|1|1|1|321.6036409|34124681|1||||||||||
3412468|1|2|2|321.6036409|34124681|1||||||||||
3412468|1|3|3|321.6036409|34124681|1||||||||||
3412469|1|1|1|177.80340565|34124691|4|2|2|2|2|2|||||
3412470|1|1|1|272.60245966|34124701|1||||||||||
3412471|1|1|1|275.75321385|34124711|4|2|2|2|2|2|||||
3412471|1|2|2|275.75321385|34124711|4|2|2|2|2|2|||||
3412471|1|3|3|275.75321385|34124711|1||||||||||
3412472|1|2|2|450.3271618|34124721|1||||||||||
3412472|1|3|3|450.3271618|34124721|3|2|2|2|2|2|||||
3412472|1|4|4|450.3271618|34124721|3|2|2|2|2|2|||||
3412472|1|1|1|450.3271618|34124721|1||||||||||
3412473|1|1|1|184.94897326|34124731|4|2|2|2|2|2|||||
3412473|1|2|2|184.94897326|34124731|4|2|2|2|2|2|||||
3412473|1|3|3|184.94897326|34124731|1||||||||||
3412474|1|1|1|322.86136723|34124741|6|2|2|2|2|2|||||
3412474|1|2|2|322.86136723|34124741|4|2|2|2|2|2|||||
3412476|1|1|1|402.4013341|34124761|1||||||||||
3412477|1|1|1|195.01668928|34124771|1||||||||||
3412477|1|2|2|195.01668928|34124771|3|2|2|2|2|2|||||
3412478|1|1|1|334.64311517|34124781|2|2|2|2|1||||||1
3412479|1|1|1|358.11619859|34124791|1||||||||||
3412481|1|2|2|172.45242101|34124811|1||||||||||
3412481|1|3|3|172.45242101|34124811|3|2|2|2|2|2|||||
3412481|1|1|1|172.45242101|34124811|1||||||||||
3412482|1|1|1|382.31204415|34124821|1||||||||||
3412482|1|2|2|382.31204415|34124821|1||||||||||
3412483|1|1|1|506.56507342|34124831|4|2|2|2|2|2|||||
3412483|1|2|2|506.56507342|34124831|1||||||||||
3412483|1|3|3|506.56507342|34124831|1||||||||||
3412484|1|1|1|333.91915814|34124841|1||||||||||
3412486|1|1|1|312.03209387|34124861|4|2|2|2|2|2|||||
3412487|1|1|1|287.95743564|34124871|1||||||||||
3412487|1|2|2|287.95743564|34124871|4|1|||||||||
3412488|1|1|1|164.95448966|34124881|1||||||||||
3412488|1|2|2|164.95448966|34124881|4|1|||||||||
3412488|1|3|3|164.95448966|34124881|3|2|2|2|2|2|||||
3412488|1|4|4|164.95448966|34124881|3|2|2|2|2|2|||||
3412489|1|1|1|250.09577858|34124891|1||||||||||
3412489|1|2|2|250.09577858|34124891|1||||||||||
3412490|1|1|1|498.13103909|34124901|1||||||||||
3412490|1|2|2|498.13103909|34124901|1||||||||||
3412490|1|3|3|498.13103909|34124901|3|2|2|2|2|2|||||
3412491|1|1|1|424.37985544|34124911|1||||||||||
3412491|1|2|2|424.37985544|34124911|4|2|2|2|2|2|||||
3412494|1|1|1|589.12565427|34124941|1||||||||||
3412494|1|2|2|589.12565427|34124941|1||||||||||
3412495|1|1|1|267.90387199|34124951|1||||||||||
3412495|1|2|2|267.90387199|34124951|3|2|2|2|2|2|||||
3412496|1|1|1|611.71099569|34124961|4|1|||||||||
3412496|1|2|2|611.71099569|34124961|1||||||||||
3412496|1|3|3|611.71099569|34124961|1||||||||||
3412497|1|1|1|311.45231466|34124971|4|2|2|2|2|1|7|2||2|
3412497|1|2|2|311.45231466|34124971|1||||||||||
3412497|1|3|3|311.45231466|34124971|3|2|2|2|2|2|||||
3412498|1|1|1|227.4372509|34124981|1||||||||||
3412498|1|2|2|227.4372509|34124981|1||||||||||
3412498|1|3|3|227.4372509|34124981|1||||||||||
3412498|1|5|5|227.4372509|34124981|4|2|2|1|||||||
3412498|1|6|6|227.4372509|34124981|3|1|||||||||
3412498|1|7|7|227.4372509|34124981|4|1|||||||||
3412499|1|1|1|440.3861361|34124991|1||||||||||
3412500|1|1|1|227.4372509|34125001|1||||||||||
3412500|1|2|2|227.4372509|34125001|3|2|2|2|2|2|||||
3412500|1|5|5|227.4372509|34125001|3|2|2|2|2|2|||||
3412502|1|1|1|812.27931119|34125021|1||||||||||
3412502|1|2|2|812.27931119|34125021|1||||||||||
3412503|1|1|1|611.71099569|34125031|1||||||||||
3412503|1|2|2|611.71099569|34125031|4|2|2|1|||||||
3412503|1|3|3|611.71099569|34125031|4|2|2|2|2|2|||||
3412504|1|1|1|440.3861361|34125041|1||||||||||
3412505|1|1|1|331.8104568|34125051|2|1|||||||||
3412505|1|2|2|331.8104568|34125051|4|1|||||||||
3412505|1|3|3|331.8104568|34125051|2|1|||||||||
3412505|1|4|4|331.8104568|34125051|3|2|2|2|2|2|||||
3412506|1|1|1|615.9040931|34125061|1||||||||||
3412506|1|2|2|615.9040931|34125061|1||||||||||
3412507|1|1|1|301.04640999|34125071|1||||||||||
3412507|1|2|2|301.04640999|34125071|4|2|2|2|2|2|||||
3412509|1|1|1|172.45242101|34125091|4|2|1||||||||
3412509|1|2|2|172.45242101|34125091|4|2|2|2|1||||||1
3412509|1|3|3|172.45242101|34125091|2|1|||||||||
3412510|1|1|1|301.04640999|34125101|4|2|2|2|2|2|||||
3412510|1|2|2|301.04640999|34125101|1||||||||||
3412511|1|2|2|199.5113746|34125111|1||||||||||
3412511|1|3|3|199.5113746|34125111|3|2|2|2|2|2|||||
3412511|1|4|4|199.5113746|34125111|3|2|2|2|2|2|||||
3412511|1|5|5|199.5113746|34125111|3|2|2|2|2|2|||||
3412511|1|1|1|199.5113746|34125111|1||||||||||
3412512|1|1|1|268.17366183|34125121|5||||||||||
3412512|1|2|2|268.17366183|34125121|1||||||||||
3412512|1|3|3|268.17366183|34125121|5||||||||||
3412513|1|1|1|305.38893856|34125131|1||||||||||
3412515|1|1|1|301.04640999|34125151|4|2|2|2|2|2|||||
3412515|1|2|2|301.04640999|34125151|4|2|2|1|||||||
3412516|1|1|1|446.50528579|34125161|1||||||||||
3412516|1|2|2|446.50528579|34125161|1||||||||||
3412516|1|3|3|446.50528579|34125161|3|2|2|2|2|2|||||
3412517|1|1|1|327.78727686|34125171|1||||||||||
3412517|1|2|2|327.78727686|34125171|1||||||||||
3412517|1|3|3|327.78727686|34125171|3|2|2|2|2|2|||||
3412517|1|4|4|327.78727686|34125171|3|2|2|2|2|2|||||
3412518|1|1|1|134.62194921|34125181|1||||||||||
3412518|1|2|2|134.62194921|34125181|3|2|2|2|2|2|||||
3412519|1|1|1|258.61327958|34125191|1||||||||||
3412519|1|2|2|258.61327958|34125191|3|2|2|2|2|2|||||
3412520|1|1|1|243.35867933|34125201|1||||||||||
3412520|1|2|2|243.35867933|34125201|1||||||||||
3412520|1|3|3|243.35867933|34125201|3|2|2|2|2|2|||||
3412520|1|4|4|243.35867933|34125201|3|2|2|2|2|2|||||
3412522|1|1|1|256.54389721|34125221|4|2|2|2|2|2|||||
3412522|1|2|2|256.54389721|34125221|1||||||||||
3412523|1|1|1|265.90561043|34125231|4|1|||||||||
3412526|1|1|1|720.94452026|34125261|4|2|2|2|2|2|||||
3412526|1|2|2|720.94452026|34125261|1||||||||||
3412527|1|1|1|446.52953037|34125271|1||||||||||
3412527|1|2|2|446.52953037|34125271|4|1|||||||||
3412528|1|1|1|291.04275988|34125281|1||||||||||
3412528|1|2|2|291.04275988|34125281|6|2|2|2|2|2|||||
3412529|1|1|1|489.99006901|34125291|4|2|2|2|2|2|||||
3412530|1|1|1|475.4443071|34125301|4|2|2|2|2|2|||||
3412531|1|1|1|457.87318122|34125311|4|2|2|2|2|2|||||
3412533|1|1|1|410.30635077|34125331|4|2|2|2|2|2|||||
3412533|1|2|2|410.30635077|34125331|1||||||||||
3412533|1|3|3|410.30635077|34125331|3|2|2|2|2|2|||||
3412534|1|1|1|253.05518301|34125341|1||||||||||
3412534|1|2|2|253.05518301|34125341|1||||||||||
3412535|1|1|1|145.2380628|34125351|1||||||||||
3412535|1|2|2|145.2380628|34125351|1||||||||||
3412535|1|3|3|145.2380628|34125351|6|2|2|2|2|2|||||
3412535|1|4|4|145.2380628|34125351|1||||||||||
3412536|1|1|1|134.62013446|34125361|1||||||||||
3412536|1|2|2|134.62013446|34125361|4|2|2|2|2|2|||||
3412536|1|3|3|134.62013446|34125361|2|2|2|2|1||||||1
3412537|1|1|1|148.13288787|34125371|4|2|2|2|2|2|||||
3412537|1|2|2|148.13288787|34125371|5||||||||||
3412538|1|1|1|276.82129217|34125381|1||||||||||
3412538|1|2|2|276.82129217|34125381|6|2|2|2|2|2|||||
3412538|1|3|3|276.82129217|34125381|3|2|2|2|2|2|||||
3412539|1|1|1|356.97702652|34125391|1||||||||||
3412539|1|2|2|356.97702652|34125391|4|2|2|2|2|2|||||
3412539|1|3|3|356.97702652|34125391|2|2|2|2|1||||||1
3412540|1|1|1|198.42493016|34125401|1||||||||||
3412540|1|2|2|198.42493016|34125401|1||||||||||
3412541|1|1|1|307.58726001|34125411|4|1|||||||||
3412541|2|1|1|307.58726001|34125412|1||||||||||
3412542|1|1|1|337.62044881|34125421|1||||||||||
3412543|1|1|1|408.32277573|34125431|4|1|||||||||
3412543|1|2|2|408.32277573|34125431|4|1|||||||||
3412543|1|3|3|408.32277573|34125431|2|2|2|2|1||||||1
3412543|1|4|4|408.32277573|34125431|3|2|2|2|2|2|||||
3412544|1|2|2|225.78570491|34125441|1||||||||||
3412544|1|1|1|225.78570491|34125441|1||||||||||
3412545|1|1|1|315.11241888|34125451|1||||||||||
3412546|1|1|1|295.13497088|34125461|1||||||||||
3412546|1|2|2|295.13497088|34125461|1||||||||||
3412546|1|3|3|295.13497088|34125461|3|2|2|2|2|2|||||
3412547|1|1|1|273.91556614|34125471|1||||||||||
3412547|1|2|2|273.91556614|34125471|1||||||||||
3412547|1|3|3|273.91556614|34125471|1||||||||||
3412547|1|4|4|273.91556614|34125471|2|1|||||||||
3412548|1|1|1|238.69352235|34125481|1||||||||||
3412548|1|2|2|238.69352235|34125481|3|2|2|2|2|2|||||
3412549|1|1|1|194.80526468|34125491|2|2|2|2|1||||||1
3412549|1|2|2|194.80526468|34125491|1||||||||||
3412550|1|2|2|142.94958489|34125501|1||||||||||
3412550|1|3|3|142.94958489|34125501|3|2|2|2|2|2|||||
3412550|1|1|1|142.94958489|34125501|4|2|2|2|2|2|||||
3412551|1|1|1|306.41119217|34125511|1||||||||||
3412551|1|2|2|306.41119217|34125511|3|2|2|2|2|2|||||
3412551|1|4|4|306.41119217|34125511|5||||||||||
3412552|1|1|1|132.09519593|34125521|4|2|2|2|2|2|||||
3412552|1|2|2|132.09519593|34125521|1||||||||||
3412553|1|1|1|265.59475306|34125531|1||||||||||
3412554|1|1|1|179.20814106|34125541|1||||||||||
3412554|1|2|2|179.20814106|34125541|4|2|2|2|2|2|||||
3412554|1|3|3|179.20814106|34125541|6|2|2|2|2|2|||||
3412554|1|4|4|179.20814106|34125541|4|2|2|2|2|2|||||
3412555|1|1|1|339.91533314|34125551|1||||||||||
3412555|1|2|2|339.91533314|34125551|4|1|||||||||
3412556|1|1|1|323.42809585|34125561|1||||||||||
3412556|1|2|2|323.42809585|34125561|4|2|2|2|2|2|||||
3412557|1|1|1|387.74334488|34125571|1||||||||||
3412557|1|2|2|387.74334488|34125571|4|1|||||||||
3412557|1|3|3|387.74334488|34125571|3|2|2|2|2|2|||||
3412558|1|1|1|418.74509088|34125581|1||||||||||
3412559|1|1|1|363.03237915|34125591|1||||||||||
3412559|1|2|2|363.03237915|34125591|1||||||||||
3412560|1|1|1|247.98006281|34125601|1||||||||||
3412560|1|2|2|247.98006281|34125601|3|2|2|2|2|2|||||
3412561|1|1|1|279.82343317|34125611|1||||||||||
3412561|1|2|2|279.82343317|34125611|4|1|||||||||
3412561|1|3|3|279.82343317|34125611|1||||||||||
3412561|1|4|4|279.82343317|34125611|3|2|2|2|2|2|||||
3412562|1|1|1|240.65080458|34125621|4|2|2|2|2|2|||||
3412562|1|2|2|240.65080458|34125621|1||||||||||
3412562|1|3|3|240.65080458|34125621|3|2|2|2|2|2|||||
3412563|1|1|1|277.96832125|34125631|1||||||||||
3412563|1|2|2|277.96832125|34125631|1||||||||||
3412564|1|1|1|295.13497088|34125641|1||||||||||
3412564|1|2|2|295.13497088|34125641|1||||||||||
3412564|1|3|3|295.13497088|34125641|3|2|2|2|2|2|||||
3412565|1|1|1|244.70355969|34125651|1||||||||||
3412566|1|1|1|420.07243747|34125661|4|2|2|2|2|2|||||
3412566|1|2|2|420.07243747|34125661|1||||||||||
3412566|1|3|3|420.07243747|34125661|4|2|1||||||||
3412567|1|1|1|201.19597038|34125671|1||||||||||
3412567|1|2|2|201.19597038|34125671|5||||||||||
3412568|1|1|1|223.30042944|34125681|1||||||||||
3412568|1|2|2|223.30042944|34125681|1||||||||||
3412568|1|3|3|223.30042944|34125681|1||||||||||
3412569|1|1|1|227.06370204|34125691|4|2|2|2|2|2|||||
3412570|1|1|1|235.68691818|34125701|4|1|||||||||
3412571|1|1|1|227.22473399|34125711|1||||||||||
3412572|1|1|1|170.48218652|34125721|1||||||||||
3412573|1|1|1|266.57562535|34125731|1||||||||||
3412573|1|2|2|266.57562535|34125731|1||||||||||
3412574|1|1|1|241.24258127|34125741|1||||||||||
3412574|1|2|2|241.24258127|34125741|1||||||||||
3412574|1|3|3|241.24258127|34125741|2|2|2|2|1||||||1
3412574|1|4|4|241.24258127|34125741|6|2|2|2|2|2|||||
3412574|1|5|5|241.24258127|34125741|1||||||||||
3412574|1|6|6|241.24258127|34125741|2|2|2|2|1||||||1
3412575|1|1|1|232.42186347|34125751|1||||||||||
3412575|1|2|2|232.42186347|34125751|1||||||||||
3412575|1|3|3|232.42186347|34125751|1||||||||||
3412575|1|4|4|232.42186347|34125751|3|2|2|2|2|2|||||
3412575|1|5|5|232.42186347|34125751|4|2|2|2|2|2|||||
3412576|1|1|1|220.4098548|34125761|1||||||||||
3412576|1|2|2|220.4098548|34125761|4|2|2|1|||||||
3412577|1|1|1|259.26924776|34125771|6|2|2|2|2|2|||||
3412578|1|1|1|187.76421515|34125781|1||||||||||
3412579|1|1|1|293.10120002|34125791|1||||||||||
3412579|1|2|2|293.10120002|34125791|4|2|2|2|2|1|11||||
3412579|1|3|3|293.10120002|34125791|1||||||||||
3412579|1|4|4|293.10120002|34125791|1||||||||||
3412580|1|1|1|187.89737619|34125801|1||||||||||
3412582|1|1|1|264.90956788|34125821|1||||||||||
3412582|1|2|2|264.90956788|34125821|1||||||||||
3412583|1|1|1|116.33993198|34125831|1||||||||||
3412583|1|2|2|116.33993198|34125831|1||||||||||
3412583|1|3|3|116.33993198|34125831|1||||||||||
3412583|1|4|4|116.33993198|34125831|3|2|2|2|2|2|||||
3412584|1|1|1|194.89495157|34125841|4|2|2|2|1||||||1
3412585|1|1|1|476.86564454|34125851|1||||||||||
3412585|1|2|2|476.86564454|34125851|1||||||||||
3412585|1|3|3|476.86564454|34125851|2|2|2|2|1||||||1
3412586|1|9|9|495.38785484|34125861|2|2|2|2|1||||||1
3412586|1|8|8|495.38785484|34125861|2|2|2|2|1||||||1
3412586|1|10|10|495.38785484|34125861|3|2|2|2|2|2|||||
3412586|1|11|11|495.38785484|34125861|3|2|2|2|2|2|||||
3412586|1|1|1|495.38785484|34125861|6|2|2|2|2|2|||||
3412586|1|2|2|495.38785484|34125861|1||||||||||
3412586|1|3|3|495.38785484|34125861|1||||||||||
3412586|1|4|4|495.38785484|34125861|4|2|2|2|2|2|||||
3412586|1|5|5|495.38785484|34125861|1||||||||||
3412586|1|6|6|495.38785484|34125861|1||||||||||
3412586|1|7|7|495.38785484|34125861|4|2|2|2|2|2|||||
3412587|1|1|1|519.82240476|34125871|4|2|2|2|2|2|||||
3412587|1|2|2|519.82240476|34125871|1||||||||||
3412587|1|3|3|519.82240476|34125871|1||||||||||
3412588|1|1|1|918.87345832|34125881|1||||||||||
3412588|1|2|2|918.87345832|34125881|4|2|2|2|2|2|||||
3412589|1|1|1|665.7286193|34125891|6|2|2|2|2|2|||||
3412589|1|2|2|665.7286193|34125891|4|2|2|2|2|2|||||
3412589|1|3|3|665.7286193|34125891|1||||||||||
3412590|1|1|1|379.55284869|34125901|4|2|2|2|2|2|||||
3412591|1|1|1|255.39371555|34125911|4|2|2|2|2|2|||||
3412591|1|2|2|255.39371555|34125911|1||||||||||
3412591|1|3|3|255.39371555|34125911|6|2|2|2|2|2|||||
3412591|1|4|4|255.39371555|34125911|1||||||||||
3412592|1|1|1|463.59816408|34125921|1||||||||||
3412592|1|2|2|463.59816408|34125921|1||||||||||
3412593|1|1|1|382.37335469|34125931|1||||||||||
3412593|1|2|2|382.37335469|34125931|1||||||||||
3412593|1|3|3|382.37335469|34125931|3|2|2|2|2|2|||||
3412594|1|1|1|342.2492318|34125941|1||||||||||
3412594|1|2|2|342.2492318|34125941|4|2|2|2|2|2|||||
3412595|1|1|1|411.21362737|34125951|4|2|2|2|2|2|||||
3412595|1|2|2|411.21362737|34125951|1||||||||||
3412595|1|3|3|411.21362737|34125951|3|2|2|2|2|2|||||
3412595|1|4|4|411.21362737|34125951|3|2|2|2|2|2|||||
3412596|1|1|1|366.91775326|34125961|4|2|2|2|2|2|||||
3412596|1|2|2|366.91775326|34125961|1||||||||||
3412597|1|1|1|441.32962902|34125971|1||||||||||
3412597|1|2|2|441.32962902|34125971|3|2|2|2|2|2|||||
3412598|1|1|1|497.69399812|34125981|1||||||||||
3412598|1|2|2|497.69399812|34125981|6|2|2|2|2|2|||||
3412598|1|3|3|497.69399812|34125981|6|2|2|2|2|2|||||
3412599|1|1|1|521.54793459|34125991|1||||||||||
