Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|area|P5747|P8520S1|P8520S1A1|P8520S2|P8520S3|P8520S4|P8520S5
3471922|1|1|1|195.39646026|23|2|1|1|1|1|1|1
3471923|1|1|1|129.08558602|23|2|1|1|1|1|1|1
3471924|1|1|1|326.25044703|23|2|1|1|1|1|1|1
3471925|1|1|1|263.21694545|23|2|1|1|1|1|1|1
3471926|1|1|1|203.64216935|23|2|1|1|1|1|1|1
3471927|1|1|1|273.72140716|23|2|1|1|1|1|1|1
3471928|1|1|1|315.74494004|23|2|1|1|1|1|1|1
3471929|1|1|1|203.91410015|23|2|1|1|1|1|1|1
3471931|1|1|1|261.08691321|23|2|1|1|1|1|1|1
3471932|1|1|1|271.53772037|23|1|1|1|2|2|1|1
3471933|1|1|1|168.37250351|23|2|1|1|2|2|1|1
3471934|1|1|1|265.62022089|23|1|1|1|2|2|1|1
3471935|1|1|1|478.95008312|23|3|1|1|2|2|1|1
3471936|1|1|1|265.62022089|23|3|1|1|2|2|1|1
3471937|1|1|1|261.15313615|23|1|1|1|2|2|1|1
3471938|1|1|1|267.73457972|23|1|1|1|2|2|1|1
3471939|1|1|1|416.52109938|23|1|1|1|2|2|1|1
3471940|1|1|1|207.8447219|23|3|1|1|2|2|1|1
3471941|1|1|1|168.37250351|23|3|1|1|2|2|1|1
3471942|1|1|1|280.84380027|23|1|1|1|1|1|1|1
3471943|1|1|1|224.10189338|23|1|1|1|1|1|1|1
3471944|1|1|1|173.03927248|23|1|1|1|1|1|1|1
3471945|1|1|1|472.67020289|23|1|1|1|1|1|1|1
3471946|1|1|1|218.39884829|23|1|1|1|1|1|1|1
3471947|1|1|1|206.51119749|23|1|1|1|1|1|1|1
3471948|1|1|1|161.65694139|23|1|1|1|1|1|1|1
3471949|1|1|1|295.11980511|23|1|1|1|1|1|1|1
3471950|1|1|1|115.8771195|27|1|1|1|2|2|1|2
3471951|1|1|1|160.92998627|27|2|1|1|2|2|1|1
3471952|1|1|1|180.71192397|27|1|1|1|2|2|1|1
3471953|1|1|1|137.58727735|27|1|1|1|2|2|1|1
3471954|1|1|1|114.24231424|27|1|1|1|2|2|1|2
3471955|1|1|1|51.829811681|27|2|1|1|2|2|1|1
3471956|1|1|1|33.649086476|27|1|1|1|2|2|1|1
3471957|1|1|1|115.8771195|27|2|1|1|2|2|1|1
3471958|1|1|1|104.71059748|27|1|1|1|2|2|1|1
3471959|1|1|1|136.54221383|41|2|1|2|1|1|1|1
3471960|1|1|1|248.84135453|41|2|1|2|1|1|1|1
3471961|1|1|1|222.13270097|41|2|1|2|1|1|1|1
3471962|1|1|1|207.25621426|41|2|1|2|1|1|1|1
3471963|1|1|1|105.10569654|41|2|1|2|1|1|1|1
3471964|1|1|1|147.19060943|41|2|1|2|1|1|1|1
3471965|1|1|1|153.99070566|41|2|1|2|1|1|1|1
3471966|1|1|1|150.22554199|41|2|1|2|1|1|1|1
3471967|1|1|1|198.38134002|41|1|1|1|2|2|2|1
3471968|1|1|1|195.10033185|41|1|1|1|2|2|2|1
3471969|1|1|1|195.10033185|41|1|1|1|2|2|2|1
3471970|1|1|1|195.10033185|41|1|1|1|2|2|2|1
3471971|1|1|1|163.19543039|41|1|1|1|2|2|2|1
3471972|1|1|1|396.83426135|41|1|1|1|2|2|2|1
3471973|1|1|1|295.94757935|41|1|1|1|2|2|2|1
3471974|1|1|1|57.348074233|44|1|1|2|1|1|1|1
3471975|1|1|1|132.24039305|44|1|1|2|1|1|1|1
3471976|1|1|1|127.41743799|44|2|1|2|1|1|1|1
3471977|1|1|1|102.75539512|44|2|1|2|1|1|1|1
3471978|1|1|1|89.928186316|44|1|1|2|1|1|1|1
3471979|1|1|1|198.38399889|44|1|1|1|2|1|1|1
3471980|1|1|1|130.69134003|44|1|1|1|1|1|1|1
3471981|1|1|1|139.07608467|44|1|1|1|1|1|1|1
3471982|1|1|1|156.86041503|44|2|1|1|1|1|1|1
3471983|1|1|1|183.28473153|44|1|1|0|2|2|1|1
3471984|1|1|1|64.546019229|44|1|1|0|2|2|1|1
3471985|1|1|1|197.59707134|44|1|1|0|2|2|2|1
3471986|1|1|1|199.13302864|47|1|1|3|1|1|1|1
3471987|1|1|1|189.07540165|47|1|1|1|1|2|1|1
3471988|1|1|1|189.07540165|47|1|1|1|1|2|1|2
3471989|1|1|1|304.1371519|47|1|1|1|1|2|1|1
3471990|1|1|1|459.05684764|47|1|1|1|1|2|2|2
3471991|1|1|1|208.61271031|47|1|1|1|1|2|1|1
3471992|1|1|1|345.86374118|47|1|1|1|1|2|1|2
3471993|1|1|1|629.92288305|47|1|1|1|2|2|2|2
3471994|1|1|1|189.07540165|47|1|1|1|1|2|1|1
3471995|1|1|1|578.71596576|47|1|1|1|2|2|2|2
3471996|1|1|1|344.08888956|47|1|1|1|2|2|2|2
3471997|1|1|1|189.07540165|47|2|1|1|1|2|1|2
3471998|1|1|1|564.09620648|47|1|1|1|1|2|1|1
3471999|1|1|1|499.72138664|47|1|1|3|1|1|1|1
3472000|1|1|1|321.19668528|47|1|1|3|1|1|1|1
3472001|1|1|1|605.93740818|47|2|1|3|1|1|1|1
3472002|1|1|1|311.62464484|47|2|1|4|1|1|1|1
3472003|1|1|1|217.78332109|50|2|1|3|1|1|1|1
3472004|1|1|1|434.35908004|50|1|1|3|1|1|1|1
3472005|1|1|1|399.29959386|50|1|1|3|1|1|1|1
3472006|1|1|1|184.10964266|50|1|1|3|1|1|1|1
3472007|1|1|1|612.0794899|50|2|1|3|1|1|1|1
3472008|1|1|1|326.36123343|50|2|1|3|1|1|1|1
3472009|1|1|1|357.45823141|50|2|1|3|1|1|1|1
3472010|1|1|1|187.46318807|50|2|1|1|1|1|1|1
3472011|1|1|1|274.65536856|50|1|1|2|1|1|1|1
3472012|1|1|1|596.84895498|50|1|1|2|1|1|1|1
3472013|1|1|1|598.02146667|50|1|1|2|1|1|1|1
3472014|1|1|1|274.65536856|50|1|1|2|1|1|1|1
3472015|1|1|1|324.88987244|50|1|1|2|1|1|1|1
3472016|1|1|1|274.65536856|50|1|1|2|1|1|1|1
3472017|1|1|1|595.92501546|50|1|1|2|1|1|1|1
3472018|1|1|1|492.29520175|50|1|1|1|1|1|1|1
3472019|1|1|1|487.99303521|50|1|1|1|1|1|1|1
3472020|1|1|1|211.58710689|50|2|1|1|1|1|1|1
3472021|1|1|1|211.58710689|50|2|1|1|1|1|1|1
3472022|1|1|1|619.09748834|50|2|1|3|1|1|1|1
3472023|1|1|1|380.89811543|50|2|1|3|1|1|1|1
3472024|1|1|1|206.25820924|50|1|1|4|1|1|1|1
3472025|1|1|1|326.4770783|50|1|1|4|1|1|1|1
3472026|1|1|1|264.55318184|50|2|1|3|1|1|1|1
3472027|1|1|1|268.11595503|50|1|1|3|1|1|1|1
3472028|1|1|1|493.97871882|50|1|1|3|1|1|1|1
3472029|1|1|1|571.34717315|50|2|1|3|1|1|1|1
3472030|1|1|1|711.4625092|50|2|1|3|1|1|1|1
3472031|1|1|1|471.01158275|50|2|1|3|1|1|1|1
3472032|1|1|1|294.27360917|50|2|1|3|1|1|1|1
3472033|1|1|1|286.33063251|50|1|1|2|1|1|1|1
3472034|1|1|1|590.19805097|50|2|1|2|1|1|1|1
3472035|1|1|1|312.40758671|52|2|1|2|2|1|1|1
3472036|1|1|1|417.02140409|52|1|1|2|2|1|1|1
3472037|1|1|1|273.24386176|52|4|1|2|2|1|1|1
3472038|1|1|1|353.0453848|52|1|1|3|2|1|1|1
3472039|1|1|1|284.83338752|52|4|1|3|2|1|1|1
3472040|1|1|1|375.08881635|52|2|1|2|1|1|1|1
3472041|1|1|1|284.83338752|52|4|1|1|2|1|1|1
3472042|1|1|1|306.79808639|52|2|1|2|1|1|1|1
3472043|1|1|1|263.10828866|52|2|1|2|2|1|1|1
3472044|1|1|1|262.96934909|52|2|1|2|2|1|1|1
3472045|1|1|1|862.13893595|54|2|1|2|2|1|1|1
3472046|1|1|1|780.26910794|54|2|1|2|1|1|1|1
3472047|1|1|1|271.3089935|54|1|1|2|1|1|1|1
3472048|1|1|1|1085.235974|54|3|1|2|1|1|1|1
3472049|1|1|1|548.82293165|54|1|1|2|1|1|1|1
3472050|1|1|1|271.3089935|54|2|1|2|1|1|1|1
3472051|1|1|1|496.61941301|54|2|1|2|2|1|1|1
3472052|1|1|1|456.91394168|54|1|1|2|1|1|1|1
3472053|1|1|1|966.38654151|54|2|1|2|2|1|1|1
3472054|1|1|1|431.53199725|54|1|1|3|1|1|1|1
3472055|1|1|1|537.8247648|54|2|1|3|1|1|1|1
3472056|1|1|1|571.14242709|54|2|1|3|1|1|1|1
3472057|1|1|1|1207.9831769|54|2|1|3|1|1|1|1
3472058|1|1|1|727.90432291|54|2|1|4|1|1|1|1
3472059|1|1|1|686.02866457|54|2|1|4|1|1|1|1
3472060|1|1|1|339.13624188|54|2|1|4|1|1|1|1
3472061|1|1|1|1207.9831769|54|2|1|4|1|1|1|1
3472062|1|1|1|93.007783914|63|1|1|3|1|1|1|1
3472063|1|1|1|331.46966176|63|1|1|2|1|1|1|1
3472064|1|1|1|246.25729079|63|1|1|2|1|1|1|1
3472065|1|1|1|229.00161129|63|2|1|1|1|1|1|1
3472066|1|1|1|142.66216975|63|2|1|1|1|1|1|1
3472067|1|1|1|160.87386346|63|1|1|1|2|1|1|1
3472068|1|1|1|181.7251893|63|2|1|1|1|1|1|1
3472069|1|1|1|279.34062002|63|2|1|1|1|1|1|1
3472070|1|1|1|172.92016513|63|2|1|1|1|1|1|1
3472071|1|1|1|206.76079173|63|2|1|2|1|1|1|1
3472072|1|1|1|178.24206155|63|2|1|1|1|1|1|1
3472074|1|1|1|147.51084766|63|1|1|5|1|1|1|1
3472075|1|1|1|144.26353626|63|2|1|5|1|1|1|1
3472076|1|1|1|259.23417448|63|2|1|5|1|1|1|1
3472077|1|1|1|258.45970117|63|2|1|3|1|1|1|1
3472078|1|1|1|258.45970117|63|1|1|3|1|1|1|1
3472080|1|1|1|205.3426961|63|1|1|3|1|1|1|1
3472081|1|1|1|137.83800519|63|1|1|3|1|1|1|1
3472082|1|1|1|137.83800519|63|1|1|3|1|1|1|1
3472083|1|1|1|321.52765147|63|1|1|2|1|1|1|1
3472084|1|1|1|180.76435183|63|1|1|2|1|1|1|1
3472085|1|1|1|200.01465773|63|1|1|2|1|1|1|1
3472086|1|1|1|145.09263704|63|1|1|1|1|1|1|1
3472087|1|1|1|463.84541773|66|2|1|3|1|1|1|1
3472088|1|1|1|525.53561043|66|2|1|3|1|1|1|1
3472089|1|1|1|281.61110893|66|1|1|3|1|1|1|1
3472090|1|1|1|302.60125259|66|2|1|3|1|1|1|1
3472091|1|1|1|345.29025329|66|1|1|3|1|1|1|1
3472092|1|1|1|491.89012805|66|1|1|3|1|1|1|1
3472093|1|1|1|690.14779442|66|1|1|3|1|1|1|1
3472094|1|1|1|720.47214315|66|1|1|3|1|1|1|1
3472095|1|1|1|618.99126647|66|1|1|3|1|1|1|1
3472096|1|1|1|540.54525463|66|1|1|3|1|1|1|1
3472097|1|1|1|634.65279626|66|2|1|3|1|1|1|1
3472098|1|1|1|398.58743288|66|2|1|2|1|1|1|1
3472099|1|1|1|917.39590769|68|1|1|1|1|1|1|1
3472100|1|1|1|1019.3287863|68|1|1|1|1|1|1|1
3472101|1|1|1|1795.3575451|68|2|1|2|1|1|1|1
3472102|1|1|1|819.39632338|68|2|1|1|1|1|1|1
3472103|1|1|1|792.49579141|68|2|1|1|1|1|1|1
3472104|1|1|1|776.62499603|68|2|1|2|1|1|1|1
3472105|1|1|1|819.39632338|68|2|1|1|1|1|1|1
3472106|1|1|1|354.89625891|68|2|1|2|1|1|1|1
3472107|1|1|1|1677.673725|68|3|1|1|1|1|1|1
3472108|1|1|1|509.63278712|68|3|1|4|1|1|1|1
3472109|1|1|1|1731.2376328|68|2|1|4|1|1|1|1
3472110|1|1|1|1072.7961635|68|2|1|4|1|1|1|1
3472111|1|1|1|721.81730413|68|2|1|4|1|1|1|1
3472112|1|1|1|790.13216897|68|2|1|4|1|1|1|1
3472113|1|1|1|792.25690659|68|2|1|4|1|1|1|1
3472114|1|1|1|817.47684799|68|2|1|4|1|1|1|1
3472115|1|1|1|734.78720347|68|2|1|4|1|1|1|1
3472116|1|1|1|908.77807978|68|2|1|4|1|1|1|1
3472117|1|1|1|1570.9378519|68|2|1|3|1|1|1|1
3472118|1|1|1|715.68853317|68|2|1|3|1|1|1|1
3472119|1|1|1|1152.2760798|68|2|1|4|1|1|1|1
3472120|1|1|1|1130.2630675|68|2|1|4|1|1|1|1
3472121|1|1|1|1219.9386442|68|2|1|4|1|1|1|1
3472122|1|1|1|1066.8885973|68|2|1|4|1|1|1|1
3472123|1|1|1|1052.6502352|68|2|1|4|1|1|1|1
3472124|1|1|1|1282.8791052|68|2|1|4|1|1|1|1
3472125|1|1|1|933.18699618|68|2|1|4|1|1|1|1
3472126|1|1|1|1336.6800869|68|2|1|3|1|1|1|1
3472127|1|1|1|131.90656762|70|1|1|2|1|1|1|1
3472128|1|1|1|192.81190047|70|2|1|2|1|1|1|1
3472129|1|1|1|127.38111656|70|2|1|2|1|1|1|1
3472130|1|1|1|127.38111656|70|1|1|2|1|1|1|1
3472131|1|1|1|104.05662357|70|1|1|2|1|1|1|1
3472132|1|1|1|153.56958776|70|2|1|2|1|1|1|1
3472133|1|1|1|206.14758989|70|2|1|2|1|1|1|1
3472134|1|1|1|131.58906805|70|1|1|2|1|1|1|1
3472135|1|1|1|105.71809642|70|1|1|2|1|1|1|1
3472136|1|1|1|197.10121201|70|1|1|2|1|1|1|1
3472137|1|1|1|177.33839821|70|2|1|2|1|1|1|1
3472138|1|1|1|250.97885449|70|1|1|2|1|1|1|1
3472139|1|1|1|259.15019369|70|1|1|2|1|1|1|1
3472140|1|1|1|270.24658313|70|1|1|2|1|1|1|1
3472141|1|1|1|160.18190182|70|1|1|2|1|1|1|1
3472142|1|1|1|177.33839821|70|2|1|2|1|1|1|1
3472143|1|1|1|212.1037874|70|2|1|2|1|1|1|1
3472144|1|1|1|221.01587693|70|2|1|2|1|1|1|1
3472145|1|1|1|225.67707763|70|1|1|2|1|1|1|1
3472146|1|1|1|359.58065106|73|1|1|2|1|1|1|1
3472147|1|1|1|430.634134|73|1|1|3|1|1|1|1
3472148|1|1|1|406.00377589|73|1|1|3|1|1|1|1
3472149|1|1|1|342.67770114|73|2|1|3|1|1|1|1
3472150|1|1|1|457.90669934|73|2|1|3|1|1|1|1
3472151|1|1|1|619.7188401|73|2|1|4|1|1|1|1
3472152|1|1|1|598.95264384|73|2|1|4|1|1|1|1
3472153|1|1|1|206.54561543|73|1|1|2|1|1|1|1
3472154|1|1|1|611.34140488|73|2|1|1|1|2|1|1
3472155|1|1|1|2839.20038|76|1|1|5|1|1|1|1
3472156|1|1|1|3130.7266775|76|2|1|3|1|1|1|1
3472157|1|1|1|2918.9569966|76|2|1|3|1|1|1|1
3472158|1|1|1|3421.1273494|76|2|1|3|1|1|1|1
3472159|1|1|1|2624.3594733|76|2|1|3|1|1|1|1
3472160|1|1|1|2432.18999|76|2|1|1|1|1|1|1
3472161|1|1|1|61.826638445|88|2|1|1|2|2|1|2
3472162|1|1|1|43.822072551|88|4|1|2|2|2|1|2
3472163|1|1|1|43.822072551|88|2|1|1|2|1|1|2
3472164|1|1|1|41.380277667|88|2|1|1|2|1|2|1
3472165|1|1|1|61.411402331|88|1|1|1|2|1|1|2
3472166|1|1|1|43.822072551|88|2|1|1|2|1|1|2
3472167|1|1|1|43.822072551|88|2|1|1|2|1|1|2
3472168|1|1|1|43.822072551|88|2|1|1|2|1|1|2
3472169|1|1|1|41.841456117|88|1|1|1|2|1|1|2
3472170|1|1|1|40.36280921|88|2|1|2|2|2|1|2
3472171|1|1|1|37.277976383|88|2|1|2|2|2|1|2
3472172|1|1|1|31.381092088|88|1|1|2|2|1|1|2
3472173|1|1|1|33.097675486|88|1|1|1|2|1|1|2
3472174|1|1|1|38.341222788|88|2|1|2|2|1|1|2
3472176|1|1|1|37.708351374|88|1|1|2|2|1|1|2
3472177|1|1|1|35.823197481|88|2|1|2|2|1|1|2
3472178|1|1|1|41.433891974|88|2|1|1|2|2|1|2
3472179|1|1|1|66.561424416|88|2|1|1|2|2|1|2
3472180|1|1|1|2100.6964445|05|2|1|2|1|1|1|1
3472182|1|1|1|4188.2120107|05|2|1|3|1|1|1|1
3472183|1|1|1|3129.7383761|05|2|1|3|1|1|1|1
3472184|1|1|1|2904.1450773|05|2|1|3|1|1|1|1
3472185|1|1|1|2866.5238887|05|2|1|3|1|1|1|1
3472186|1|1|1|3658.5661675|05|2|1|3|2|1|1|1
3472187|1|1|1|4102.230241|05|2|1|3|1|1|1|1
3472189|1|1|1|2620.5115615|05|2|1|3|1|1|1|1
3472190|1|1|1|4122.6492695|05|2|1|3|1|1|1|1
3472191|1|1|1|4163.4873264|05|2|1|3|1|1|1|1
3472192|1|1|1|4103.0457554|05|2|1|3|1|1|1|1
3472193|1|1|1|2456.8860607|05|2|1|3|1|1|1|1
3472194|1|1|1|3084.5946634|05|2|1|3|2|1|1|1
3472195|1|1|1|3494.9406668|05|2|1|3|2|1|1|1
3472197|1|1|1|3384.3399489|05|2|1|3|1|1|1|1
3472198|1|1|1|3134.1693991|05|2|1|3|1|1|1|1
3472199|1|1|1|1278.2846422|05|2|1|2|1|1|1|1
3472200|1|1|1|1568.8330036|05|2|1|2|1|1|1|1
3472201|1|1|1|1544.2743156|05|2|1|2|1|1|1|1
3472202|1|1|1|4084.0912335|05|2|1|5|1|1|1|1
3472203|1|1|1|3737.1343138|05|2|1|5|1|1|1|1
3472204|1|1|1|4733.4649777|05|2|1|5|1|1|1|1
3472205|1|1|1|6021.3943651|05|2|1|5|1|1|1|1
3472206|1|1|1|5206.5873067|05|2|1|5|1|1|1|1
3472207|1|1|1|4062.2571999|05|2|1|5|1|1|1|1
3472208|1|1|1|5206.5873067|05|2|1|5|1|1|1|1
3472209|1|1|1|5036.7538302|05|2|1|5|1|1|1|1
3472210|1|1|1|2648.9782623|05|2|1|5|1|1|1|1
3472213|1|1|1|925.75783954|08|1|1|3|1|1|1|1
3472214|1|1|1|1598.4970542|08|2|1|4|1|1|1|1
3472215|1|1|1|1598.4970542|08|1|1|4|1|1|1|1
3472216|1|1|1|947.33155559|08|2|1|4|1|1|1|1
3472217|1|1|1|731.41450145|08|1|1|3|1|1|1|1
3472218|1|1|1|695.35247386|08|2|1|3|1|1|1|1
3472219|1|1|1|1293.2716101|08|2|1|3|1|1|1|1
3472220|1|1|1|1824.9110602|08|1|1|3|1|1|1|1
3472221|1|1|1|881.34065281|08|1|1|2|1|1|1|1
3472222|1|1|1|990.66153663|08|2|1|2|1|1|1|1
3472223|1|1|1|1494.6426353|08|1|1|2|1|1|1|1
3472224|1|1|1|988.67952274|08|2|1|2|1|1|1|1
3472225|1|1|1|3473.6259107|08|1|1|2|1|1|1|1
3472226|1|1|1|1744.3716438|08|2|1|2|1|1|1|1
3472228|1|1|1|1479.5216322|08|1|1|1|1|1|1|1
3472229|1|1|1|2515.4265134|08|2|1|1|1|1|1|1
3472230|1|1|1|1941.0480973|08|2|1|1|1|1|1|1
3472231|1|1|1|1370.3660564|08|1|1|2|1|1|1|1
3472232|1|1|1|8260.0325582|11|2|1|2|1|1|1|1
3472233|1|1|1|7331.1817096|11|2|1|3|1|1|1|1
3472234|1|1|1|2939.0827121|11|1|1|2|1|1|1|1
3472235|1|1|1|3201.5025173|11|2|1|2|1|1|1|1
3472237|1|1|1|4953.2039123|11|2|1|2|1|1|1|1
3472238|1|1|1|7736.4335246|11|2|1|2|1|1|1|1
3472239|1|1|1|7736.4335246|11|2|1|3|1|1|1|1
3472240|1|1|1|11934.457073|11|2|1|2|1|1|1|1
3472241|1|1|1|5037.0831741|11|2|1|2|1|1|1|1
3472242|1|1|1|16489.399112|11|2|1|4|1|1|1|1
3472243|1|1|1|3944.5583767|11|2|1|3|1|1|1|1
3472244|1|1|1|3944.5583767|11|2|1|3|1|1|1|1
3472245|1|1|1|3944.5583767|11|2|1|3|1|1|1|1
3472246|1|1|1|10383.108151|11|2|1|3|1|1|1|1
3472247|1|1|1|4851.5393527|11|2|1|3|1|1|1|1
3472248|1|1|1|10537.034329|11|2|1|3|1|1|1|1
3472249|1|1|1|8172.347171|11|2|1|3|1|1|1|1
3472250|1|1|1|413.40286062|13|2|1|3|1|1|1|1
3472251|1|1|1|483.19333232|13|1|1|3|1|1|1|1
3472252|1|1|1|443.70271369|13|2|1|1|1|1|1|1
3472253|1|1|1|593.71920494|13|1|1|3|1|1|1|1
3472254|1|1|1|1003.1277913|13|1|1|3|1|1|1|1
3472255|1|1|1|730.84776291|13|2|1|2|1|1|1|1
3472256|1|1|1|872.56948631|13|2|1|2|1|1|1|1
3472257|1|1|1|866.98777708|13|2|1|3|1|1|1|1
3472258|1|1|1|906.1430936|13|1|1|3|1|1|1|1
3472259|1|1|1|400.57231348|13|1|1|1|1|1|1|1
3472260|1|1|1|562.52657376|13|1|1|1|1|1|1|1
3472261|1|1|1|564.80986058|13|2|1|1|1|1|1|1
3472262|1|1|1|430.76694748|13|2|1|1|1|1|1|1
3472263|1|1|1|487.11739571|13|2|1|1|1|1|1|1
3472264|1|1|1|488.43410709|13|2|1|1|1|1|1|1
3472265|1|1|1|545.88011921|13|2|1|1|1|1|1|1
3472266|1|1|1|475.98149154|13|2|1|1|1|1|1|1
3472267|1|1|1|575.94576476|13|1|1|1|1|1|1|1
3472268|1|1|1|737.28086361|13|1|1|1|1|1|1|1
3472269|1|1|1|613.42987795|13|2|1|3|1|1|1|1
3472270|1|1|1|443.25350294|13|2|1|3|1|1|1|1
3472271|1|1|1|398.28902666|13|2|1|3|1|1|1|1
3472272|1|1|1|553.67395641|13|2|1|3|1|1|1|1
3472273|1|1|1|174.34720752|15|2|1|2|1|1|1|1
3472274|1|1|1|127.88562354|15|2|1|1|1|1|1|1
3472275|1|1|1|164.14323505|15|2|1|2|1|1|1|1
3472276|1|1|1|407.66864371|15|1|1|3|1|1|1|1
3472277|1|1|1|181.79643724|15|1|1|3|1|1|1|1
3472278|1|1|1|235.46064715|15|1|1|1|1|2|1|1
3472279|1|1|1|234.67411355|15|2|1|1|1|1|1|1
3472280|1|1|1|80.445340273|15|1|1|2|1|1|1|1
3472281|1|1|1|168.19262221|15|1|1|2|1|1|1|1
3472282|1|1|1|377.16282683|15|2|1|2|1|1|1|1
3472283|1|1|1|371.77459597|15|2|1|3|1|1|1|1
3472284|1|1|1|132.32332998|15|2|1|2|1|1|1|1
3472285|1|1|1|183.01194994|15|2|1|4|1|1|1|1
3472286|1|1|1|174.65042006|15|2|1|4|1|1|1|1
3472287|1|1|1|152.37960524|15|2|1|4|1|1|1|1
3472288|1|1|1|145.77988731|15|2|1|4|1|1|1|1
3472289|1|1|1|151.73843328|15|2|1|3|1|1|1|1
3472290|1|1|1|156.25407054|15|2|1|3|1|1|1|1
3472291|1|1|1|91.092011914|15|2|1|3|1|1|1|1
3472292|1|1|1|144.64060676|15|2|1|3|1|1|1|1
3472293|1|1|1|200.1550987|15|1|1|2|1|1|1|1
3472294|1|1|1|174.80440363|15|2|1|3|1|1|1|1
3472295|1|1|1|399.34887547|15|2|1|3|1|1|1|1
3472296|1|1|1|183.83103943|15|2|1|3|1|1|1|1
3472297|1|1|1|181.92752089|15|2|1|3|1|1|1|1
3472298|1|1|1|158.72875545|15|2|1|3|1|1|1|1
3472299|1|1|1|599.11066812|17|1|1|5|1|1|1|1
3472300|1|1|1|497.12054904|17|1|1|5|1|1|1|1
3472301|1|1|1|414.11765832|17|2|1|5|1|1|1|1
3472302|1|1|1|454.03999733|17|2|1|5|1|1|1|1
3472303|1|1|1|386.35839754|17|1|1|5|1|1|1|1
3472304|1|1|1|492.67808926|17|2|1|5|1|1|1|1
3472305|1|1|1|524.87980981|17|2|1|5|1|1|1|1
3472306|1|1|1|505.13943205|17|2|1|4|1|1|1|1
3472307|1|1|1|303.68628276|17|2|1|5|1|1|1|1
3472308|1|1|1|423.23815018|17|2|1|5|1|1|1|1
3472309|1|1|1|211.02350447|17|2|1|5|2|1|1|1
3472310|1|1|1|439.34782329|17|2|1|5|1|1|1|1
3472311|1|1|1|337.76545429|17|2|1|5|1|1|1|1
3472312|1|1|1|537.59596906|17|2|1|6|1|1|1|1
3472313|1|1|1|406.45050496|17|2|1|6|1|1|1|1
3472314|1|1|1|337.17326624|17|2|1|3|1|1|1|1
3472315|1|1|1|276.91079564|17|2|1|3|1|1|1|1
3472316|1|1|1|607.09743948|17|1|1|4|1|1|1|1
3472317|1|1|1|89.96644285|18|1|1|3|1|1|1|1
3472318|1|1|1|53.018248843|18|1|1|3|1|1|1|1
3472319|1|1|1|126.41779613|18|1|1|3|1|1|1|1
3472320|1|1|1|56.370538842|18|2|1|3|1|1|1|1
3472321|1|1|1|55.020188993|18|1|1|3|1|1|1|1
3472322|1|1|1|91.483762491|18|1|1|1|1|1|1|1
3472323|1|1|1|92.553287267|18|1|1|1|1|1|1|1
3472324|1|1|1|105.69476033|18|1|1|3|1|1|1|1
3472325|1|1|1|82.043362182|18|2|1|3|1|1|1|1
3472326|1|1|1|88.07760875|18|1|1|3|1|1|1|1
3472327|1|1|1|114.49446219|18|1|1|3|1|1|1|1
3472328|1|1|1|195.16226068|18|2|1|3|1|1|1|1
3472329|1|1|1|86.272989382|18|2|1|3|1|1|1|1
3472330|1|1|1|202.51649642|18|2|1|2|1|1|1|1
3472331|1|1|1|171.45081487|18|2|1|2|1|1|1|1
3472332|1|1|1|152.93408901|18|1|1|2|1|1|1|1
3472333|1|1|1|122.50869064|18|2|1|1|1|1|1|1
3472334|1|1|1|268.0990493|18|1|1|1|1|1|1|1
3472335|1|1|1|103.77303741|18|2|1|2|1|1|1|1
3472336|1|1|1|133.97374506|18|1|1|1|2|2|1|1
3472337|1|1|1|229.66927724|18|2|1|1|1|1|1|1
3472338|1|1|1|166.33927138|19|1|1|2|1|1|1|1
3472339|1|1|1|127.53133654|19|1|1|2|1|1|1|1
3472340|1|1|1|143.87757381|19|1|1|4|1|2|1|1
3472341|1|1|1|223.0384425|19|1|1|1|1|1|1|1
3472342|1|1|1|208.68913714|19|2|1|5|1|1|1|1
3472343|1|1|1|331.1449576|19|2|1|4|1|1|1|1
3472344|1|1|1|292.2513218|19|2|1|4|1|1|1|1
3472345|1|1|1|264.97353437|19|1|1|4|1|1|1|1
3472346|1|1|1|372.9318207|20|2|1|2|1|1|1|1
3472347|1|1|1|202.5375575|20|2|1|2|1|1|1|1
3472348|1|1|1|173.39538181|20|1|1|1|1|1|1|1
3472349|1|1|1|263.9588863|20|2|1|2|1|1|1|1
3472350|1|1|1|371.78623313|20|1|1|3|1|1|1|1
3472351|1|1|1|182.19770894|20|3|1|1|2|2|1|1
3472352|1|1|1|349.65328183|20|1|1|5|1|1|1|1
3472353|1|1|1|357.08005766|20|2|1|3|1|1|1|1
3472354|1|1|1|221.9618924|20|2|1|1|1|1|1|1
3472355|1|1|1|223.37511643|20|2|1|1|1|1|1|1
3472356|1|1|1|262.30352893|23|1|1|3|1|1|1|1
3472357|1|1|1|240.32851541|23|1|1|5|1|1|1|1
3472358|1|1|1|142.61087527|23|1|1|5|1|1|1|1
3472359|1|1|1|394.14848494|23|1|1|5|1|1|1|1
3472360|1|1|1|117.86075246|23|1|1|5|1|1|1|1
3472361|1|1|1|184.13829453|23|2|1|1|1|1|1|1
3472362|1|1|1|282.35074858|23|2|1|1|1|1|1|1
3472363|1|1|1|297.88084294|23|2|1|1|1|1|1|1
3472364|1|1|1|283.68184781|23|2|1|1|1|1|1|1
