Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P36|P36S1|P6007|P6007S1|P543|P544S1|P544S2|P544S3|P544S4|P544S5|P544S6|P544S7|P544S8|P544S9|P545|P546|P547
3471887|1|1|1|487.02740205|34718871|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471888|1|1|1|313.43457847|34718881|2||2||1|1|2|2|2|2|2|2|2||1||800000
3471889|1|1|1|381.8561309|34718891|2||2||1|1|2|2|2|2|2|2|1||1||700000
3471890|1|1|1|508.22385523|34718901|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471891|1|1|1|266.71738702|34718911|2||2||1|1|1|2|1|2|2|2|2||1||800000
3471892|1|1|1|518.62900753|34718921|2||2||1|1|2|2|2|2|2|2|2||1||600000
3471893|1|1|1|391.6618496|34718931|2||2||1|1|2|2|1|2|2|2|2||1||860000
3471894|1|1|1|443.51885195|34718941|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471895|1|1|1|245.21934379|34718951|2||2||1|1|1|2|2|2|2|2|2||1||1040000
3471896|1|1|1|684.08041042|34718961|2||2||1|1|1|2|2|2|2|2|2||1||1200000
3471896|1|2|2|684.08041042|34718962|2||2||1|1|2|2|2|2|2|2|1||1||1300000
3471897|1|1|1|387.49647859|34718971|2||2||1|1|2|2|2|2|2|2|2||1||600000
3471898|1|1|1|186.7857384|34718981|2||2||2|1|2|2|2|2|2|2|1||1||1800000
3471899|1|1|1|171.02010261|34718991|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471900|1|1|1|551.63571935|34719001|2||2||1|1|1|2|2|2|2|2|2||1||2000000
3471901|1|1|1|174.10209077|34719011|2||2||1|2|2|2|2|2|2|2|1||8||600000
3471902|1|1|1|482.50575623|34719021|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471903|1|1|1|211.07703863|34719031|2||2||1|1|2|2|2|2|2|2|2||1||98
3471904|1|1|1|199.21516567|34719041|2||2||1|2|2|1|2|2|2|2|2||3||2500000
3471905|1|1|1|199.21516567|34719051|2||2||1|2|2|2|2|2|2|1|2||7||800000
3471906|1|1|1|317.83829615|34719061|2||2||2|1|2|2|2|2|2|2|2||1||4000000
3471907|1|1|1|219.62945413|34719071|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471908|1|1|1|331.27380749|34719081|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3471909|1|1|1|183.72065278|34719091|2||2||1|2|2|2|2|2|2|2|1||8||500000
3471911|1|1|1|183.96598166|34719111|2||2||2|1|2|2|2|2|2|2|2||1||2200000
3471912|1|1|1|197.74966924|34719121|2||2||1|2|2|1|2|2|2|2|2||3||1400000
3471914|1|1|1|242.39214785|34719141|2||2||1|2|2|2|2|2|2|1|1||7||700000
3471915|1|1|1|378.66319392|34719151|2||2||1|1|2|2|2|2|2|2|2||1||2400000
3471916|1|1|1|278.98943014|34719161|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471917|1|1|1|185.28123447|34719171|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3471918|1|1|1|280.30468295|34719181|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3471919|1|1|1|137.62685551|34719191|2||2||1|1|1|2|2|2|2|2|2||1||1700000
3471920|1|1|1|192.12054899|34719201|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3471921|1|1|1|251.36844953|34719211|2||2||1|1|2|2|2|2|2|2|1||1||1900000
3471922|1|1|1|195.39646026|34719221|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3471923|1|1|1|129.08558602|34719231|2||2||1|1|1|2|2|2|2|2|2||1||1200000
3471924|1|1|1|326.25044703|34719241|2||2||1|1|2|2|1|2|2|2|2||1||1300000
3471925|1|1|1|263.21694545|34719251|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471926|1|1|1|203.64216935|34719261|2||2||1|1|2|2|2|2|2|2|2||1||500000
3471927|1|1|1|273.72140716|34719271|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3471928|1|1|1|315.74494004|34719281|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3471929|1|1|1|203.91410015|34719291|2||2||2|1|2|2|2|2|2|2|2||1||2800000
3471931|1|1|1|261.08691321|34719311|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3471932|1|1|1|271.53772037|34719321|2||2||1|1|1|2|1|2|2|2|2||1||1100000
3471933|1|1|1|168.37250351|34719331|2||2||1|1|1|2|2|2|2|2|2||1||1000000
3471934|1|1|1|265.62022089|34719341|2||2||1|2|1|2|2|2|2|2|1||8||400000
3471935|1|1|1|478.95008312|34719351|2||2||1|1|2|2|2|2|2|2|2||1||600000
3471936|1|1|1|265.62022089|34719361|2||2||1|1|2|2|2|2|2|2|2||1||500000
3471937|1|1|1|261.15313615|34719371|2||2||1|1|2|2|2|2|2|2|2||1||600000
3471938|1|1|1|267.73457972|34719381|2||2||1|1|2|2|2|2|2|2|2||1||500000
3471939|1|1|1|416.52109938|34719391|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3471940|1|1|1|207.8447219|34719401|2||2||1|1|2|2|2|2|2|2|2||1||900000
3471941|1|1|1|168.37250351|34719411|2||2||1|1|2|2|2|2|2|2|2||1||700000
3471942|1|1|1|280.84380027|34719421|2||2||1|1|2|2|2|2|2|2|2||1||800000
3471943|1|1|1|224.10189338|34719431|2||2||2|1|1|2|2|2|2|2|2||1||1900000
3471944|1|1|1|173.03927248|34719441|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3471945|1|1|1|472.67020289|34719451|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3471946|1|1|1|218.39884829|34719461|2||2||1|1|1|2|2|2|2|2|2||1||500000
3471947|1|1|1|206.51119749|34719471|2||2||1|1|1|2|1|2|1|2|1||1||2100000
3471948|1|1|1|161.65694139|34719481|2||2||1|1|1|2|2|2|2|2|1||1||900000
3471949|1|1|1|295.11980511|34719491|2||2||1|1|1|2|2|2|2|2|1||1||1300000
3471950|1|1|1|115.8771195|34719501|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471951|1|1|1|160.92998627|34719511|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3471952|1|1|1|180.71192397|34719521|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3471953|1|1|1|137.58727735|34719531|2||2||1|1|2|2|2|2|2|2|1||1||2000000
3471954|1|1|1|114.24231424|34719541|2||2||1|1|1|2|2|2|2|2|2||1||3000000
3471955|1|1|1|51.829811681|34719551|2||2||1|1|2|2|2|2|2|2|1||8||700000
3471956|1|1|1|33.649086476|34719561|2||2||1|1|2|2|2|2|2|2|2||1||1100000
3471957|1|1|1|115.8771195|34719571|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471958|1|1|1|104.71059748|34719581|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3471959|1|1|1|136.54221383|34719591|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3471960|1|1|1|248.84135453|34719601|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3471961|1|1|1|222.13270097|34719611|2||2||2|1|2|2|2|2|2|2|2||1||2000000
3471962|1|1|1|207.25621426|34719621|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471963|1|1|1|105.10569654|34719631|2||2||1|1|1|2|2|2|2|2|2||1||1000000
3471964|1|1|1|147.19060943|34719641|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3471965|1|1|1|153.99070566|34719651|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3471966|1|1|1|150.22554199|34719661|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471967|1|1|1|198.38134002|34719671|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471968|1|1|1|195.10033185|34719681|2||2||1|2|2|1|2|2|2|2|1||3||1500000
3471969|1|1|1|195.10033185|34719691|2||2||1|2|2|2|2|2|2|2|1||8||650000
3471970|1|1|1|195.10033185|34719701|2||2||1|2|1|2|2|2|2|2|1||2||400000
3471971|1|1|1|163.19543039|34719711|2||2||1|1|2|2|2|2|2|2|2||1||1100000
3471972|1|1|1|396.83426135|34719721|2||2||1|1|2|2|1|2|2|2|2||1||1800000
3471973|1|1|1|295.94757935|34719731|2||2||1|1|2|2|2|2|2|2|2||1||900000
3471974|1|1|1|57.348074233|34719741|2||2||1|2|2|1|2|2|2|2|2||3||1500000
3471975|1|1|1|132.24039305|34719751|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3471976|1|1|1|127.41743799|34719761|2||2||1|1|2|2|2|2|2|2|2||1||98
3471977|1|1|1|102.75539512|34719771|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471978|1|1|1|89.928186316|34719781|2||2||1|1|2|2|2|2|2|2|2||1||700000
3471979|1|1|1|198.38399889|34719791|2||2||2|1|2|2|2|2|2|2|2||1||1000000
3471980|1|1|1|130.69134003|34719801|2||2||2|1|2|2|2|2|2|2|2||1||3000000
3471981|1|1|1|139.07608467|34719811|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471982|1|1|1|156.86041503|34719821|2||2||2|1|1|2|2|2|2|2|2||1||2000000
3471983|1|1|1|183.28473153|34719831|2||2||1|1|2|2|2|2|2|2|2||1||900000
3471984|1|1|1|64.546019229|34719841|2||2||1|2|2|2|2|2|2|2|1||8||800000
3471985|1|1|1|197.59707134|34719851|2||2||1|1|2|2|2|2|2|2|2||1||700000
3471986|1|1|1|199.13302864|34719861|2||2||1|1|2|2|2|2|2|2|2||1||98
3471987|1|1|1|189.07540165|34719871|2||2||1|1|2|2|2|2|2|2|2||1||98
3471988|1|1|1|189.07540165|34719881|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471989|1|1|1|304.1371519|34719891|2||2||1|2|1|2|2|2|2|2|1||8||600000
3471990|1|1|1|459.05684764|34719901|2||2||1|1|2|2|2|2|2|2|1||1||2000000
3471991|1|1|1|208.61271031|34719911|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3471992|1|1|1|345.86374118|34719921|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3471992|1|2|2|345.86374118|34719922|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3471993|1|1|1|629.92288305|34719931|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3471994|1|1|1|189.07540165|34719941|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471995|1|1|1|578.71596576|34719951|2||2||1|1|2|2|2|2|2|2|1||1||2000000
3471996|1|1|1|344.08888956|34719961|2||2||1|1|2|2|2|2|2|2|1||1||800000
3471997|1|1|1|189.07540165|34719971|2||2||1|1|2|2|1|2|2|2|2||1||1600000
3471998|1|1|1|564.09620648|34719981|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3471999|1|1|1|499.72138664|34719991|2||2||2|1|2|2|2|2|2|2|2||1||5000000
3472000|1|1|1|321.19668528|34720001|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472001|1|1|1|605.93740818|34720011|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472002|1|1|1|311.62464484|34720021|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472003|1|1|1|217.78332109|34720031|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472004|1|1|1|434.35908004|34720041|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472005|1|1|1|399.29959386|34720051|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3472006|1|1|1|184.10964266|34720061|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472007|1|1|1|612.0794899|34720071|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3472008|1|1|1|326.36123343|34720081|2||2||1|2|2|1|2|2|2|2|2||3||1600000
3472009|1|1|1|357.45823141|34720091|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472010|1|1|1|187.46318807|34720101|2||2||1|1|2|2|2|2|2|2|2||1||2100000
3472011|1|1|1|274.65536856|34720111|2||2||1|1|2|2|2|2|2|2|2||1||2800000
3472012|1|1|1|596.84895498|34720121|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472013|1|1|1|598.02146667|34720131|2||2||1|1|1|2|2|2|2|2|2||1||1300000
3472014|1|1|1|274.65536856|34720141|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472015|1|1|1|324.88987244|34720151|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472016|1|1|1|274.65536856|34720161|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472017|1|1|1|595.92501546|34720171|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472018|1|1|1|492.29520175|34720181|2||2||1|1|1|2|2|2|2|2|1||2||300000
3472019|1|1|1|487.99303521|34720191|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3472020|1|1|1|211.58710689|34720201|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472021|1|1|1|211.58710689|34720211|2||2||1|1|2|2|2|2|2|2|2||1||1400000
3472022|1|1|1|619.09748834|34720221|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472023|1|1|1|380.89811543|34720231|2||2||1|2|2|2|2|2|2|2|1||8||400000
3472024|1|1|1|206.25820924|34720241|2||2||1|2|2|1|2|2|2|2|2||3||3000000
3472025|1|1|1|326.4770783|34720251|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472026|1|1|1|264.55318184|34720261|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472027|1|1|1|268.11595503|34720271|2||2||1|1|2|2|2|2|2|1|2||1||5600000
3472028|1|1|1|493.97871882|34720281|2||2||1|1|2|2|2|2|2|2|2||1||10000000
3472029|1|1|1|571.34717315|34720291|2||2||1|1|2|2|2|2|2|1|2||1||4500000
3472030|1|1|1|711.4625092|34720301|2||2||1|1|2|1|2|2|2|2|2||1||1500000
3472031|1|1|1|471.01158275|34720311|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472032|1|1|1|294.27360917|34720321|2||2||1|1|2|2|2|2|2|2|2||1||6000000
3472033|1|1|1|286.33063251|34720331|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472034|1|1|1|590.19805097|34720341|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3472035|1|1|1|312.40758671|34720351|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3472036|1|1|1|417.02140409|34720361|2||2||1|1|2|1|2|2|2|2|2||1||3600000
3472037|1|1|1|273.24386176|34720371|2||2||1|1|1|2|2|2|2|2|2||1||980000
3472038|1|1|1|353.0453848|34720381|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472039|1|1|1|284.83338752|34720391|2||2||1|1|2|2|2|2|2|2|2||1||900000
3472040|1|1|1|375.08881635|34720401|2||2||1|1|2|1|2|2|2|1|2||3||3500000
3472041|1|1|1|284.83338752|34720411|2||2||1|2|2|2|2|2|2|2|1||8||500000
3472042|1|1|1|306.79808639|34720421|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3472043|1|1|1|263.10828866|34720431|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472044|1|1|1|262.96934909|34720441|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472045|1|1|1|862.13893595|34720451|2||2||1|1|2|2|2|2|2|2|2||1||600000
3472046|1|1|1|780.26910794|34720461|2||2||1|1|2|2|2|2|2|2|2||1||850000
3472047|1|1|1|271.3089935|34720471|2||2||1|2|2|1|2|2|2|2|2||3||4000000
3472048|1|1|1|1085.235974|34720481|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472049|1|1|1|548.82293165|34720491|2||2||1|1|1|1|2|2|2|2|1||3||1200000
3472050|1|1|1|271.3089935|34720501|2||2||1|1|2|1|2|2|2|2|2||1||2000000
3472051|1|1|1|496.61941301|34720511|2||2||1|1|2|1|2|2|2|2|2||3||1000000
3472052|1|1|1|456.91394168|34720521|2||2||1|1|2|2|2|2|2|2|2||1||1200000
3472053|1|1|1|966.38654151|34720531|2||2||1|1|2|2|2|2|2|2|2||1||700000
3472054|1|1|1|431.53199725|34720541|2||2||1|1|2|2|2|2|2|2|1||8||1500000
3472055|1|1|1|537.8247648|34720551|2||2||1|1|2|2|2|2|2|2|2||1||3200000
3472056|1|1|1|571.14242709|34720561|2||2||2|1|2|2|2|2|2|2|2||1||3500000
3472057|1|1|1|1207.9831769|34720571|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472058|1|1|1|727.90432291|34720581|2||2||1|2|2|1|2|2|2|2|2||3||1600000
3472059|1|1|1|686.02866457|34720591|2||2||1|1|2|2|2|2|2|1|2||1||5000000
3472060|1|1|1|339.13624188|34720601|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3472061|1|1|1|1207.9831769|34720611|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3472062|1|1|1|93.007783914|34720621|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3472063|1|1|1|331.46966176|34720631|2||1|2|1|2|2|2|2|2|2|2|1||8||1200000
3472064|1|1|1|246.25729079|34720641|2||2||1|2|2|2|2|2|2|2|1||8||1500000
3472065|1|1|1|229.00161129|34720651|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3472066|1|1|1|142.66216975|34720661|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472067|1|1|1|160.87386346|34720671|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472068|1|1|1|181.7251893|34720681|2||2||2|1|2|1|2|2|2|2|2||1||3900000
3472069|1|1|1|279.34062002|34720691|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472070|1|1|1|172.92016513|34720701|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472071|1|1|1|206.76079173|34720711|2||2||1|2|2|1|2|2|2|2|2||3||2600000
3472072|1|1|1|178.24206155|34720721|2||2||1|1|2|2|2|2|2|2|2||1||1250000
3472074|1|1|1|147.51084766|34720741|1|1|2||1|1|2|2|2|2|2|1|2||1||8000000
3472075|1|1|1|144.26353626|34720751|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3472076|1|1|1|259.23417448|34720761|2||2||1|2|2|1|2|2|2|2|2||3||4000000
3472077|1|1|1|258.45970117|34720771|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472078|1|1|1|258.45970117|34720781|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472080|1|1|1|205.3426961|34720801|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472081|1|1|1|137.83800519|34720811|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472082|1|1|1|137.83800519|34720821|2||2||1|1|2|2|2|2|2|2|2||1||3500000
3472083|1|1|1|321.52765147|34720831|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472084|1|1|1|180.76435183|34720841|2||2||1|1|2|2|2|2|2|2|2||1||950000
3472085|1|1|1|200.01465773|34720851|2||2||1|1|2|2|2|2|2|2|2||1||6000000
3472086|1|1|1|145.09263704|34720861|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472087|1|1|1|463.84541773|34720871|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472088|1|1|1|525.53561043|34720881|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472089|1|1|1|281.61110893|34720891|2||2||1|1|2|1|2|2|2|2|2||1||3000000
3472090|1|1|1|302.60125259|34720901|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3472091|1|1|1|345.29025329|34720911|2||2||1|1|2|1|2|2|2|2|2||3||2300000
3472092|1|1|1|491.89012805|34720921|2||2||1|1|2|2|2|2|2|2|2||1||3200000
3472093|1|1|1|690.14779442|34720931|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3472094|1|1|1|720.47214315|34720941|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3472095|1|1|1|618.99126647|34720951|2||2||2|1|2|2|2|2|2|2|2||1||2700000
3472096|1|1|1|540.54525463|34720961|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472097|1|1|1|634.65279626|34720971|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472098|1|1|1|398.58743288|34720981|2||2||1|1|2|2|2|2|2|2|2||1||5000000
3472099|1|1|1|917.39590769|34720991|2||2||1|1|2|2|2|2|2|2|2||1||2100000
3472100|1|1|1|1019.3287863|34721001|2||2||1|1|1|1|2|2|2|1|2||3||2500000
3472100|1|2|2|1019.3287863|34721002|2||2||1|2|2|2|2|2|2|2|1||8||800000
3472100|1|3|3|1019.3287863|34721003|2||2||1|1|2|2|2|2|2|2|2||1||1000000
3472101|1|1|1|1795.3575451|34721011|2||2||1|1|2|2|2|2|2|2|2||1||800000
3472102|1|1|1|819.39632338|34721021|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472103|1|1|1|792.49579141|34721031|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3472104|1|1|1|776.62499603|34721041|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472105|1|1|1|819.39632338|34721051|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472106|1|1|1|354.89625891|34721061|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472107|1|1|1|1677.673725|34721071|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472108|1|1|1|509.63278712|34721081|1|1|2||1|1|2|2|2|2|2|2|2||1||6000000
3472109|1|1|1|1731.2376328|34721091|2||2||1|1|2|1|2|2|2|2|2||1||4000000
3472110|1|1|1|1072.7961635|34721101|2||2||1|1|2|2|2|2|2|2|2||1||4500000
3472111|1|1|1|721.81730413|34721111|2||2||1|1|1|2|2|2|2|2|2||1||5000000
3472112|1|1|1|790.13216897|34721121|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472113|1|1|1|792.25690659|34721131|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3472114|1|1|1|817.47684799|34721141|2||2||1|1|2|1|2|2|2|2|2||1||4000000
3472115|1|1|1|734.78720347|34721151|2||2||1|2|2|1|2|2|2|2|2||3||5000000
3472116|1|1|1|908.77807978|34721161|2||2||1|2|2|1|2|2|2|2|2||3||3500000
3472117|1|1|1|1570.9378519|34721171|2||2||1|1|2|2|1|2|2|1|2||1||1300000
3472118|1|1|1|715.68853317|34721181|2||2||1|1|2|2|2|2|2|2|2||1||1600000
3472119|1|1|1|1152.2760798|34721191|2||2||1|1|2|2|2|2|2|2|2||1||2600000
3472120|1|1|1|1130.2630675|34721201|2||2||1|1|2|2|2|2|2|2|2||1||99
3472121|1|1|1|1219.9386442|34721211|2||2||1|1|2|2|2|2|2|2|2||1||4200000
3472122|1|1|1|1066.8885973|34721221|2||2||1|1|2|2|2|2|2|2|2||1||99
3472123|1|1|1|1052.6502352|34721231|2||2||1|1|2|1|2|2|2|2|2||1||15000000
3472124|1|1|1|1282.8791052|34721241|2||1|3|1|2|2|2|2|2|2|2|1||8||2100000
3472125|1|1|1|933.18699618|34721251|2||2||1|1|2|1|2|2|2|2|2||1||4500000
3472126|1|1|1|1336.6800869|34721261|2||2||2|1|2|2|2|2|2|2|2||1||3200000
3472127|1|1|1|131.90656762|34721271|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472128|1|1|1|192.81190047|34721281|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3472129|1|1|1|127.38111656|34721291|2||2||1|2|2|1|2|2|2|2|2||3||4000000
3472130|1|1|1|127.38111656|34721301|2||2||1|2|2|2|2|2|2|2|1||8||700000
3472131|1|1|1|104.05662357|34721311|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472132|1|1|1|153.56958776|34721321|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472133|1|1|1|206.14758989|34721331|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3472134|1|1|1|131.58906805|34721341|2||2||1|2|2|2|2|2|2|2|1||8||800000
3472135|1|1|1|105.71809642|34721351|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472136|1|1|1|197.10121201|34721361|2||2||1|1|2|2|2|2|2|2|2||1||4000000
3472137|1|1|1|177.33839821|34721371|2||2||1|2|1|1|2|2|2|2|2||3||1500000
3472138|1|1|1|250.97885449|34721381|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472139|1|1|1|259.15019369|34721391|2||2||1|1|2|2|1|2|2|2|2||1||1600000
3472140|1|1|1|270.24658313|34721401|2||1|1|1|1|2|2|2|2|2|2|2||1||2500000
3472141|1|1|1|160.18190182|34721411|2||2||1|1|2|2|2|2|2|2|2||1||3500000
3472142|1|1|1|177.33839821|34721421|2||2||1|2|2|2|2|2|2|2|1||8||1000000
3472143|1|1|1|212.1037874|34721431|2||2||1|1|2|2|2|2|2|2|2||1||3800000
3472144|1|1|1|221.01587693|34721441|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472145|1|1|1|225.67707763|34721451|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472146|1|1|1|359.58065106|34721461|2||2||1|1|2|1|2|2|2|2|1||1||3000000
3472147|1|1|1|430.634134|34721471|2||2||1|1|2|1|2|2|2|2|2||1||3000000
3472148|1|1|1|406.00377589|34721481|2||2||1|2|2|1|2|2|2|2|2||3||3000000
3472149|1|1|1|342.67770114|34721491|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472150|1|1|1|457.90669934|34721501|2||2||1|1|2|2|2|2|2|2|2||1||1350000
3472151|1|1|1|619.7188401|34721511|2||2||1|1|2|2|2|2|2|2|2||1||9000000
3472152|1|1|1|598.95264384|34721521|2||2||1|1|2|2|2|2|2|2|2||1||3000000
3472153|1|1|1|206.54561543|34721531|2||2||1|1|2|2|2|2|2|2|1||1||4500000
3472154|1|1|1|611.34140488|34721541|2||2||1|1|2|2|2|2|2|2|2||1||1350000
3472155|1|1|1|2839.20038|34721551|1|1|2||1|1|2|2|2|2|2|1|2||1||5000000
3472156|1|1|1|3130.7266775|34721561|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472157|1|1|1|2918.9569966|34721571|2||2||1|1|2|1|1|2|2|2|2||1||3800000
3472158|1|1|1|3421.1273494|34721581|2||2||2|1|2|2|2|2|2|2|2||1||3000000
3472159|1|1|1|2624.3594733|34721591|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472160|1|1|1|2432.18999|34721601|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472161|1|1|1|61.826638445|34721611|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472162|1|1|1|43.822072551|34721621|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3472163|1|1|1|43.822072551|34721631|2||2||1|1|2|2|2|2|2|2|2||1||1800000
3472164|1|1|1|41.380277667|34721641|2||2||1|1|2|2|2|2|2|2|2||1||2700000
3472165|1|1|1|61.411402331|34721651|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472166|1|1|1|43.822072551|34721661|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472167|1|1|1|43.822072551|34721671|2||2||1|1|2|2|2|2|2|2|2||1||1300000
3472168|1|1|1|43.822072551|34721681|2||2||1|1|2|2|2|2|2|2|2||1||1500000
3472169|1|1|1|41.841456117|34721691|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472170|1|1|1|40.36280921|34721701|2||2||1|1|2|2|2|2|2|2|2||1||3900000
3472171|1|1|1|37.277976383|34721711|2||2||1|1|2|2|2|2|2|2|2||1||2000000
3472172|1|1|1|31.381092088|34721721|2||2||1|1|2|2|2|2|2|2|2||1||2700000
3472173|1|1|1|33.097675486|34721731|2||2||1|1|2|2|2|2|2|2|2||1||2500000
3472174|1|1|1|38.341222788|34721741|2||2||1|1|2|2|2|2|2|2|2||1||2300000
3472176|1|1|1|37.708351374|34721761|2||2||1|1|2|2|2|2|2|2|1||1||3800000
3472177|1|1|1|35.823197481|34721771|2||2||1|1|2|2|2|2|2|2|2||1||2000000
